{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.042300696361796675 + 0.*I, 0.8724606984104045 + 0.*I, 0.8725786548998027 + 0.*I, 0.041710803336614255 + 0.*I, 0.00046960708959264963 + 0.*I, 2.323003989168626*^-6 + 0.*I, 6.438605204550641*^-9 + 0.*I, 1.2811973704174306*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I, 1.0096146141336249*^-9 + 0.*I, 3.2447999842588615*^-8 + 0.*I, 5.106679662469918*^-8 + 0.*I, 1.7314816247449016*^-8 + 0.*I, 2.7760016507727414*^-10 + 0.*I, 0. + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.0462362338861988 + 0.*I, 0.8605205255808103 + 0.*I, 0.8606618379171983 + 0.*I, 0.04552811536919777 + 0.*I, 0.0005637334708152864 + 0.*I, 3.0633753977937776*^-6 + 0.*I, 9.323009031447784*^-9 + 0.*I, 1.920685832601521*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.3411494137471893*^-11 + 0.*I, 1.3296030942910875*^-9 + 0.*I, 3.87309961880078*^-8 + 0.*I, 6.11148007201301*^-8 + 0.*I, 2.066700144354172*^-8 + 0.*I, 3.6599612229792916*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.05031956339860422 + 0.*I, 0.8481171323071912 + 0.*I, 0.8482849858681974 + 0.*I, 0.04947666364900627 + 0.*I, 0.0006710434582002379 + 0.*I, 3.98943180712763*^-6 + 0.*I, 1.3276602039979936*^-8 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 1.7285950448808766*^-9 + 0.*I, 4.582820789522657*^-8 + 0.*I, 7.251439726463365*^-8 + 0.*I, 2.4453594704709758*^-8 + 0.*I, 4.757971794333571*^-10 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.05454607253281285 + 0.*I, 0.8352625706500084 + 0.*I, 0.8354603944098038 + 0.*I, 0.053550463148588356 + 0.*I, 0.000792630773416292 + 0.*I, 5.136192204879819*^-6 + 0.*I, 1.8622414721392037*^-8 + 0.*I, 4.440892098500627*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 2.799982468104645*^-11 + 0.*I, 2.221201000907058*^-9 + 0.*I, 5.379199308208627*^-8 + 0.*I, 8.53648027265841*^-8 + 0.*I, 2.8701996335200878*^-8 + 0.*I, 6.115996598055062*^-10 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.05891098646479965 + 0.*I, 0.8219693168743936 + 0.*I, 0.8222007851053982 + 0.*I, 0.05774333445560665 + 0.*I, 0.0009296147117865418 + 0.*I, 6.543249209123304*^-6 + 0.*I, 2.575679669547526*^-8 + 0.*I, 6.561418075534675*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.979039320256562*^-11 + 0.*I, 2.8244073746463982*^-9 + 0.*I, 6.267280028282585*^-8 + 0.*I, 9.976459797167439*^-8 + 0.*I, 3.3439784274946767*^-8 + 0.*I, 7.783995670251899*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.06340937320019613 + 0.*I, 0.8082502576131968 + 0.*I, 0.8085192905061823 + 0.*I, 0.062048912572598716 + 0.*I, 0.0010831373639996757 + 0.*I, 8.2551105951012*^-6 + 0.*I, 3.516860136443256*^-8 + 0.*I, 9.621192731401607*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.440092820663267*^-11 + 0.*I, 3.5556002586645263*^-9 + 0.*I, 7.2518990812398*^-8 + 0.*I, 1.1581200443089303*^-7 + 0.*I, 3.869160547509409*^-8 + 0.*I, 9.799938638366259*^-10 + 0.*I, 6.616929226765934*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.06803614903621026 + 0.*I, 0.794118675590605 + 0.*I, 0.794429438760802 + 0.*I, 0.06646065597661899 + 0.*I, 0.001254360762414919 + 0.*I, 0.000010321540200308732 + 0.*I, 4.745019932528294*^-8 + 0.*I, 1.395994431163672*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.400746682151293*^-11 + 0.*I, 4.436007117192276*^-9 + 0.*I, 8.337621704157527*^-8 + 0.*I, 1.336045968303168*^-7 + 0.*I, 4.448299506520925*^-8 + 0.*I, 1.2227996393221476*^-9 + 0.*I, 9.414691248821327*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I}
{0.07278608418239685 + 0.*I, 0.7795882349173944 + 0.*I, 0.7799451377830113 + 0.*I, 0.07097185593238908 + 0.*I, 0.0014444639657940073 + 0.*I, 0.000012797906201456046 + 0.*I, 6.331639657020105*^-8 + 0.*I, 2.005950960892733*^-10 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 9.85878045867139*^-11 + 0.*I, 5.486811005539494*^-9 + 0.*I, 9.528640099176755*^-8 + 0.*I, 1.5323680102596884*^-7 + 0.*I, 5.083520271398356*^-8 + 0.*I, 1.5122125773814332*^-9 + 0.*I, 1.2212453270876724*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.07765380854498628 + 0.*I, 0.7646729659791963 + 0.*I, 0.765080658984596 + 0.*I, 0.07557564603819511 + 0.*I, 0.001654640075199332 + 0.*I, 0.000015745524994947857 + 0.*I, 8.362159853447794*^-8 + 0.*I, 2.8401725415960755*^-10 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.3020695632803836*^-10 + 0.*I, 6.7335914621935444*^-9 + 0.*I, 1.0828979934984774*^-7 + 0.*I, 1.7480199787645037*^-7 + 0.*I, 5.777001099716018*^-8 + 0.*I, 1.8558043990424269*^-9 + 0.*I, 1.6409096303959814*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.08263381765978295 + 0.*I, 0.749387249933009 + 0.*I, 0.749850620607817 + 0.*I, 0.08026501199498438 + 0.*I, 0.0018860932047948258 + 0.*I, 0.00001923201018438903 + 0.*I, 1.0938299155327513*^-7 + 0.*I, 3.975930695787611*^-10 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.701971896750365*^-10 + 0.*I, 8.203393520034298*^-9 + 0.*I, 1.2242120650540758*^-7 + 0.*I, 1.9839040688030015*^-7 + 0.*I, 6.530580520802687*^-8 + 0.*I, 2.260813758425684*^-9 + 0.*I, 2.1604940059205546*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.08772047876841604 + 0.*I, 0.7337458028356059 + 0.*I, 0.7342699706670119 + 0.*I, 0.08503280158340676 + 0.*I, 0.002140035392983464 + 0.*I, 0.00002333161519540994 + 0.*I, 1.418003936493051*^-7 + 0.*I, 5.502043265437351*^-10 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 2.2060131499301863*^-10 + 0.*I, 9.925615884753826*^-9 + 0.*I, 1.3771199736112297*^-7 + 0.*I, 2.2408860878009317*^-7 + 0.*I, 7.345921648749254*^-8 + 0.*I, 2.7352120568480136*^-9 + 0.*I, 2.819966482547898*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.09290803703461137 + 0.*I, 0.7177636594146054 + 0.*I, 0.7183539695291952 + 0.*I, 0.08987173483399058 + 0.*I, 0.0024176834747979825 + 0.*I, 0.00002812557740039523 + 0.*I, 1.8228418774413058*^-7 + 0.*I, 7.535971846550639*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.8339552926581746*^-10 + 0.*I, 1.1931589050107051*^-8 + 0.*I, 1.5418739618411337*^-7 + 0.*I, 2.519798064648528*^-7 + 0.*I, 8.224401160106254*^-8 + 0.*I, 3.287992100808879*^-9 + 0.*I, 3.639311074721263*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.09819062188760609 + 0.*I, 0.7014561565109824 + 0.*I, 0.7021181721510007 + 0.*I, 0.0947744143771967 + 0.*I, 0.002720255917187942 + 0.*I, 0.00003370245480471823 + 0.*I, 2.324803904940609*^-7 + 0.*I, 1.0226042235217394*^-9 + 0.*I, 4.196643033083092*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.6119995883154843*^-10 + 0.*I, 1.425639606367213*^-8 + 0.*I, 1.7186878586983312*^-7 + 0.*I, 2.821427980137514*^-7 + 0.*I, 9.16708042808523*^-8 + 0.*I, 3.927991265584297*^-9 + 0.*I, 4.6584958113271575*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.10356225349239524 + 0.*I, 0.6848389162076085 + 0.*I, 0.6855784099969898 + 0.*I, 0.09973333595398871 + 0.*I, 0.0030489696168034546 + 0.*I, 0.000040158458003425324 + 0.*I, 2.9430160530807825*^-7 + 0.*I, 1.3744116955649588*^-9 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 4.5681236571226696*^-10 + 0.*I, 1.6936807512024643*^-8 + 0.*I, 1.9077159851832448*^-7 + 0.*I, 3.146509969242928*^-7 + 0.*I, 1.01747810177244*^-7 + 0.*I, 4.666400599262489*^-9 + 0.*I, 5.921929613350586*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.1090168493287802 + 0.*I, 0.6679278286614077 + 0.*I, 0.6687507726633958 + 0.*I, 0.1047408990814125 + 0.*I, 0.0034050366781945844 + 0.*I, 0.00004759777718632563 + 0.*I, 3.69957819934541*^-7 + 0.*I, 1.8312018568167332*^-9 + 0.*I, 7.01660951563099*^-12 + 0.*I, 7.194245199571015*^-12 + 0.*I, 5.73985303731206*^-10 + 0.*I, 2.0012613788367165*^-8 + 0.*I, 2.109044050513376*^-7 + 0.*I, 3.4957260974799464*^-7 + 0.*I, 1.1247980324924356*^-7 + 0.*I, 5.513411949209513*^-9 + 0.*I, 7.480682739924305*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.11454823088381527 + 0.*I, 0.6507390346679909 + 0.*I, 0.6516515892246001 + 0.*I, 0.10978941784400843 + 0.*I, 0.0037896611678078784 + 0.*I, 0.00005613289879580208 + 0.*I, 4.6199302161653577*^-7 + 0.*I, 2.4205970561297363*^-9 + 0.*I, 9.614531393253857*^-12 + 0.*I, 9.814371537686385*^-12 + 0.*I, 7.158051928968233*^-10 + 0.*I, 2.352580352749101*^-8 + 0.*I, 2.3226980339074998*^-7 + 0.*I, 3.869698061986782*^-7 + 0.*I, 1.2386760506188923*^-7 + 0.*I, 6.480815883946889*^-9 + 0.*I, 9.339196083146817*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.12015013044059943 + 0.*I, 0.6332889079717853 + 0.*I, 0.6342974093338061 + 0.*I, 0.11487113180959074 + 0.*I, 0.004204035855792654 + 0.*I, 0.00006588491279213571 + 0.*I, 5.733202135260741*^-7 + 0.*I, 3.174793761218098*^-9 + 0.*I, 1.2989609388114333*^-11 + 0.*I, 1.3011813848606835*^-11 + 0.*I, 8.872014234384551*^-10 + 0.*I, 2.752220673585271*^-8 + 0.*I, 2.548629973730954*^-7 + 0.*I, 4.268988024191956*^-7 + 0.*I, 1.3590879532898725*^-7 + 0.*I, 7.581002492429434*^-9 + 0.*I, 1.1579626146840384*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1258161979605932 + 0.*I, 0.61559403734619 + 0.*I, 0.6167049840978045 + 0.*I, 0.11997821704301527 + 0.*I, 0.00464933894959163 + 0.*I, 0.00007698381121468145 + 0.*I, 7.07261982313412*^-7 + 0.*I, 4.133204889456011*^-9 + 0.*I, 1.7408297026122458*^-11 + 0.*I, 1.7208456881689926*^-11 + 0.*I, 1.0927925231385416*^-9 + 0.*I, 3.204920773214326*^-8 + 0.*I, 2.786732178350349*^-7 + 0.*I, 4.6940818454466193*^-7 + 0.*I, 1.4859720121052078*^-7 + 0.*I, 8.827183428650187*^-9 + 0.*I, 1.426192497433476*^-10 + 0.*I, 0. + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1315400080476037 + 0.*I, 0.5976712084642122 + 0.*I, 0.5988912467483898 + 0.*I, 0.12510279720778783 + 0.*I, 0.005126730828997062 + 0.*I, 0.00008956877299848288 + 0.*I, 8.675947960057329*^-7 + 0.*I, 5.343614439823342*^-9 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.240430063693566*^-11 + 0.*I, 1.3387957409349838*^-9 + 0.*I, 3.7157810162113953*^-8 + 0.*I, 3.036807916245721*^-7 + 0.*I, 5.14539405527259*^-7 + 0.*I, 1.619222089743744*^-7 + 0.*I, 1.023301443581204*^-8 + 0.*I, 1.7481571745747717*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1373150669905954 + 0.*I, 0.5795373855835839 + 0.*I, 0.5808732931408045 + 0.*I, 0.1302369547390159 + 0.*I, 0.005637350781206863 + 0.*I, 0.00010378843420255635 + 0.*I, 1.058592613567555*^-6 + 0.*I, 6.862799217799421*^-9 + 0.*I, 3.161915174132446*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 1.6312062811607575*^-9 + 0.*I, 4.290139354878875*^-8 + 0.*I, 3.298586070954457*^-7 + 0.*I, 5.623262022691479*^-7 + 0.*I, 1.7586920808554399*^-7 + 0.*I, 1.181379438719432*^-8 + 0.*I, 2.134070697934476*^-10 + 0.*I, 5.995204332975846*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.14313481987020538 + 0.*I, 0.5612096930623922 + 0.*I, 0.5626683620947982 + 0.*I, 0.13537274206840702 + 0.*I, 0.00618231375320022 + 0.*I, 0.000119801148001919 + 0.*I, 1.2850762010074845*^-6 + 0.*I, 8.758394010044412*^-9 + 0.*I, 4.1810999107383395*^-11 + 0.*I, 3.739231146937528*^-11 + 0.*I, 1.9769963444105088*^-9 + 0.*I, 4.933620179059517*^-8 + 0.*I, 3.571710038841047*^-7 + 0.*I, 6.127938045885629*^-7 + 0.*I, 1.9041921373030846*^-7 + 0.*I, 1.3584200431182582*^-8 + 0.*I, 2.588151915006165*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1489926577282086 + 0.*I, 0.5427053967338002 + 0.*I, 0.544293815612984 + 0.*I, 0.14050219288879173 + 0.*I, 0.006762707115992584 + 0.*I, 0.00013777522238633824 + 0.*I, 1.5524642016373493*^-6 + 0.*I, 1.1110401487712807*^-8 + 0.*I, 5.540012892879531*^-11 + 0.*I, 4.780620344035925*^-11 + 0.*I, 2.384403785526956*^-9 + 0.*I, 5.652081025431244*^-8 + 0.*I, 3.855738173186296*^-7 + 0.*I, 6.659591988977809*^-7 + 0.*I, 2.0554820068241503*^-7 + 0.*I, 1.5560797095304224*^-8 + 0.*I, 3.1219471452459407*^-10 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.15488192478698706 + 0.*I, 0.5240418851581996 + 0.*I, 0.5257671189935921 + 0.*I, 0.1456173334414057 + 0.*I, 0.007379587457401195 + 0.*I, 0.00015788914680126 + 0.*I, 1.8668284029743631*^-6 + 0.*I, 1.401299076775331*^-8 + 0.*I, 7.318590178329033*^-11 + 0.*I, 6.041833700010102*^-11 + 0.*I, 2.8625990466935036*^-9 + 0.*I, 6.45169917490307*^-8 + 0.*I, 4.1501400094290375*^-7 + 0.*I, 7.218293962552026*^-7 + 0.*I, 2.2122761400567015*^-7 + 0.*I, 1.775999347586321*^-8 + 0.*I, 3.748112931134529*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
