{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.34316861317338354 + 0.*I, 0.28797370169619807 + 0.*I, 0.27830381570959073 + 0.*I, 0.20618610427198814 + 0.*I, 0.10996013902280222 + 0.*I, 0.01612120021838859 + 0.*I, 0.0011773733770148453 + 0.*I, 0.000052302943598370184 + 0.*I, 1.554833217731755*^-6 + 0.*I, 1.7587900025262115*^-7 + 0.*I, 1.4701478034950812*^-6 + 0.*I, 3.9215814151560835*^-6 + 0.*I, 2.1061884014628167*^-6 + 0.*I, 3.6566728089937332*^-6 + 0.*I, 1.1253677989486732*^-6 + 0.*I, 1.0674551909062304*^-6 + 0.*I, 1.8980659266532027*^-7 + 0.*I, 1.0648015802416923*^-8 + 0.*I, 1.6819878823071124*^-10 + 0.*I, 9.2148511043888*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.3412294821649953 + 0.*I, 0.29055559640038814 + 0.*I, 0.2812222153786071 + 0.*I, 0.20141499096659746 + 0.*I, 0.11226953858478605 + 0.*I, 0.01689064144301256 + 0.*I, 0.0012618579594114723 + 0.*I, 0.000057274014197972185 + 0.*I, 1.7386208028824515*^-6 + 0.*I, 1.9038881582389422*^-7 + 0.*I, 1.5662864116805508*^-6 + 0.*I, 4.038836598496687*^-6 + 0.*I, 2.351498795682972*^-6 + 0.*I, 3.560790395873426*^-6 + 0.*I, 1.2558224016245845*^-6 + 0.*I, 1.0990621968076653*^-6 + 0.*I, 2.021477873981326*^-7 + 0.*I, 1.1622591777893376*^-8 + 0.*I, 1.8798296252953153*^-10 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.33908004542779757 + 0.*I, 0.2926516113583855 + 0.*I, 0.28369365517419975 + 0.*I, 0.19646810313300733 + 0.*I, 0.11455404040401353 + 0.*I, 0.01768405751658708 + 0.*I, 0.0013512267309945258 + 0.*I, 0.00006265224661294867 + 0.*I, 1.941761818002874*^-6 + 0.*I, 2.0578660997472298*^-7 + 0.*I, 1.6670725910827857*^-6 + 0.*I, 4.154557786684165*^-6 + 0.*I, 2.6062198177356777*^-6 + 0.*I, 3.4556044026246018*^-6 + 0.*I, 1.3912557994544274*^-6 + 0.*I, 1.1302297986404142*^-6 + 0.*I, 2.150801980960182*^-7 + 0.*I, 1.2672796145807299*^-8 + 0.*I, 2.1018742302203464*^-10 + 0.*I, 1.141309269314661*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I}
{0.3367216203177925 + 0.*I, 0.2942643975725856 + 0.*I, 0.28572203379320094 + 0.*I, 0.1913505880204003 + 0.*I, 0.11681067866819994 + 0.*I, 0.018501596660991382 + 0.*I, 0.0014456854387834286 + 0.*I, 0.0000684654107852012 + 0.*I, 2.1660426119396443*^-6 + 0.*I, 2.2209480921020488*^-7 + 0.*I, 1.7726212053759127*^-6 + 0.*I, 4.268369191429145*^-6 + 0.*I, 2.870231585738736*^-6 + 0.*I, 3.3410769928465815*^-6 + 0.*I, 1.5316024004619067*^-6 + 0.*I, 1.1608549899122522*^-6 + 0.*I, 2.286178135690875*^-7 + 0.*I, 1.3802803344731274*^-8 + 0.*I, 2.34212649274923*^-10 + 0.*I, 1.3011813848606835*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.3341557257579897 + 0.*I, 0.29539710099639743 + 0.*I, 0.28731172917599856 + 0.*I, 0.18606781384880033 + 0.*I, 0.11903647291060526 + 0.*I, 0.019343380579806006 + 0.*I, 0.0015454442553908263 + 0.*I, 0.00007474275440788603 + 0.*I, 2.4133884002353057*^-6 + 0.*I, 2.3933361958938804*^-7 + 0.*I, 1.8830458081708916*^-6 + 0.*I, 4.379880613747389*^-6 + 0.*I, 3.1433880165465666*^-6 + 0.*I, 3.2171914021716934*^-6 + 0.*I, 1.676783001336446*^-6 + 0.*I, 1.1908320107778536*^-6 + 0.*I, 2.4277440058284583*^-7 + 0.*I, 1.5018009058564985*^-8 + 0.*I, 2.607913884844493*^-10 + 0.*I, 1.4210854715202005*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.33138408005399805 + 0.*I, 0.29605335627060914 + 0.*I, 0.2884675900542089 + 0.*I, 0.18062536234380036 + 0.*I, 0.12122843213699942 + 0.*I, 0.02020950348680106 + 0.*I, 0.0016507176644031676 + 0.*I, 0.00008151505739295574 + 0.*I, 2.6858742119273415*^-6 + 0.*I, 2.5751858423461726*^-7 + 0.*I, 1.998453802443123*^-6 + 0.*I, 4.488686999870595*^-6 + 0.*I, 3.42551600418517*^-6 + 0.*I, 3.0839542031202427*^-6 + 0.*I, 1.8267043877528979*^-6 + 0.*I, 1.2200505938864126*^-6 + 0.*I, 2.5756379251618*^-7 + 0.*I, 1.6322809770485947*^-8 + 0.*I, 2.901900941765234*^-10 + 0.*I, 1.578737141016973*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3284085985040042 + 0.*I, 0.2962372799300006 + 0.*I, 0.28919492696120047 + 0.*I, 0.17502902098560646 + 0.*I, 0.12338355900458621 + 0.*I, 0.021100031152210267 + 0.*I, 0.0017617243318168718 + 0.*I, 0.00008881468298582719 + 0.*I, 2.9857349925777044*^-6 + 0.*I, 2.766614048965721*^-7 + 0.*I, 2.1189478172090052*^-6 + 0.*I, 4.5943681969973235*^-6 + 0.*I, 3.716416996368821*^-6 + 0.*I, 2.9413951940782117*^-6 + 0.*I, 1.9812592011447805*^-6 + 0.*I, 1.2483964084708532*^-6 + 0.*I, 2.729984016625054*^-7 + 0.*I, 1.7723200684827137*^-8 + 0.*I, 3.225864020350855*^-10 + 0.*I, 1.778577285449501*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.32523139079980723 + 0.*I, 0.2959534630948113 + 0.*I, 0.28949950272061376 + 0.*I, 0.16928477498958652 + 0.*I, 0.1254988540488 + 0.*I, 0.022014999975206173 + 0.*I, 0.0018786869645959214 + 0.*I, 0.0000966756320108786 + 0.*I, 3.315374796919457*^-6 + 0.*I, 2.967683876420324*^-7 + 0.*I, 2.2446251968233355*^-6 + 0.*I, 4.696489819266958*^-6 + 0.*I, 4.015865395778917*^-6 + 0.*I, 2.789568398497977*^-6 + 0.*I, 2.1403259831132004*^-6 + 0.*I, 1.2757521927753148*^-6 + 0.*I, 2.890901962260273*^-7 + 0.*I, 1.9224000169515424*^-8 + 0.*I, 3.57780471915703*^-10 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.219646771412954*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.3218547582280129 + 0.*I, 0.29520696365021865 + 0.*I, 0.2893875224251996 + 0.*I, 0.163398799024006 + 0.*I, 0.12757131995260185 + 0.*I, 0.02295441607860216 + 0.*I, 0.0020018321573944675 + 0.*I, 0.00010513359400832202 + 0.*I, 3.677375604027589*^-6 + 0.*I, 3.178403984449574*^-7 + 0.*I, 2.375577179414279*^-6 + 0.*I, 4.794604779867484*^-6 + 0.*I, 4.323607383227567*^-6 + 0.*I, 2.6285513987645004*^-6 + 0.*I, 2.303768198430589*^-6 + 0.*I, 1.3019963995830608*^-6 + 0.*I, 3.0585038945929455*^-7 + 0.*I, 2.0831381064567722*^-8 + 0.*I, 3.9659386885659847*^-10 + 0.*I, 2.2204460492503134*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.31828119066961147 + 0.*I, 0.29400329793638497 + 0.*I, 0.2888656229200093 + 0.*I, 0.15737744868398185 + 0.*I, 0.1295979658499924 + 0.*I, 0.023918254435217896 + 0.*I, 0.0021313902245800875 + 0.*I, 0.00011422600161292708 + 0.*I, 4.074511594787111*^-6 + 0.*I, 3.3987199721252637*^-7 + 0.*I, 2.5118877866603384*^-6 + 0.*I, 4.888251603496485*^-6 + 0.*I, 4.639362605196595*^-6 + 0.*I, 2.458446801689718*^-6 + 0.*I, 2.471435789352938*^-6 + 0.*I, 1.3270044174618079*^-6 + 0.*I, 3.2328981713902754*^-7 + 0.*I, 2.2551582823382436*^-8 + 0.*I, 4.3920422854171203*^-10 + 0.*I, 2.4402702081260944*^-11 + 0.*I, 3.419486915845482*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3145133634098185 + 0.*I, 0.29234843195120597 + 0.*I, 0.2879408618092106 + 0.*I, 0.15122725172960205 + 0.*I, 0.1315758116571919 + 0.*I, 0.024906458023798983 + 0.*I, 0.0022675950241968224 + 0.*I, 0.00012399208439983767 + 0.*I, 4.5097580114727975*^-6 + 0.*I, 3.628483957740514*^-7 + 0.*I, 2.653633202065464*^-6 + 0.*I, 4.976956002877842*^-6 + 0.*I, 4.9628234188858755*^-6 + 0.*I, 2.2793833931444855*^-6 + 0.*I, 2.64316339926296*^-6 + 0.*I, 1.3506477936076069*^-6 + 0.*I, 3.4141700577805523*^-7 + 0.*I, 2.4389401609425935*^-8 + 0.*I, 4.85589346510551*^-10 + 0.*I, 2.7600144392181395*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.3105541337550033 + 0.*I, 0.29024877208239097 + 0.*I, 0.28662070600218303 + 0.*I, 0.14495489910020257 + 0.*I, 0.133501892426402 + 0.*I, 0.025918937012203717 + 0.*I, 0.002410683761211452 + 0.*I, 0.0001344729194219241 + 0.*I, 4.986303392406911*^-6 + 0.*I, 3.86748610914367*^-7 + 0.*I, 2.80088259252409*^-6 + 0.*I, 5.0602323886650424*^-6 + 0.*I, 5.293653604354631*^-6 + 0.*I, 2.091514383906201*^-6 + 0.*I, 2.8187715939154145*^-6 + 0.*I, 1.3727951886366439*^-6 + 0.*I, 3.602409925917982*^-7 + 0.*I, 2.635238693926567*^-8 + 0.*I, 5.364153565778906*^-10 + 0.*I, 3.079758670310184*^-11 + 0.*I, 4.218847493575595*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.3064065374664083 + 0.*I, 0.28771115538559494 + 0.*I, 0.28491301981119493 + 0.*I, 0.13856723572498456 + 0.*I, 0.13537326271300112 + 0.*I, 0.02695556798000265 + 0.*I, 0.0025608967837875696 + 0.*I, 0.00014571148700959213 + 0.*I, 5.5075623839329086*^-6 + 0.*I, 4.1154080143712695*^-7 + 0.*I, 2.9536953993769544*^-6 + 0.*I, 5.13758220410665*^-6 + 0.*I, 5.631490207491652*^-6 + 0.*I, 1.8950190083799614*^-6 + 0.*I, 2.998065617987323*^-6 + 0.*I, 1.3933123987897036*^-6 + 0.*I, 3.7976899402991654*^-7 + 0.*I, 2.8447000310904972*^-8 + 0.*I, 5.91993121190626*^-10 + 0.*I, 3.419486915845482*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.30207378501339033 + 0.*I, 0.2847428394161966 + 0.*I, 0.2828260526259952 + 0.*I, 0.13207125113499088 + 0.*I, 0.13718700095299854 + 0.*I, 0.028016193174007498 + 0.*I, 0.002718477364793692 + 0.*I, 0.00015775272119711303 + 0.*I, 6.077188396957922*^-6 + 0.*I, 4.3718240139156705*^-7 + 0.*I, 3.112121582660166*^-6 + 0.*I, 5.2084971891019904*^-6 + 0.*I, 5.975942207747665*^-6 + 0.*I, 1.690102791052084*^-6 + 0.*I, 3.1808369937991188*^-6 + 0.*I, 1.4120626001812298*^-6 + 0.*I, 4.000070052967431*^-7 + 0.*I, 3.0679392359900255*^-8 + 0.*I, 6.524114581907271*^-10 + 0.*I, 3.821387650759789*^-11 + 0.*I, 5.195843755245733*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2975592576506037 + 0.*I, 0.28135149163199813 + 0.*I, 0.28036842617398255 + 0.*I, 0.12547406989380505 + 0.*I, 0.13894021383740185 + 0.*I, 0.029100619802213682 + 0.*I, 0.0028836714675906094 + 0.*I, 0.00017064356119256274 + 0.*I, 6.699086796402299*^-6 + 0.*I, 4.636194095297697*^-7 + 0.*I, 3.2762013990605965*^-6 + 0.*I, 5.272458802885183*^-6 + 0.*I, 6.3265912064736085*^-6 + 0.*I, 1.4769977907391767*^-6 + 0.*I, 3.366861989206882*^-6 + 0.*I, 1.4289060157324231*^-6 + 0.*I, 4.209602000315727*^-7 + 0.*I, 3.3057401260805364*^-8 + 0.*I, 7.186029549188789*^-10 + 0.*I, 4.2388315080188477*^-11 + 0.*I, 5.195843755245733*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2928665033268052 + 0.*I, 0.2775451783853855 + 0.*I, 0.2775491213933945 + 0.*I, 0.11878294186460359 + 0.*I, 0.14063004068580742 + 0.*I, 0.030208619366578485 + 0.*I, 0.0030567275026038843 + 0.*I, 0.00018443300540127439 + 0.*I, 7.377428801191854*^-6 + 0.*I, 4.907835915446412*^-7 + 0.*I, 3.4459636033545853*^-6 + 0.*I, 5.328938001980533*^-6 + 0.*I, 6.68299158235186*^-6 + 0.*I, 1.2559610018669787*^-6 + 0.*I, 3.55590341616363*^-6 + 0.*I, 1.443700803349657*^-6 + 0.*I, 4.4263201992578166*^-7 + 0.*I, 3.5587599533926095*^-8 + 0.*I, 7.90589815835574*^-10 + 0.*I, 4.720668300706166*^-11 + 0.*I, 5.795364188543318*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.287999232428593 + 0.*I, 0.2733323535103916 + 0.*I, 0.2743774649312192 + 0.*I, 0.11200523232000051 + 0.*I, 0.14225365780340393 + 0.*I, 0.031339927038986914 + 0.*I, 0.0032378960657997178 + 0.*I, 0.00019917216060871823 + 0.*I, 8.116667205015917*^-6 + 0.*I, 5.185931906126484*^-7 + 0.*I, 3.6214254039990124*^-6 + 0.*I, 5.377397793715489*^-6 + 0.*I, 7.044671002098824*^-6 + 0.*I, 1.0272777961617408*^-6 + 0.*I, 3.7477089875892493*^-6 + 0.*I, 1.4563020123148362*^-6 + 0.*I, 4.650245966075773*^-7 + 0.*I, 3.827740346906694*^-8 + 0.*I, 8.687939256901701*^-10 + 0.*I, 5.260236690673992*^-11 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2829613133644049 + 0.*I, 0.26872184652959596 + 0.*I, 0.27086311528941037 + 0.*I, 0.10514841191400227 + 0.*I, 0.1438082828199905 + 0.*I, 0.032494241077407615 + 0.*I, 0.003427429668212412 + 0.*I, 0.00021491429078590585 + 0.*I, 8.92154898846087*^-6 + 0.*I, 5.469499964050328*^-7 + 0.*I, 3.8025919968376347*^-6 + 0.*I, 5.417294191012445*^-6 + 0.*I, 7.411129998580179*^-6 + 0.*I, 7.912577926205699*^-7 + 0.*I, 3.942013004909484*^-6 + 0.*I, 1.4665646030920245*^-6 + 0.*I, 4.881385962107743*^-7 + 0.*I, 4.113458462740027*^-8 + 0.*I, 9.539924405999045*^-10 + 0.*I, 5.859757123971576*^-11 + 0.*I, 6.994405055138486*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.27775676799619564 + 0.*I, 0.2637228504940082 + 0.*I, 0.2670160486343942 + 0.*I, 0.0982200465325933 + 0.*I, 0.145291179003193 + 0.*I, 0.03367122229038788 + 0.*I, 0.003625582449395815 + 0.*I, 0.0002317148679820136 + 0.*I, 9.797132816125043*^-6 + 0.*I, 5.757367915748546*^-7 + 0.*I, 3.989455010788845*^-6 + 0.*I, 5.448074613667586*^-6 + 0.*I, 7.78184339189636*^-6 + 0.*I, 5.482385878607944*^-7 + 0.*I, 4.138535802944432*^-6 + 0.*I, 1.4743400056360656*^-6 + 0.*I, 5.119731971703345*^-7 + 0.*I, 4.416700338794044*^-8 + 0.*I, 1.0460077248808377*^-9 + 0.*I, 6.519229600598919*^-11 + 0.*I, 7.993605777301129*^-12 + 0.*I, 2.4202861936828413*^-12 + 0.*I, 2.2204460492503135*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.2723897669242082 + 0.*I, 0.25834490946841093 + 0.*I, 0.2628465442979788 + 0.*I, 0.09122778702999047 + 0.*I, 0.14669965953599817 + 0.*I, 0.03487049354518046 + 0.*I, 0.003832609878617888 + 0.*I, 0.0002496316195976789 + 0.*I, 0.000010748803602744774 + 0.*I, 6.048185952067797*^-7 + 0.*I, 4.181992196983231*^-6 + 0.*I, 5.469182218220681*^-6 + 0.*I, 8.156259201363982*^-6 + 0.*I, 2.9858218120182306*^-7 + 0.*I, 4.336983394637174*^-6 + 0.*I, 1.4794804048534616*^-6 + 0.*I, 5.365258015643805*^-7 + 0.*I, 4.7382586743083266*^-8 + 0.*I, 1.1461942506230116*^-9 + 0.*I, 7.218670106112768*^-11 + 0.*I, 8.79296635503124*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2668646246281936 + 0.*I, 0.2525979056863914 + 0.*I, 0.2583651699782141 + 0.*I, 0.08417935887541361 + 0.*I, 0.14803109175780538 + 0.*I, 0.03609163932680737 + 0.*I, 0.004048768443998263 + 0.*I, 0.00026872457521420756 + 0.*I, 0.00001178229160903044 + 0.*I, 6.340374003599436*^-7 + 0.*I, 4.380166385153927*^-6 + 0.*I, 5.48005438805177*^-6 + 0.*I, 8.533802198229523*^-6 + 0.*I, 4.2677794631629247*^-8 + 0.*I, 4.537050002362264*^-6 + 0.*I, 1.4818341886879693*^-6 + 0.*I, 5.617924125900232*^-7 + 0.*I, 5.0789794592276394*^-8 + 0.*I, 1.2546186312079046*^-9 + 0.*I, 8.040235144335384*^-11 + 0.*I, 1.0014211682118914*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.2611857944776031 + 0.*I, 0.24649204638278469 + 0.*I, 0.25358276667220014 + 0.*I, 0.07708255171339218 + 0.*I, 0.14928290135420852 + 0.*I, 0.03733420534401955 + 0.*I, 0.004274315325014655 + 0.*I, 0.0002890561108026546 + 0.*I, 0.00001290368558670707 + 0.*I, 6.632133953132779*^-7 + 0.*I, 4.583925594658922*^-6 + 0.*I, 5.480125797596713*^-6 + 0.*I, 8.913870397364576*^-6 + 0.*I, 2.1906099156865366*^-7 + 0.*I, 4.7384157930707715*^-6 + 0.*I, 1.4812517878937115*^-6 + 0.*I, 5.877668129983249*^-7 + 0.*I, 5.439679817698107*^-8 + 0.*I, 1.3726131342650662*^-9 + 0.*I, 8.879563750952002*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.2553578636069975 + 0.*I, 0.24003785033219763 + 0.*I, 0.248510433352589 + 0.*I, 0.06994520886560718 + 0.*I, 0.15045257649759505 + 0.*I, 0.03859769818901349 + 0.*I, 0.004509508059413747 + 0.*I, 0.00031069099479807965 + 0.*I, 0.000014119455782335423 + 0.*I, 6.921393902459273*^-7 + 0.*I, 4.793200392150255*^-6 + 0.*I, 5.468826191901144*^-6 + 0.*I, 9.295839209499945*^-6 + 0.*I, 4.861935964939336*^-7 + 0.*I, 4.940749187554161*^-6 + 0.*I, 1.4775807910538676*^-6 + 0.*I, 6.144410091835085*^-7 + 0.*I, 5.821239046355232*^-8 + 0.*I, 1.4998002839661242*^-9 + 0.*I, 9.841016890277389*^-11 + 0.*I, 1.2012613126444197*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
