{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.3119221006635975 + 0.*I, 0.2540298637554006 + 0.*I, 0.2833206822527856 + 0.*I, 0.21742969020062122 + 0.*I, 0.10730187517320466 + 0.*I, 0.015324096086999361 + 0.*I, 0.0011067408114184831 + 0.*I, 0.00004900092660520272 + 0.*I, 1.3343190108372482*^-6 + 0.*I, 1.7399321983191383*^-6 + 0.*I, 0.000012477913013952959 + 0.*I, 0.00003342267260730836 + 0.*I, 0.00001782431739982826 + 0.*I, 0.00003123462239962294 + 0.*I, 9.575744197576343*^-6 + 0.*I, 9.10121280561782*^-6 + 0.*I, 1.61899740280802*^-6 + 0.*I, 9.097080866382613*^-8 + 0.*I, 1.4660050950965342*^-9 + 0.*I, 5.999645225074346*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I}
{0.3104779547708159 + 0.*I, 0.25836990030019275 + 0.*I, 0.2880315677497914 + 0.*I, 0.21326886619401633 + 0.*I, 0.10958496792901062 + 0.*I, 0.01604551816940525 + 0.*I, 0.0011849787719953042 + 0.*I, 0.00005359697958784437 + 0.*I, 1.4903706047064704*^-6 + 0.*I, 1.8980520044564744*^-6 + 0.*I, 0.000013292183997926088 + 0.*I, 0.000034421396799544375 + 0.*I, 0.000019906014192550007 + 0.*I, 0.000030418287400024727 + 0.*I, 0.000010685857398939904 + 0.*I, 9.369815989757058*^-6 + 0.*I, 1.7241132077572276*^-6 + 0.*I, 9.929159716648429*^-8 + 0.*I, 1.6376011657825986*^-9 + 0.*I, 6.858957846134217*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I}
{0.3088989090921812 + 0.*I, 0.26237059995060097 + 0.*I, 0.29237868077298673 + 0.*I, 0.20894085102480806 + 0.*I, 0.11184907896419904 + 0.*I, 0.01678896425860721 + 0.*I, 0.001267641858215818 + 0.*I, 0.000058562777405235515 + 0.*I, 1.6626347854042935*^-6 + 0.*I, 2.0682233925484184*^-6 + 0.*I, 0.000014145717197600051 + 0.*I, 0.00003540722979256117 + 0.*I, 0.00002206725919773334 + 0.*I, 0.000029522951394689297 + 0.*I, 0.000011838147195852855 + 0.*I, 9.634610398379095*^-6 + 0.*I, 1.8342463992127025*^-6 + 0.*I, 1.0825500496025599*^-7 + 0.*I, 1.8266055334947853*^-9 + 0.*I, 7.840394999902855*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I}
{0.3071881417581857 + 0.*I, 0.2660369340383939 + 0.*I, 0.2963656367434009 + 0.*I, 0.20444964665120582 + 0.*I, 0.11409169183140834 + 0.*I, 0.017554565073196752 + 0.*I, 0.001354909778616964 + 0.*I, 0.00006392289240153559 + 0.*I, 1.8525796008361795*^-6 + 0.*I, 2.2511683850368063*^-6 + 0.*I, 0.000015039498602043013 + 0.*I, 0.00003637701500025514 + 0.*I, 0.000024307004808932223 + 0.*I, 0.00002854831240295397 + 0.*I, 0.000013032038803650892 + 0.*I, 9.894726793469035*^-6 + 0.*I, 1.9495195902052846*^-6 + 0.*I, 1.1790139975431657*^-7 + 0.*I, 2.035416279966285*^-9 + 0.*I, 8.899547765395256*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I}
{0.3053489574077917 + 0.*I, 0.26937417358361415 + 0.*I, 0.29999635057600393 + 0.*I, 0.19979940555858722 + 0.*I, 0.11631028332961257 + 0.*I, 0.018342428984596815 + 0.*I, 0.0014469657487969914 + 0.*I, 0.00006970315400423034 + 0.*I, 2.061788406670928*^-6 + 0.*I, 2.447634406266275*^-6 + 0.*I, 0.000015974481004654706 + 0.*I, 0.00003732746940432463 + 0.*I, 0.00002662398839170521 + 0.*I, 0.000027494258802995834 + 0.*I, 0.000014266842018884063 + 0.*I, 0.000010149260387670722 + 0.*I, 2.0700479996804692*^-6 + 0.*I, 1.2827141571136735*^-7 + 0.*I, 2.2652102416031994*^-9 + 0.*I, 1.0158540675320184*^-10 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.3033847807500046 + 0.*I, 0.27238787549781485 + 0.*I, 0.30327502492479846 + 0.*I, 0.1949944238194057 + 0.*I, 0.11850232678540795 + 0.*I, 0.019152641328590292 + 0.*I, 0.0015439963767960307 + 0.*I, 0.00007593068620526112 + 0.*I, 2.2919621978090277*^-6 + 0.*I, 2.6583989898298914*^-6 + 0.*I, 0.00001695158300396571 + 0.*I, 0.00003825518799516204 + 0.*I, 0.000029016724600872127 + 0.*I, 0.000026360870797326186 + 0.*I, 0.000015541747799829864 + 0.*I, 0.000010397275396201168 + 0.*I, 2.1959449814090708*^-6 + 0.*I, 1.3940859577843415*^-7 + 0.*I, 2.5180080243103475*^-9 + 0.*I, 1.1559642132397131*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I}
{0.30129915001901875 + 0.*I, 0.27508386858499106 + 0.*I, 0.3062061382465897 + 0.*I, 0.1900391340602159 + 0.*I, 0.12066529534418004 + 0.*I, 0.01998526374800136 + 0.*I, 0.0016461915446130961 + 0.*I, 0.00008263394959406867 + 0.*I, 2.5449301999103113*^-6 + 0.*I, 2.884266381286694*^-6 + 0.*I, 0.000017971682586548354 + 0.*I, 0.00003915664439357869 + 0.*I, 0.000031483504603357915 + 0.*I, 0.00002514842760703573 + 0.*I, 0.000016855827800199567 + 0.*I, 0.000010637802416724185 + 0.*I, 2.327316406258717*^-6 + 0.*I, 1.5135761533002778*^-7 + 0.*I, 2.7958080295320546*^-9 + 0.*I, 1.3078427230084344*^-10 + 0.*I, 6.417089082333406*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.29909571034518745 + 0.*I, 0.2774682393624106 + 0.*I, 0.30879443271139007 + 0.*I, 0.18493809834481123 + 0.*I, 0.12279666525920609 + 0.*I, 0.020840333556804147 + 0.*I, 0.001753744276000724 + 0.*I, 0.00008984278319079665 + 0.*I, 2.8226567971856298*^-6 + 0.*I, 3.1260698030166627*^-6 + 0.*I, 0.000019035612597306795 + 0.*I, 0.00004002819560255944 + 0.*I, 0.00003402239281413699 + 0.*I, 0.000023857410602623474 + 0.*I, 0.000018208033392141942 + 0.*I, 0.000010869841604588261 + 0.*I, 2.4642625939819145*^-6 + 0.*I, 1.6416541459562953*^-7 + 0.*I, 3.1009861345410176*^-9 + 0.*I, 1.481925693269659*^-10 + 0.*I, 7.815970093361104*^-12 + 0.*I, 3.419486915845482*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.296778207048809 + 0.*I, 0.2795473177360064 + 0.*I, 0.3110449019807948 + 0.*I, 0.17969600098759478 + 0.*I, 0.12489391917480665 + 0.*I, 0.02171786313298618 + 0.*I, 0.0018668505948005176 + 0.*I, 0.0000975884425935547 + 0.*I, 3.127248815459893*^-6 + 0.*I, 3.384668811889924*^-6 + 0.*I, 0.000020144156986923182 + 0.*I, 0.000040866084405344345 + 0.*I, 0.000036631225586170046 + 0.*I, 0.000022488508610862823 + 0.*I, 0.00001959719280186789 + 0.*I, 0.000011092362606213158 + 0.*I, 2.60687680331273*^-6 + 0.*I, 1.7788039929911292*^-7 + 0.*I, 3.4356073541630394*^-9 + 0.*I, 1.6739942765298113*^-10 + 0.*I, 9.614531393253857*^-12 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2943504788706086 + 0.*I, 0.2813276625543981 + 0.*I, 0.3129627788851952 + 0.*I, 0.17431764131039532 + 0.*I, 0.12695454940141462 + 0.*I, 0.022617839339011958 + 0.*I, 0.001985709376595146 + 0.*I, 0.00010590364278861843 + 0.*I, 3.4609650034767014*^-6 + 0.*I, 3.6609503872853115*^-6 + 0.*I, 0.000021298046193329867 + 0.*I, 0.00004166644540504194 + 0.*I, 0.000039307608790117854 + 0.*I, 0.00002104261960234055 + 0.*I, 0.00002102201299702955 + 0.*I, 0.00001130430600237986 + 0.*I, 2.7552454096024807*^-6 + 0.*I, 1.9255279593011212*^-7 + 0.*I, 3.802202996894267*^-9 + 0.*I, 1.8900436771218668*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2918164511544142 + 0.*I, 0.2828160470693897 + 0.*I, 0.31455352301998923 + 0.*I, 0.16880792635760591 + 0.*I, 0.12897606117241445 + 0.*I, 0.02354022297379466 + 0.*I, 0.0021105221888140235 + 0.*I, 0.00011482259520967376 + 0.*I, 3.826222982894479*^-6 + 0.*I, 3.955828398183314*^-6 + 0.*I, 0.000022497950391553445 + 0.*I, 0.000042425307600346684 + 0.*I, 0.00004204891721482085 + 0.*I, 0.0000195208554210069 + 0.*I, 0.000022481076800140446 + 0.*I, 0.000011504585195609705 + 0.*I, 2.9094468168011645*^-6 + 0.*I, 2.082348071752449*^-7 + 0.*I, 4.203615233677738*^-9 + 0.*I, 2.1278534489965753*^-10 + 0.*I, 1.3988810110276972*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.28918012898819795 + 0.*I, 0.28401944433698034 + 0.*I, 0.31582280828119647 + 0.*I, 0.16317186357921454 + 0.*I, 0.13095597588259625 + 0.*I, 0.024484948254599462 + 0.*I, 0.002241493121402094 + 0.*I, 0.00012438104961542962 + 0.*I, 4.225610594765784*^-6 + 0.*I, 4.270242603965357*^-6 + 0.*I, 0.00002374447660713486 + 0.*I, 0.00004313860000326742 + 0.*I, 0.0000448522955887043 + 0.*I, 0.000017924542805580757 + 0.*I, 0.000023972845197839376 + 0.*I, 0.000011692086410164395 + 0.*I, 3.069550214007677*^-6 + 0.*I, 2.2498038987350815*^-7 + 0.*I, 4.6421977373256595*^-9 + 0.*I, 2.3958612871410883*^-10 + 0.*I, 1.6409096303959814*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2864455903234031 + 0.*I, 0.28494501257660954 + 0.*I, 0.3167765103760045 + 0.*I, 0.15741455349300715 + 0.*I, 0.13289183429960882 + 0.*I, 0.02545192232981108 + 0.*I, 0.0023788286075854263 + 0.*I, 0.00013461633261435682 + 0.*I, 4.661893204804813*^-6 + 0.*I, 4.6051570112837226*^-6 + 0.*I, 0.000025038163209423207 + 0.*I, 0.000043802158011807535 + 0.*I, 0.000047714655382336 + 0.*I, 0.000016255227408557008 + 0.*I, 0.000025495654187857042 + 0.*I, 0.000011865672600031019 + 0.*I, 3.235615797514413*^-6 + 0.*I, 2.4284538824304036*^-7 + 0.*I, 5.1216142438192955*^-9 + 0.*I, 2.690070388666755*^-10 + 0.*I, 1.920685832601521*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I}
{0.2836169790773946 + 0.*I, 0.2856000805253833 + 0.*I, 0.3174206943191926 + 0.*I, 0.15154118234499414 + 0.*I, 0.13478119974581484 + 0.*I, 0.02644102482940447 + 0.*I, 0.0025227372382197193 + 0.*I, 0.00014556738701099195 + 0.*I, 5.1380246057775025*^-6 + 0.*I, 4.961560806648891*^-6 + 0.*I, 0.00002637947258410378 + 0.*I, 0.00004441172700708763 + 0.*I, 0.00005063267940474958 + 0.*I, 0.000014514674195886812 + 0.*I, 0.000027047719797224094 + 0.*I, 0.000012024182205472302 + 0.*I, 3.4076935939708623*^-6 + 0.*I, 2.6188660129378155*^-7 + 0.*I, 5.643996381365924*^-9 + 0.*I, 3.0220270730296766*^-10 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I}
{0.2806984982387961 + 0.*I, 0.2859921328054016 + 0.*I, 0.3177616019449881 + 0.*I, 0.1455570147700147 + 0.*I, 0.136621661243197 + 0.*I, 0.027452107444214672 + 0.*I, 0.0026734295615948866 + 0.*I, 0.0001572748070000074 + 0.*I, 5.657156187943713*^-6 + 0.*I, 5.3404667799128455*^-6 + 0.*I, 0.000027768789800930452 + 0.*I, 0.00004496297079104039 + 0.*I, 0.00005360282040456355 + 0.*I, 0.000012704867802248998 + 0.*I, 0.000028627133197289822 + 0.*I, 0.000012166433793758813 + 0.*I, 3.5858241931308044*^-6 + 0.*I, 2.821648026340995*^-7 + 0.*I, 6.214406766957836*^-9 + 0.*I, 3.381961377613152*^-10 + 0.*I, 2.6401103525586226*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I}
{0.2776944029780015 + 0.*I, 0.28612879533880253 + 0.*I, 0.3178056394538054 + 0.*I, 0.1394673864750118 + 0.*I, 0.13841083662258225 + 0.*I, 0.028484993547195362 + 0.*I, 0.0028311178805973114 + 0.*I, 0.00016978087979957482 + 0.*I, 6.222648996079273*^-6 + 0.*I, 5.742907194239421*^-6 + 0.*I, 0.000029206412999194242 + 0.*I, 0.0000454514759828939 + 0.*I, 0.00005662130460049041 + 0.*I, 0.000010828015595265583 + 0.*I, 0.000030231867209629115 + 0.*I, 0.000012291225415239637 + 0.*I, 3.7700351951386324*^-6 + 0.*I, 3.03740388396534*^-7 + 0.*I, 6.835398913551672*^-9 + 0.*I, 3.781863711083134*^-10 + 0.*I, 3.059774655866932*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I}
{0.2746089937857965 + 0.*I, 0.2860178208279996 + 0.*I, 0.3175593650194042 + 0.*I, 0.13327769694460034 + 0.*I, 0.1401463755823951 + 0.*I, 0.029539477843587576 + 0.*I, 0.0029960160351949483 + 0.*I, 0.0001831296186027842 + 0.*I, 6.83808321078061*^-6 + 0.*I, 6.16993698354662*^-6 + 0.*I, 0.00003069255121168624 + 0.*I, 0.000045872760590093264 + 0.*I, 0.000059684132613924135 + 0.*I, 8.886545810327107*^-6 + 0.*I, 0.00003185977459629896 + 0.*I, 0.000012397338400305104 + 0.*I, 3.960342609410361*^-6 + 0.*I, 3.266759973641342*^-7 + 0.*I, 7.510991828496573*^-9 + 0.*I, 4.224176564093796*^-10 + 0.*I, 3.539391002504999*^-11 + 0.*I, 2.4202861936828413*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2714466096409796 + 0.*I, 0.2856670743321965 + 0.*I, 0.3170294764728077 + 0.*I, 0.12699340219239907 + 0.*I, 0.141825962703801 + 0.*I, 0.03061532606600803 + 0.*I, 0.003168339178416524 + 0.*I, 0.0001973668002142048 + 0.*I, 7.507269383921767*^-6 + 0.*I, 6.6226288009119125*^-6 + 0.*I, 0.0000322273175923371 + 0.*I, 0.000046222280580821014 + 0.*I, 0.0000627870845981704 + 0.*I, 6.8831067956409706*^-6 + 0.*I, 0.00003350859061335144 + 0.*I, 0.000012483538402996432 + 0.*I, 4.1567505881801026*^-6 + 0.*I, 3.510365997883014*^-7 + 0.*I, 8.245404359286113*^-9 + 0.*I, 4.71600536400274*^-10 + 0.*I, 4.0811798385220754*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.268211621224812 + 0.*I, 0.2850845189607876 + 0.*I, 0.3162227990862077 + 0.*I, 0.1206200075566155 + 0.*I, 0.14344732041100539 + 0.*I, 0.03171227470220029 + 0.*I, 0.003348303544203901 + 0.*I, 0.00021253999800130432 + 0.*I, 8.234261006379029*^-6 + 0.*I, 7.102072996367782*^-6 + 0.*I, 0.00003381072399832875 + 0.*I, 0.00004649543761114927 + 0.*I, 0.00006592572199259905 + 0.*I, 4.820568189067843*^-6 + 0.*I, 0.00003517593440971468 + 0.*I, 0.000012548578398607901 + 0.*I, 4.3592496057343055*^-6 + 0.*I, 3.768890088906574*^-7 + 0.*I, 9.04321062478175*^-9 + 0.*I, 5.255795798575491*^-10 + 0.*I, 4.7006842862629134*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2649084241930222 + 0.*I, 0.2842782017105972 + 0.*I, 0.31514627347759566 + 0.*I, 0.11416306056020176 + 0.*I, 0.14500821187279914 + 0.*I, 0.032830030764197105 + 0.*I, 0.00353612620398458 + 0.*I, 0.00022869861660002042 + 0.*I, 9.023365210580891*^-6 + 0.*I, 7.609373997574665*^-6 + 0.*I, 0.00003544267579425053 + 0.*I, 0.000046687587995641884 + 0.*I, 0.00006909539258526111 + 0.*I, 2.7020168102964708*^-6 + 0.*I, 0.00003685931260211106 + 0.*I, 0.00001259120021579463 + 0.*I, 4.5678157922779405*^-6 + 0.*I, 4.043009926846253*^-7 + 0.*I, 9.909006948305434*^-9 + 0.*I, 5.84798875991055*^-10 + 0.*I, 5.3401727484470036*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I, 4.019007349143067*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I, 4.196643033083092*^-12 + 0.*I}
{0.2615414325102039 + 0.*I, 0.2832562394678107 + 0.*I, 0.3138069436509961 + 0.*I, 0.10762814384119856 + 0.*I, 0.14650644384639477 + 0.*I, 0.033968271598605604 + 0.*I, 0.0037320248208017053 + 0.*I, 0.000245893924399887 + 0.*I, 9.879158002767953*^-6 + 0.*I, 8.145648999757782*^-6 + 0.*I, 0.00003712296479108091 + 0.*I, 0.000046794048413900675 + 0.*I, 0.00007229123639707069 + 0.*I, 5.307573935908749*^-7 + 0.*I, 0.00003855612220604599 + 0.*I, 0.000012610137001267674 + 0.*I, 4.782410201187305*^-6 + 0.*I, 4.3334160704233687*^-7 + 0.*I, 1.084758949332354*^-8 + 0.*I, 6.505906924303417*^-10 + 0.*I, 6.139533326177116*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
{0.2581150718665992 + 0.*I, 0.28202680519497925 + 0.*I, 0.31221194519939216 + 0.*I, 0.10102086815959589 + 0.*I, 0.14793986945198512 + 0.*I, 0.035126644732197405 + 0.*I, 0.003936217385813734 + 0.*I, 0.0002641790819879475 + 0.*I, 0.00001080649139062473 + 0.*I, 8.712027388391164*^-6 + 0.*I, 0.0000388512674032171 + 0.*I, 0.00004681010938867303 + 0.*I, 0.00007550818899026979 + 0.*I, 1.689694184570101*^-6 + 0.*I, 0.00004026365099107921 + 0.*I, 0.000012604117194392472 + 0.*I, 5.002979208690307*^-6 + 0.*I, 4.640831940960766*^-7 + 0.*I, 1.1864398352656735*^-8 + 0.*I, 7.225997578075294*^-10 + 0.*I, 6.961098364399733*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 3.996802888650564*^-12 + 0.*I, 4.019007349143067*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I}
{0.2546337731780035 + 0.*I, 0.28059811433280846 + 0.*I, 0.3103684936742069 + 0.*I, 0.09434686549880666 + 0.*I, 0.1493063908842185 + 0.*I, 0.03630476776519398 + 0.*I, 0.0041489219571921865 + 0.*I, 0.0002836091746116765 + 0.*I, 0.00001181051301202274 + 0.*I, 9.309643811405977*^-6 + 0.*I, 0.00004062713478969471 + 0.*I, 0.00004673103919383692 + 0.*I, 0.00007874099079430152 + 0.*I, 3.955608796069043*^-6 + 0.*I, 0.000041979084386412076 + 0.*I, 0.000012571864194121929 + 0.*I, 5.229452604282869*^-6 + 0.*I, 4.965979849558266*^-7 + 0.*I, 1.2964607165599773*^-8 + 0.*I, 8.016032282398556*^-10 + 0.*I, 7.94031507211912*^-11 + 0.*I, 0. + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
