{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.005691077196989801 + 0.*I, 0.015083345113797721 + 0.*I, 0.006419338132013231 + 0.*I, 0.1478468168585989 + 0.*I, 0.12120363855459004 + 0.*I, 0.10915039603438537 + 0.*I, 0.18641677776900512 + 0.*I, 0.2234790433129907 + 0.*I, 0.22009553862738507 + 0.*I, 0.03399339610139496 + 0.*I, 0.0011959492500102087 + 0.*I, 0.009835696835591712 + 0.*I, 0.03882593227599873 + 0.*I, 0.04468711072058707 + 0.*I, 0.028621040925802536 + 0.*I, 0.012468188278802474 + 0.*I, 0.004060160194008233 + 0.*I, 0.0010436626522114525 + 0.*I, 0.00021942075780767567 + 0.*I, 0.000038690303205690675 + 0.*I, 5.830408400520071*^-6 + 0.*I, 7.619804121006269*^-7 + 0.*I, 8.739220458409136*^-8 + 0.*I, 8.881606561317312*^-9 + 0.*I, 8.057998712729386*^-10 + 0.*I, 6.479261571712415*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.005309733213998413 + 0.*I, 0.016383655426199795 + 0.*I, 0.008924721360403787 + 0.*I, 0.1493934989901913 + 0.*I, 0.11895768151279906 + 0.*I, 0.10224499170838898 + 0.*I, 0.19128649566320102 + 0.*I, 0.21854237034579785 + 0.*I, 0.22337625081219062 + 0.*I, 0.03601593668680625 + 0.*I, 0.0013221426073961595 + 0.*I, 0.009465957326604268 + 0.*I, 0.03841306033960379 + 0.*I, 0.04481536631300021 + 0.*I, 0.028962975442414773 + 0.*I, 0.012706276700003018 + 0.*I, 0.004162546081398766 + 0.*I, 0.0010757229518043587 + 0.*I, 0.00022727925379495417 + 0.*I, 0.000040262228195864225 + 0.*I, 6.094162596781416*^-6 + 0.*I, 7.99846788801517*^-7 + 0.*I, 9.211460483271594*^-8 + 0.*I, 9.399592215686425*^-9 + 0.*I, 8.564038367353534*^-10 + 0.*I, 6.941114349956479*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.004929565203393161 + 0.*I, 0.01766742001021448 + 0.*I, 0.011355894130793411 + 0.*I, 0.15077738858759737 + 0.*I, 0.11652279746159344 + 0.*I, 0.09530498654701791 + 0.*I, 0.19595991594101306 + 0.*I, 0.21345973046060787 + 0.*I, 0.22658883433599453 + 0.*I, 0.038099925350199015 + 0.*I, 0.001438933425812472 + 0.*I, 0.00910846182680114 + 0.*I, 0.03799367786760933 + 0.*I, 0.04493518472641345 + 0.*I, 0.02930437205019842 + 0.*I, 0.012947098001614423 + 0.*I, 0.004266952474996089 + 0.*I, 0.0011086264625870257 + 0.*I, 0.00023538938138667478 + 0.*I, 0.00004189268700827142 + 0.*I, 6.369027394370619*^-6 + 0.*I, 8.394840156356055*^-7 + 0.*I, 9.70788116561039*^-8 + 0.*I, 9.946199419630375*^-9 + 0.*I, 9.098055642198234*^-10 + 0.*I, 7.418510250545297*^-11 + 0.*I, 4.796163466380677*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.004551109083794636 + 0.*I, 0.018932795303805428 + 0.*I, 0.013710205366401773 + 0.*I, 0.1519976906849907 + 0.*I, 0.11390333552800946 + 0.*I, 0.08833849218881085 + 0.*I, 0.20043302778780522 + 0.*I, 0.20823451601961196 + 0.*I, 0.22972966861440905 + 0.*I, 0.04024500606600867 + 0.*I, 0.0015451954788137103 + 0.*I, 0.008763364929209594 + 0.*I, 0.03756805969541422 + 0.*I, 0.045046467153397884 + 0.*I, 0.029645108763998174 + 0.*I, 0.01319063534361842 + 0.*I, 0.004373402565605034 + 0.*I, 0.0011423906083996016 + 0.*I, 0.0002437580778114068 + 0.*I, 0.000043583637410193894 + 0.*I, 6.655433404390011*^-6 + 0.*I, 8.809708074153378*^-7 + 0.*I, 1.022971929387495*^-7 + 0.*I, 1.0523004689844129*^-8 + 0.*I, 9.664047340152138*^-10 + 0.*I, 7.920331057675867*^-11 + 0.*I, 5.417888360170764*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I}
{0.004174893338193542 + 0.*I, 0.020177981923819033 + 0.*I, 0.015985133449802902 + 0.*I, 0.153053835629402 + 0.*I, 0.11110385228361165 + 0.*I, 0.08135362297341242 + 0.*I, 0.20470202296658524 + 0.*I, 0.2028702765171975 + 0.*I, 0.23279515785161742 + 0.*I, 0.042450750158407054 + 0.*I, 0.0016397913906063268 + 0.*I, 0.008430803563008737 + 0.*I, 0.03713648673959735 + 0.*I, 0.04514911916420061 + 0.*I, 0.02998506209979102 + 0.*I, 0.01343687034300878 + 0.*I, 0.00448191931881059 + 0.*I, 0.0011770330221816394 + 0.*I, 0.00025239243020003244 + 0.*I, 0.000045337092990926926 + 0.*I, 6.953825404387715*^-6 + 0.*I, 9.243857901353182*^-7 + 0.*I, 1.0778078429751758*^-7 + 0.*I, 1.1131406907338716*^-8 + 0.*I, 1.0260015059770922*^-9 + 0.*I, 8.419931418757187*^-11 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.0038014383012097146 + 0.*I, 0.021401226887407535 + 0.*I, 0.018178288742398685 + 0.*I, 0.153945478376194 + 0.*I, 0.1081291050540001 + 0.*I, 0.07435848648760236 + 0.*I, 0.20876330031480705 + 0.*I, 0.1973707157969962 + 0.*I, 0.2357817350572056 + 0.*I, 0.044716655689591725 + 0.*I, 0.001721573790613995 + 0.*I, 0.00811089655459174 + 0.*I, 0.03669924577480721 + 0.*I, 0.04524305084039338 + 0.*I, 0.03032410713539324 + 0.*I, 0.013685783055605862 + 0.*I, 0.004592525462010499 + 0.*I, 0.0012125715455946207 + 0.*I, 0.0002612996816031554 + 0.*I, 0.00004715512720299131 + 0.*I, 7.264665202733057*^-6 + 0.*I, 9.698146063996662*^-7 + 0.*I, 1.1354399642726776*^-7 + 0.*I, 1.1774003993991755*^-8 + 0.*I, 1.0897949209720539*^-9 + 0.*I, 8.99946783761152*^-11 + 0.*I, 5.995204332975846*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.003431255458608007 + 0.*I, 0.022600825743013253 + 0.*I, 0.020287415908404327 + 0.*I, 0.15467249748841727 + 0.*I, 0.10498404500920434 + 0.*I, 0.06736117412478038 + 0.*I, 0.2126134700098037 + 0.*I, 0.19173968908501315 + 0.*I, 0.23868586607580516 + 0.*I, 0.047042146929587865 + 0.*I, 0.0017893864872053913 + 0.*I, 0.0078037441930023385 + 0.*I, 0.03625662919839456 + 0.*I, 0.04532817689921753 + 0.*I, 0.03066211756639348 + 0.*I, 0.013937351950188415 + 0.*I, 0.00470524346158907 + 0.*I, 0.0012490242243812235 + 0.*I, 0.0002704872283931792 + 0.*I, 0.00004903987080862039 + 0.*I, 7.58842961801065*^-6 + 0.*I, 1.0173436093552368*^-6 + 0.*I, 1.195995968927832*^-7 + 0.*I, 1.2451795150525413*^-8 + 0.*I, 1.1572076630272934*^-9 + 0.*I, 9.621192731401607*^-11 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0030648467717941945 + 0.*I, 0.023775124617797516 + 0.*I, 0.022310396031000046 + 0.*I, 0.15523499384579867 + 0.*I, 0.10167381002981202 + 0.*I, 0.06036975168040027 + 0.*I, 0.21624935760600206 + 0.*I, 0.18598119983681552 + 0.*I, 0.24150405361660354 + 0.*I, 0.049426573892619174 + 0.*I, 0.001842065679413807 + 0.*I, 0.007509427817797842 + 0.*I, 0.035808934785808155 + 0.*I, 0.0454044168235912 + 0.*I, 0.030998965768991305 + 0.*I, 0.014191553891196307 + 0.*I, 0.0048200955075961005 + 0.*I, 0.0012864093073883256 + 0.*I, 0.0002799626257932175 + 0.*I, 0.000050993516409469926 + 0.*I, 7.92561198892372*^-6 + 0.*I, 1.0670630157250116*^-6 + 0.*I, 1.2596099718820144*^-7 + 0.*I, 1.3166601142700076*^-8 + 0.*I, 1.2282175276823184*^-9 + 0.*I, 1.0220713164699191*^-10 + 0.*I, 7.01660951563099*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0027027040188087885 + 0.*I, 0.024922522174408716 + 0.*I, 0.024245248520404775 + 0.*I, 0.15563328906180732 + 0.*I, 0.09820371736459776 + 0.*I, 0.0533922499853956 + 0.*I, 0.2196680078307978 + 0.*I, 0.1800993964016007 + 0.*I, 0.24423284127939038 + 0.*I, 0.05186921195758921 + 0.*I, 0.0018784411911942913 + 0.*I, 0.007228009418414061 + 0.*I, 0.03535646543801896 + 0.*I, 0.04547169498418935 + 0.*I, 0.031334522863013525 + 0.*I, 0.014448364115393632 + 0.*I, 0.004937103494206952 + 0.*I, 0.0013247452427922468 + 0.*I, 0.00028973358878747746 + 0.*I, 0.000053018318602049426 + 0.*I, 8.276722618383305*^-6 + 0.*I, 1.119067394306228*^-6 + 0.*I, 1.3264320752881534*^-7 + 0.*I, 1.3920797847788437*^-8 + 0.*I, 1.3038015111987988*^-9 + 0.*I, 1.0900169655769787*^-10 + 0.*I, 7.394085344003543*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0023453081585911306 + 0.*I, 0.026041471475002357 + 0.*I, 0.026090132819600598 + 0.*I, 0.15586792361861337 + 0.*I, 0.0945792560940184 + 0.*I, 0.04643665559440625 + 0.*I, 0.2228666881405994 + 0.*I, 0.17409856850920669 + 0.*I, 0.24686881757480794 + 0.*I, 0.05436926156081601 + 0.*I, 0.0018973377313935558 + 0.*I, 0.006959531247208163 + 0.*I, 0.034899528917398115 + 0.*I, 0.04552994076219008 + 0.*I, 0.03166865877719527 + 0.*I, 0.014707756214393799 + 0.*I, 0.0050562889998051475 + 0.*I, 0.0013640506758116901 + 0.*I, 0.000299807993986434 + 0.*I, 0.00005511659599832797 + 0.*I, 8.642289195393006*^-6 + 0.*I, 1.1734544003161318*^-6 + 0.*I, 1.3966119372099683*^-7 + 0.*I, 1.4715806351262019*^-8 + 0.*I, 1.383604342208855*^-9 + 0.*I, 1.1599610161283636*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.0019931287136065734 + 0.*I, 0.027130481752002392 + 0.*I, 0.027843349899603353 + 0.*I, 0.1559396547172076 + 0.*I, 0.0908060794007959 + 0.*I, 0.03951090154021841 + 0.*I, 0.22584289202618457 + 0.*I, 0.167983143577799 + 0.*I, 0.24940861993238975 + 0.*I, 0.05692584797039047 + 0.*I, 0.0018975761813866399 + 0.*I, 0.0067040154521968995 + 0.*I, 0.03443843757500176 + 0.*I, 0.04557908866640315 + 0.*I, 0.03200124231821366 + 0.*I, 0.014969702114586703 + 0.*I, 0.005177673268597083 + 0.*I, 0.001404344445199435 + 0.*I, 0.00031019388060382624 + 0.*I, 0.000057290731581005616 + 0.*I, 9.02285839377015*^-6 + 0.*I, 1.2303261964774494*^-6 + 0.*I, 1.4703140926997094*^-7 + 0.*I, 1.555460205082682*^-8 + 0.*I, 1.4682033366852922*^-9 + 0.*I, 1.2381207170619746*^-10 + 0.*I, 8.593126210598712*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.001646623178008788 + 0.*I, 0.02818812008158478 + 0.*I, 0.02950334354578921 + 0.*I, 0.1558494538538069 + 0.*I, 0.08688999666659482 + 0.*I, 0.03262285816041377 + 0.*I, 0.2285943420678116 + 0.*I, 0.16175768284980577 + 0.*I, 0.2518489386943879 + 0.*I, 0.05953802114200269 + 0.*I, 0.0018779749052066923 + 0.*I, 0.0064614637235838055 + 0.*I, 0.03397350806659816 + 0.*I, 0.0456190784489996 + 0.*I, 0.032332141237612085 + 0.*I, 0.015234172058997688 + 0.*I, 0.005301277189606602 + 0.*I, 0.001445645579201127 + 0.*I, 0.0003208994538095311 + 0.*I, 0.00005954317481293714 + 0.*I, 9.418993807130961*^-6 + 0.*I, 1.2897879875239937*^-6 + 0.*I, 1.5477039649880453*^-7 + 0.*I, 1.643860603195435*^-8 + 0.*I, 1.5577983347725424*^-9 + 0.*I, 1.318056774834986*^-10 + 0.*I, 9.192646643896296*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.0013062364481841726 + 0.*I, 0.029213012964390828 + 0.*I, 0.031068701437586558 + 0.*I, 0.15559850412101284 + 0.*I, 0.08283696539961306 + 0.*I, 0.025780324016189127 + 0.*I, 0.23111899273440265 + 0.*I, 0.15542687736020966 + 0.*I, 0.25418652108319956 + 0.*I, 0.06220475565441586 + 0.*I, 0.0018373510841884766 + 0.*I, 0.006231856959604264 + 0.*I, 0.03350506106241102 + 0.*I, 0.04564985521959831 + 0.*I, 0.03266122230740631 + 0.*I, 0.015501134590589773 + 0.*I, 0.005427121278200887 + 0.*I, 0.0014879732930017653 + 0.*I, 0.00033193308579537733 + 0.*I, 0.00006187644359112455 + 0.*I, 9.831279612626531*^-6 + 0.*I, 1.3519497965575054*^-6 + 0.*I, 1.628954082733003*^-7 + 0.*I, 1.737081589681111*^-8 + 0.*I, 1.6526113810755305*^-9 + 0.*I, 1.4059864383852985*^-10 + 0.*I, 9.992007221626409*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.0009724002733912941 + 0.*I, 0.030203847801391074 + 0.*I, 0.03253815601558241 + 0.*I, 0.15518819724518187 + 0.*I, 0.07865308300720743 + 0.*I, 0.018991016906211303 + 0.*I, 0.23341503292140245 + 0.*I, 0.14899554373519752 + 0.*I, 0.2564181751491868 + 0.*I, 0.06492495072800698 + 0.*I, 0.001774522070596696 + 0.*I, 0.006015154951399815 + 0.*I, 0.033033420945782765 + 0.*I, 0.045671369552002794 + 0.*I, 0.03298835139218248 + 0.*I, 0.01577055653541049 + 0.*I, 0.005555225655018426 + 0.*I, 0.0015313469837963114 + 0.*I, 0.0003433033180177958 + 0.*I, 0.00006429312460198845 + 0.*I, 0.000010260318794586 + 0.*I, 1.416926598274415*^-6 + 0.*I, 1.7142440800199665*^-7 + 0.*I, 1.835360752266979*^-8 + 0.*I, 1.7533974272510024*^-9 + 0.*I, 1.4999113062685865*^-10 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0006455327363985575 + 0.*I, 0.031159374274203348 + 0.*I, 0.033910585144791845 + 0.*I, 0.1546201303579853 + 0.*I, 0.07434457842381283 + 0.*I, 0.012262564990406233 + 0.*I, 0.235480888224604 + 0.*I, 0.14246861983200354 + 0.*I, 0.2585407736841905 + 0.*I, 0.06769743032721821 + 0.*I, 0.0016883067657902375 + 0.*I, 0.0058112960833911495 + 0.*I, 0.03255891550280055 + 0.*I, 0.04568357759180408 + 0.*I, 0.03331339352481422 + 0.*I, 0.016042402986005122 + 0.*I, 0.005685610025407684 + 0.*I, 0.0015757862261933653 + 0.*I, 0.00035501886119782006 + 0.*I, 0.00006679587600810777 + 0.*I, 0.000010706734210330637 + 0.*I, 1.484835787657346*^-6 + 0.*I, 1.8037620286293077*^-7 + 0.*I, 1.938900151543521*^-8 + 0.*I, 1.8594015216422124*^-9 + 0.*I, 1.596056620201125*^-10 + 0.*I, 1.1612932837579136*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0003260377529956671 + 0.*I, 0.03207840562240438 + 0.*I, 0.035185012564808986 + 0.*I, 0.1538961025159935 + 0.*I, 0.06991780360499078 + 0.*I, 0.005602498035184311 + 0.*I, 0.23731522294900834 + 0.*I, 0.1358511602206125 + 0.*I, 0.2605512581016045 + 0.*I, 0.07052094334698555 + 0.*I, 0.001577527014196001 + 0.*I, 0.00562019705698802 + 0.*I, 0.03208187560439502 + 0.*I, 0.04568644115741094 + 0.*I, 0.03363621298639874 + 0.*I, 0.01631663728838273 + 0.*I, 0.005818293658399476 + 0.*I, 0.0016213107699947218 + 0.*I, 0.0003670885999840223 + 0.*I, 0.000069387426782086 + 0.*I, 0.000011171169589374587 + 0.*I, 1.555801198982465*^-6 + 0.*I, 1.8977079907500638*^-7 + 0.*I, 2.048021752187879*^-8 + 0.*I, 1.9716006605108305*^-9 + 0.*I, 1.6961987370223144*^-10 + 0.*I, 1.2390088954816747*^-11 + 0.*I, 0. + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.000014304602591330706 + 0.*I, 0.03295981981998875 + 0.*I, 0.03636060813538844 + 0.*I, 0.15301811096881668 + 0.*I, 0.06537922489759929 + 0.*I, 0.0009817612101947761 + 0.*I, 0.23891694184599024 + 0.*I, 0.1291483315096098 + 0.*I, 0.2624466422740168 + 0.*I, 0.07339416388338904 + 0.*I, 0.0014410090183991642 + 0.*I, 0.005441752633617015 + 0.*I, 0.03160263487920201 + 0.*I, 0.04567992783859332 + 0.*I, 0.033956673386192904 + 0.*I, 0.01659322102800509 + 0.*I, 0.005953295366989409 + 0.*I, 0.001667940533800483 + 0.*I, 0.0003795215924196072 + 0.*I, 0.00007207058201341711 + 0.*I, 0.000011654291198759383 + 0.*I, 1.629950419079762*^-6 + 0.*I, 1.9962878017310004*^-7 + 0.*I, 2.1629587010352225*^-8 + 0.*I, 2.0901946840012897*^-9 + 0.*I, 1.806110816460205*^-10 + 0.*I, 1.3211653993039363*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.0002892925206054997 + 0.*I, 0.03380256064660081 + 0.*I, 0.03743668787519195 + 0.*I, 0.15198834718279652 + 0.*I, 0.06073541430280383 + 0.*I, 0.007482905498612525 + 0.*I, 0.24028519157861528 + 0.*I, 0.12236540752719184 + 0.*I, 0.2642240163289955 + 0.*I, 0.0763156915911889 + 0.*I, 0.0012775847683998975 + 0.*I, 0.005275835396378881 + 0.*I, 0.031121529378608237 + 0.*I, 0.045664011092405594 + 0.*I, 0.034274637744191594 + 0.*I, 0.016872114015997752 + 0.*I, 0.006090633486799391 + 0.*I, 0.0017156956012120972 + 0.*I, 0.0003923270736061469 + 0.*I, 0.00007484822179826268 + 0.*I, 0.000012156786599604175 + 0.*I, 1.7074174074593884*^-6 + 0.*I, 2.099719953463364*^-7 + 0.*I, 2.2841395441730583*^-8 + 0.*I, 2.2164048374406775*^-9 + 0.*I, 1.928013304564047*^-10 + 0.*I, 1.4588330543574557*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.0005843949298034445 + 0.*I, 0.03460563865420597 + 0.*I, 0.03841271379820821 + 0.*I, 0.15080919262620007 + 0.*I, 0.05599304063979016 + 0.*I, 0.013893751417204392 + 0.*I, 0.2414193619102001 + 0.*I, 0.11550776435720335 + 0.*I, 0.26588055039780123 + 0.*I, 0.07928405213177837 + 0.*I, 0.0010860934852141568 + 0.*I, 0.005122295532999921 + 0.*I, 0.03063889722900726 + 0.*I, 0.0456386703274081 + 0.*I, 0.03458996857239604 + 0.*I, 0.017153274276204833 + 0.*I, 0.00623032585060912 + 0.*I, 0.0017645962132162298 + 0.*I, 0.0004055144526171617 + 0.*I, 0.00007772330059552246 + 0.*I, 0.000012679364180812062 + 0.*I, 1.7883384106909264*^-6 + 0.*I, 2.2082160544556475*^-7 + 0.*I, 2.4116597607815035*^-8 + 0.*I, 2.348587990752549*^-9 + 0.*I, 2.0439205883349134*^-10 + 0.*I, 1.5210055437364645*^-11 + 0.*I, 0. + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.0008706598344065953 + 0.*I, 0.03536813203639522 + 0.*I, 0.03928829353920804 + 0.*I, 0.14948321433321257 + 0.*I, 0.05115886061342057 + 0.*I, 0.0202072475538051 + 0.*I, 0.24231908662160076 + 0.*I, 0.10858087523120119 + 0.*I, 0.2674134982999954 + 0.*I, 0.08229769769578789 + 0.*I, 0.0008653830848137646 + 0.*I, 0.004980960647182897 + 0.*I, 0.030155078289406667 + 0.*I, 0.04560389099821372 + 0.*I, 0.034902527966784724 + 0.*I, 0.017436658040015374 + 0.*I, 0.00637238977421184 + 0.*I, 0.0018146627679849205 + 0.*I, 0.00041909332160194884 + 0.*I, 0.00008069885579775617 + 0.*I, 0.000013222759398523465 + 0.*I, 1.872858401696931*^-6 + 0.*I, 2.3220301237358854*^-7 + 0.*I, 2.5460611396965763*^-8 + 0.*I, 2.489786155024376*^-9 + 0.*I, 2.1800339311539574*^-10 + 0.*I, 1.6409096303959814*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0011477607135823575 + 0.*I, 0.036089187381582725 + 0.*I, 0.040063179788796255 + 0.*I, 0.148013160231808 + 0.*I, 0.04623970982258197 + 0.*I, 0.026416482497815256 + 0.*I, 0.2429842441417973 + 0.*I, 0.10159030529699466 + 0.*I, 0.2688202011831953 + 0.*I, 0.08535500762900662 + 0.*I, 0.0006143116449974784 + 0.*I, 0.004851635582414637 + 0.*I, 0.029670413781213156 + 0.*I, 0.04555966467840733 + 0.*I, 0.03521217769040241 + 0.*I, 0.01772221972879962 + 0.*I, 0.006516842027015635 + 0.*I, 0.0018659158095957196 + 0.*I, 0.0004330734499902178 + 0.*I, 0.00008377800160275228 + 0.*I, 0.000013787728181391401 + 0.*I, 1.961125017935217*^-6 + 0.*I, 2.4413859822658424*^-7 + 0.*I, 2.6875590641850525*^-8 + 0.*I, 2.6382007689562674*^-9 + 0.*I, 2.317923630812402*^-10 + 0.*I, 1.7608137170554983*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.001415387651415578 + 0.*I, 0.03676802033141247 + 0.*I, 0.04073726951998591 + 0.*I, 0.1464019542682049 + 0.*I, 0.04124249368779864 + 0.*I, 0.03251469265619367 + 0.*I, 0.2434149579071843 + 0.*I, 0.09454170624798587 + 0.*I, 0.2700980910893991 + 0.*I, 0.08845428913339949 + 0.*I, 0.0003317488914023059 + 0.*I, 0.0047341022777924735 + 0.*I, 0.029185245929808094 + 0.*I, 0.045505989142791144 + 0.*I, 0.035518779265819596 + 0.*I, 0.018009911952199257 + 0.*I, 0.006663698814990404 + 0.*I, 0.0019183760260110814 + 0.*I, 0.00044746479079815776 + 0.*I, 0.00008696393540841285 + 0.*I, 0.00001437505241508319 + 0.*I, 2.053293002290957*^-6 + 0.*I, 2.5665560787757613*^-7 + 0.*I, 2.836599843902832*^-8 + 0.*I, 2.7955859849271296*^-9 + 0.*I, 2.467803739136798*^-10 + 0.*I, 1.8984813721090177*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.001673247651612364 + 0.*I, 0.03740391612820915 + 0.*I, 0.041310603023392296 + 0.*I, 0.14465269131740402 + 0.*I, 0.03617417833938764 + 0.*I, 0.03849526987778074 + 0.*I, 0.24361159643480068 + 0.*I, 0.0874408108358038 + 0.*I, 0.27124469445700683 + 0.*I, 0.09159377806160494 + 0.*I, 0.000016577688199959084 + 0.*I, 0.0046281196419917245 + 0.*I, 0.028699917588204123 + 0.*I, 0.04544286843579659 + 0.*I, 0.035822194065593393 + 0.*I, 0.018299685496181443 + 0.*I, 0.006812975755998708 + 0.*I, 0.001972064241795302 + 0.*I, 0.00046227747960703175 + 0.*I, 0.00009025993819022915 + 0.*I, 0.0000149855395870091 + 0.*I, 2.149522604355525*^-6 + 0.*I, 2.6977959866059114*^-7 + 0.*I, 2.9934610346060715*^-8 + 0.*I, 2.9618085761740076*^-9 + 0.*I, 2.6281199438926706*^-10 + 0.*I, 2.0605739337042905*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.0019210649240042346 + 0.*I, 0.037996230057801846 + 0.*I, 0.041783362748804016 + 0.*I, 0.14276863189461864 + 0.*I, 0.031041781459384413 + 0.*I, 0.04435176888279991 + 0.*I, 0.24357477311398593 + 0.*I, 0.08029342726720845 + 0.*I, 0.2722576355530082 + 0.*I, 0.09477163980000647 + 0.*I, 0.00033230446341292463 + 0.*I, 0.004533423452590668 + 0.*I, 0.028214771854395693 + 0.*I, 0.04537031293820882 + 0.*I, 0.03612228340559298 + 0.*I, 0.01859148931782073 + 0.*I, 0.006964687857013986 + 0.*I, 0.002027001409987683 + 0.*I, 0.00047752183500726636 + 0.*I, 0.00009366937481214423 + 0.*I, 0.0000156200214096458 + 0.*I, 2.249979003110525*^-6 + 0.*I, 2.835373935639041*^-7 + 0.*I, 3.1585600801520286*^-8 + 0.*I, 3.1370017694598577*^-9 + 0.*I, 2.7899904608830184*^-10 + 0.*I, 2.1804780203638078*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0021585811359914327 + 0.*I, 0.03854438779220538 + 0.*I, 0.04215587194880133 + 0.*I, 0.1407531966810094 + 0.*I, 0.025852363095002495 + 0.*I, 0.05007791447237953 + 0.*I, 0.24330534572338802 + 0.*I, 0.07310543348140186 + 0.*I, 0.27313463982079345 + 0.*I, 0.097985970233605 + 0.*I, 0.0007159839136017254 + 0.*I, 0.004449726285216116 + 0.*I, 0.027730151690197328 + 0.*I, 0.045288339432603124 + 0.*I, 0.036418908643987 + 0.*I, 0.018885270543989034 + 0.*I, 0.0071188494950025225 + 0.*I, 0.0020832086112143604 + 0.*I, 0.0004932083654152208 + 0.*I, 0.00009719569900035198 + 0.*I, 0.000016279359016380113 + 0.*I, 2.354835793028087*^-6 + 0.*I, 2.9795981237867863*^-7 + 0.*I, 3.332418785362279*^-8 + 0.*I, 3.322786490400631*^-9 + 0.*I, 2.971844992316619*^-10 + 0.*I, 2.360334150353083*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
