{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.1902963862198126 + 0.*I, 0.41003892943158876 + 0.*I, 0.41254228718761166 + 0.*I, 0.17555303416121326 + 0.*I, 0.011899975444995547 + 0.*I, 0.00033479145740145105 + 0.*I, 5.176381590032975*^-6 + 0.*I, 5.068099273586313*^-8 + 0.*I, 3.40394379350073*^-10 + 0.*I, 1.6739942765298113*^-10 + 0.*I, 5.136002734218437*^-9 + 0.*I, 6.833640320280665*^-8 + 0.*I, 1.9267680784196273*^-7 + 0.*I, 1.2390760084635146*^-7 + 0.*I, 1.0672098760267092*^-7 + 0.*I, 3.355760114231999*^-8 + 0.*I, 2.0865975614015042*^-9 + 0.*I, 5.5599969073227846*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.19620263135220475 + 0.*I, 0.3907756838273935 + 0.*I, 0.3934516744503958 + 0.*I, 0.18034632572381248 + 0.*I, 0.012798427675608792 + 0.*I, 0.00037576798781469023 + 0.*I, 6.057113011159742*^-6 + 0.*I, 6.179878830891994*^-8 + 0.*I, 4.3220982348657344*^-10 + 0.*I, 2.0379253840019376*^-10 + 0.*I, 5.997780050392976*^-9 + 0.*I, 7.632559029246978*^-8 + 0.*I, 2.0310360060449287*^-7 + 0.*I, 1.3242559826487376*^-7 + 0.*I, 1.1322098814048331*^-7 + 0.*I, 3.7494607418864234*^-8 + 0.*I, 2.4360069517115335*^-9 + 0.*I, 6.781242234410456*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.20208570816799834 + 0.*I, 0.3714951306914127 + 0.*I, 0.37435001671861645 + 0.*I, 0.1850626591090032 + 0.*I, 0.013740324987598918 + 0.*I, 0.00042069805599176396 + 0.*I, 7.064392404387832*^-6 + 0.*I, 7.504901144983479*^-8 + 0.*I, 5.459854790501595*^-10 + 0.*I, 2.474020988074699*^-10 + 0.*I, 6.980793720856583*^-9 + 0.*I, 8.502338832983014*^-8 + 0.*I, 2.1353581125538318*^-7 + 0.*I, 1.4125379199647638*^-7 + 0.*I, 1.198495969134683*^-7 + 0.*I, 4.178279944255792*^-8 + 0.*I, 2.834199541723592*^-9 + 0.*I, 8.200107259881406*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.20793887712660108 + 0.*I, 0.3522148810499948 + 0.*I, 0.3552547818957974 + 0.*I, 0.1896945044393972 + 0.*I, 0.01472630892840332 + 0.*I, 0.0004698583284001856 + 0.*I, 8.213110613830565*^-6 + 0.*I, 9.078320317712496*^-8 + 0.*I, 6.866063273491818*^-10 + 0.*I, 2.9900526499204716*^-10 + 0.*I, 8.098788306654114*^-9 + 0.*I, 9.44699873883792*^-8 + 0.*I, 2.2392139253923915*^-7 + 0.*I, 1.5038599809891206*^-7 + 0.*I, 1.2659018278071699*^-7 + 0.*I, 4.6443004997343*^-8 + 0.*I, 3.287015104547209*^-9 + 0.*I, 9.841016890277389*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.21375542706258968 + 0.*I, 0.33295247561719865 + 0.*I, 0.33618334017939683 + 0.*I, 0.1942344351750114 + 0.*I, 0.015756960852009172 + 0.*I, 0.0005235366831835009 + 0.*I, 9.51952099370601*^-6 + 0.*I, 1.0940299777217889*^-7 + 0.*I, 8.598011191907063*^-10 + 0.*I, 3.5977887336002823*^-10 + 0.*I, 9.366596387394566*^-9 + 0.*I, 1.0470619926650217*^-7 + 0.*I, 2.3420481110036917*^-7 + 0.*I, 1.5981558854072386*^-7 + 0.*I, 1.334245824935465*^-7 + 0.*I, 5.1496806818818186*^-8 + 0.*I, 3.800604275738806*^-9 + 0.*I, 1.183941833460267*^-10 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.21952868246619686 + 0.*I, 0.3137253661156026 + 0.*I, 0.3171529446978072 + 0.*I, 0.19867513856659524 + 0.*I, 0.0168327993725903 + 0.*I, 0.0005820321729910206 + 0.*I, 0.000011001326982729155 + 0.*I, 1.3136300935912007*^-7 + 0.*I, 1.0723866239459312*^-9 + 0.*I, 4.314104629088434*^-10 + 0.*I, 1.0800205174632536*^-8 + 0.*I, 1.1577421243913477*^-7 + 0.*I, 2.443266033935743*^-7 + 0.*I, 1.695330043016697*^-7 + 0.*I, 1.4033341155794687*^-7 + 0.*I, 5.69646108061761*^-8 + 0.*I, 4.38158398452515*^-9 + 0.*I, 1.4179768470512502*^-10 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2252520107075995 + 0.*I, 0.29455089674719215 + 0.*I, 0.2981807123461966 + 0.*I, 0.2030094259404036 + 0.*I, 0.01795427791679849 + 0.*I, 0.0006456549550115654 + 0.*I, 0.000012677772187608127 + 0.*I, 1.5717900314626834*^-7 + 0.*I, 1.3318013358798457*^-9 + 0.*I, 5.150102566631177*^-10 + 0.*I, 1.2417600281366958*^-8 + 0.*I, 1.2771539381617458*^-7 + 0.*I, 2.5422461913393596*^-7 + 0.*I, 1.795295967443878*^-7 + 0.*I, 1.472951982606219*^-7 + 0.*I, 6.286819953515987*^-8 + 0.*I, 5.036393524449068*^-9 + 0.*I, 1.6919798895287388*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.23091882920338594 + 0.*I, 0.27544628583981995 + 0.*I, 0.2792836048473913 + 0.*I, 0.20723024279800664 + 0.*I, 0.019121782369402318 + 0.*I, 0.0007147261948059481 + 0.*I, 0.000014569733797209496 + 0.*I, 1.8743380181263092*^-7 + 0.*I, 1.6473933328597925*^-9 + 0.*I, 6.129985408165339*^-10 + 0.*I, 1.4237389045490547*^-8 + 0.*I, 1.405717986457944*^-7 + 0.*I, 2.638328000514889*^-7 + 0.*I, 1.8979440241650994*^-7 + 0.*I, 1.5428780475446047*^-7 + 0.*I, 6.922939999043366*^-8 + 0.*I, 5.772982092366875*^-9 + 0.*I, 2.013944566670034*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.23652261251199125 + 0.*I, 0.2564286076867983 + 0.*I, 0.2604784100600055 + 0.*I, 0.21133067871899058 + 0.*I, 0.020335628828993535 + 0.*I, 0.0007895779355893141 + 0.*I, 0.000016699815996723547 + 0.*I, 2.22782992054249*^-7 + 0.*I, 2.029398871172816*^-9 + 0.*I, 7.271960811294775*^-10 + 0.*I, 1.6279799730511968*^-8 + 0.*I, 1.5438519351818059*^-7 + 0.*I, 2.730820014562596*^-7 + 0.*I, 2.0031518666030482*^-7 + 0.*I, 1.6128740565335423*^-7 + 0.*I, 7.606919538716285*^-8 + 0.*I, 6.5989880226879905*^-9 + 0.*I, 2.387867681363787*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.24205689935281607 + 0.*I, 0.23751477460560722 + 0.*I, 0.24178172355620037 + 0.*I, 0.21530397705380458 + 0.*I, 0.021596061467010763 + 0.*I, 0.0008705529392027955 + 0.*I, 0.00001909244999875881 + 0.*I, 2.639654050895502*^-7 + 0.*I, 2.4909851958909716*^-9 + 0.*I, 8.598011191907063*^-10 + 0.*I, 1.8566614912174373*^-8 + 0.*I, 1.6919721179675665*^-7 + 0.*I, 2.8189899303754373*^-7 + 0.*I, 2.1107899872419011*^-7 + 0.*I, 1.682696204596823*^-7 + 0.*I, 8.340981239030043*^-8 + 0.*I, 7.524203482489613*^-9 + 0.*I, 2.821964883992223*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.24751529953941365 + 0.*I, 0.2187215192308134 + 0.*I, 0.22320993049378401 + 0.*I, 0.2191435443880119 + 0.*I, 0.02290325050300357 + 0.*I, 0.0009580044936008393 + 0.*I, 0.000021773991809581617 + 0.*I, 3.1180860116108994*^-7 + 0.*I, 3.0468072509393096*^-9 + 0.*I, 1.0131895322729179*^-9 + 0.*I, 2.1120993842771444*^-8 + 0.*I, 1.8504879850667066*^-7 + 0.*I, 2.9020841285642973*^-7 + 0.*I, 2.220713835043853*^-7 + 0.*I, 1.7520820350114263*^-7 + 0.*I, 9.12729891666686*^-8 + 0.*I, 8.557199393521842*^-9 + 0.*I, 3.328004538616369*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.25289150082021816 + 0.*I, 0.20006537706838134 + 0.*I, 0.20477918780099635 + 0.*I, 0.22284295977119675 + 0.*I, 0.024257290297002854 + 0.*I, 0.001052296187387114 + 0.*I, 0.00002477282419199867 + 0.*I, 3.672386172937081*^-7 + 0.*I, 3.713584995068686*^-9 + 0.*I, 1.1900036511747205*^-9 + 0.*I, 2.3967983153738718*^-8 + 0.*I, 2.0198080985522895*^-7 + 0.*I, 2.9793099098895937*^-7 + 0.*I, 2.332767978785455*^-7 + 0.*I, 1.8207619856269733*^-7 + 0.*I, 9.968059710985244*^-8 + 0.*I, 9.70841185221616*^-9 + 0.*I, 3.911981849569202*^-10 + 0.*I, 9.814371537686385*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2581792756190194 + 0.*I, 0.18156266932261025 + 0.*I, 0.1865054067005989 + 0.*I, 0.2263959836920071 + 0.*I, 0.025658197562994374 + 0.*I, 0.0011538016535972417 + 0.*I, 0.00002811946160363732 + 0.*I, 4.312890045099494*^-7 + 0.*I, 4.510791740131026*^-9 + 0.*I, 1.3937961895749142*^-9 + 0.*I, 2.713440583335114*^-8 + 0.*I, 2.2003299182671301*^-7 + 0.*I, 3.049850150205202*^-7 + 0.*I, 2.446785885013014*^-7 + 0.*I, 1.888446066189431*^-7 + 0.*I, 1.0865259802983475*^-7 + 0.*I, 1.0988410181766994*^-8 + 0.*I, 4.583888824072347*^-10 + 0.*I, 1.1390888232654106*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.26337248766459265 + 0.*I, 0.16322948602460755 + 0.*I, 0.16840423558919237 + 0.*I, 0.2297965667922064 + 0.*I, 0.027105909708780018 + 0.*I, 0.0012629042795975212 + 0.*I, 0.00003184665577915525 + 0.*I, 5.051127960342683*^-7 + 0.*I, 5.461009422447205*^-9 + 0.*I, 1.6279866343893445*^-9 + 0.*I, 3.0648417137513206*^-8 + 0.*I, 2.392446019072736*^-7 + 0.*I, 3.1128579713879395*^-7 + 0.*I, 2.562587919641146*^-7 + 0.*I, 1.954844064400163*^-7 + 0.*I, 1.1821099654696356*^-7 + 0.*I, 1.2407985749973706*^-8 + 0.*I, 5.355937915396681*^-10 + 0.*I, 1.3411494137471893*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2684650985080195 + 0.*I, 0.14508166947460044 + 0.*I, 0.15049104329538657 + 0.*I, 0.2330388583005938 + 0.*I, 0.02860028330600173 + 0.*I, 0.0013799968842098667 + 0.*I, 0.00003598950240046861 + 0.*I, 5.89990811761254*^-7 + 0.*I, 6.590616941082318*^-9 + 0.*I, 1.8958168368499173*^-9 + 0.*I, 3.454039276817867*^-8 + 0.*I, 2.5965238847902583*^-7 + 0.*I, 3.1674560752037456*^-7 + 0.*I, 2.679986010889479*^-7 + 0.*I, 2.0196520011950272*^-7 + 0.*I, 1.2837599872028704*^-7 + 0.*I, 1.3980194779605883*^-8 + 0.*I, 6.244116335096806*^-10 + 0.*I, 1.6009416015094757*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2734511739143964 + 0.*I, 0.1271347980206006 + 0.*I, 0.13278090273800558 + 0.*I, 0.2361172141823964 + 0.*I, 0.030141092691393652 + 0.*I, 0.0015054813600201555 + 0.*I, 0.00004058555000963083 + 0.*I, 6.873448032962415*^-7 + 0.*I, 7.929412682017302*^-9 + 0.*I, 2.2019941425810434*^-9 + 0.*I, 3.884199628600982*^-8 + 0.*I, 2.8129318874192677*^-7 + 0.*I, 3.212746069181094*^-7 + 0.*I, 2.798778098167532*^-7 + 0.*I, 2.0825581259487083*^-7 + 0.*I, 1.3916781060885342*^-7 + 0.*I, 1.5717405155157852*^-8 + 0.*I, 7.257972001184499*^-10 + 0.*I, 1.8984813721090177*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2783248901266023 + 0.*I, 0.10940417019040805 + 0.*I, 0.11528857499760736 + 0.*I, 0.23902620498719165 + 0.*I, 0.03172802870701208 + 0.*I, 0.0016397682832014484 + 0.*I, 0.00004567490941020935 + 0.*I, 7.987493999550567*^-7 + 0.*I, 9.511791354555044*^-9 + 0.*I, 2.5506041723133425*^-9 + 0.*I, 4.3587378151244145*^-8 + 0.*I, 3.042011975651349*^-7 + 0.*I, 3.247796032113115*^-7 + 0.*I, 2.9187541272790446*^-7 + 0.*I, 2.1432378094488058*^-7 + 0.*I, 1.5060561686652818*^-7 + 0.*I, 1.7633006166306586*^-8 + 0.*I, 8.418155061917788*^-10 + 0.*I, 2.260414078136819*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.28308053998939986 + 0.*I, 0.09190478919438584 + 0.*I, 0.09802849383000468 + 0.*I, 0.24176062338880924 + 0.*I, 0.033360697577600185 + 0.*I, 0.0017832764907854683 + 0.*I, 0.000051300366399331665 + 0.*I, 9.259450095555621*^-7 + 0.*I, 1.1376788400241368*^-8 + 0.*I, 2.9465985207366434*^-9 + 0.*I, 4.881179904714372*^-8 + 0.*I, 3.2840921093679754*^-7 + 0.*I, 3.2716680475886056*^-7 + 0.*I, 3.039692053619092*^-7 + 0.*I, 2.2013619815908217*^-7 + 0.*I, 1.6270840230703243*^-7 + 0.*I, 1.9741985823884537*^-8 + 0.*I, 9.741984996480824*^-10 + 0.*I, 2.7200464103316335*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.28771253893260523 + 0.*I, 0.07465134781818873 + 0.*I, 0.08101475062920471 + 0.*I, 0.24431549140200295 + 0.*I, 0.035038619932192816 + 0.*I, 0.0019364326217852228 + 0.*I, 0.00005750749079158624 + 0.*I, 1.0708515851831635*^-6 + 0.*I, 1.3569190215889652*^-8 + 0.*I, 3.395594916355549*^-9 + 0.*I, 5.455420559741241*^-8 + 0.*I, 3.5394760455886853*^-7 + 0.*I, 3.2833940011300916*^-7 + 0.*I, 3.1613558437726397*^-7 + 0.*I, 2.2565940227536885*^-7 + 0.*I, 1.7549399711214164*^-7 + 0.*I, 2.205879923167231*^-8 + 0.*I, 1.1240119945910012*^-9 + 0.*I, 3.199662756969701*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2922154308020009 + 0.*I, 0.05765821371901402 + 0.*I, 0.06426107986681195 + 0.*I, 0.24668606727180628 + 0.*I, 0.03676122997060549 + 0.*I, 0.0020996706289855283 + 0.*I, 0.00006434475021688257 + 0.*I, 1.2355848122425073*^-6 + 0.*I, 1.613980060710674*^-8 + 0.*I, 3.903588563503036*^-9 + 0.*I, 6.085361103913556*^-8 + 0.*I, 3.8084420062034496*^-7 + 0.*I, 3.2819860162902614*^-7 + 0.*I, 3.283507910012418*^-7 + 0.*I, 2.3085899858443784*^-7 + 0.*I, 1.8897901021830424*^-7 + 0.*I, 2.4599611236908462*^-8 + 0.*I, 1.2944090244104702*^-9 + 0.*I, 3.781419621873284*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29658389353399706 + 0.*I, 0.04093941514540234 + 0.*I, 0.04778084501819714 + 0.*I, 0.2488678520212062 + 0.*I, 0.038527874775784454 + 0.*I, 0.0022734312522088023 + 0.*I, 0.00007186362138700277 + 0.*I, 1.4224704081300388*^-6 + 0.*I, 1.9146417784554615*^-8 + 0.*I, 4.4767967111170046*^-9 + 0.*I, 6.775240368739333*^-8 + 0.*I, 4.0912500054446355*^-7 + 0.*I, 3.2664460025699787*^-7 + 0.*I, 3.4058940112657865*^-7 + 0.*I, 2.357002149011578*^-7 + 0.*I, 2.0317960647275868*^-7 + 0.*I, 2.7381585887553687*^-8 + 0.*I, 1.4868106745780096*^-9 + 0.*I, 4.460876112943879*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.30081274466740027 + 0.*I, 0.024508627093400293 + 0.*I, 0.031587024995816115 + 0.*I, 0.2508565956516051 + 0.*I, 0.040337813779189886 + 0.*I, 0.002458161465401787 + 0.*I, 0.00008011870440416402 + 0.*I, 1.6340607977838317*^-6 + 0.*I, 2.265481136021208*^-8 + 0.*I, 5.1220139241081605*^-9 + 0.*I, 7.529421530705349*^-8 + 0.*I, 4.3881180911142797*^-7 + 0.*I, 3.23575588545566*^-7 + 0.*I, 3.5282561317018235*^-7 + 0.*I, 2.401485899028444*^-7 + 0.*I, 2.181109959309424*^-7 + 0.*I, 3.042219809401559*^-8 + 0.*I, 1.7045920230884803*^-9 + 0.*I, 5.278000259067994*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I}
{0.3048969466880047 + 0.*I, 0.00837915791580546 + 0.*I, 0.01569220110060332 + 0.*I, 0.25264830298421526 + 0.*I, 0.04219021837299497 + 0.*I, 0.002654313883998505 + 0.*I, 0.00008916783218460013 + 0.*I, 1.8731536099991786*^-6 + 0.*I, 2.6738988800900643*^-8 + 0.*I, 5.846390038755089*^-9 + 0.*I, 8.352538660716392*^-8 + 0.*I, 4.6992418845093203*^-7 + 0.*I, 3.1888940377200475*^-7 + 0.*I, 3.6503280398392235*^-7 + 0.*I, 2.4416779709213193*^-7 + 0.*I, 2.3378621261116453*^-7 + 0.*I, 3.3739611104977036*^-8 + 0.*I, 1.950195560596058*^-9 + 0.*I, 6.219469383950127*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3088316121961921 + 0.*I, 0.007436063601407029 + 0.*I, 0.00010854451260033926 + 0.*I, 0.25423923913800994 + 0.*I, 0.04408417167978129 + 0.*I, 0.0028623461451937615 + 0.*I, 0.00009907218281313135 + 0.*I, 2.14280879706763*^-6 + 0.*I, 3.148179494871784*^-8 + 0.*I, 6.659006679399227*^-9 + 0.*I, 9.249498944541301*^-8 + 0.*I, 5.024785920682007*^-7 + 0.*I, 3.124831948753126*^-7 + 0.*I, 3.771825962672893*^-7 + 0.*I, 2.477219984697854*^-7 + 0.*I, 2.5021760219345884*^-7 + 0.*I, 3.7353409254592413*^-8 + 0.*I, 2.2258195286894993*^-9 + 0.*I, 7.278622149442526*^-11 + 0.*I, 2.2204460492503135*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3126120088942086 + 0.*I, 0.022924500684196044 + 0.*I, 0.015152195670209425 + 0.*I, 0.25562593463739347 + 0.*I, 0.04601866847540049 + 0.*I, 0.003082720256797345 + 0.*I, 0.00010989639140923658 + 0.*I, 2.446370195308134*^-6 + 0.*I, 3.697799844104566*^-8 + 0.*I, 7.567790838436395*^-9 + 0.*I, 1.0225240654193614*^-7 + 0.*I, 5.364864108514666*^-7 + 0.*I, 3.042524010510306*^-7 + 0.*I, 3.892473898758908*^-7 + 0.*I, 2.507758001257798*^-7 + 0.*I, 2.674158006144012*^-7 + 0.*I, 4.128359876176546*^-8 + 0.*I, 2.5355939570204104*^-9 + 0.*I, 8.499867476530198*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.31623356439318684 + 0.*I, 0.03807402051778652 + 0.*I, 0.03007870383200384 + 0.*I, 0.2568051901365998 + 0.*I, 0.04799261526560184 + 0.*I, 0.00331590191100517 + 0.*I, 0.00012170865759664197 + 0.*I, 2.787483599497875*^-6 + 0.*I, 4.333320369198646*^-8 + 0.*I, 8.582401456180833*^-9 + 0.*I, 1.1285119505544118*^-7 + 0.*I, 5.719565931983085*^-7 + 0.*I, 2.940932164463561*^-7 + 0.*I, 4.01197786104035*^-7 + 0.*I, 2.5329300878951244*^-7 + 0.*I, 2.853900005206356*^-7 + 0.*I, 4.5551407090727025*^-8 + 0.*I, 2.8825830611367564*^-9 + 0.*I, 9.940936962493653*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3196918708224139 + 0.*I, 0.0528729056896049 + 0.*I, 0.04466010865900039 + 0.*I, 0.2577740807633955 + 0.*I, 0.05000483052259864 + 0.*I, 0.003562359771791535 + 0.*I, 0.00013458085459383542 + 0.*I, 3.170120410622701*^-6 + 0.*I, 5.0666404405319554*^-8 + 0.*I, 9.712208814960379*^-9 + 0.*I, 1.2434600016320021*^-7 + 0.*I, 6.088924031644183*^-7 + 0.*I, 2.819007915988436*^-7 + 0.*I, 4.1300438624602975*^-7 + 0.*I, 2.5523860802678655*^-7 + 0.*I, 3.0414759599750596*^-7 + 0.*I, 5.0178994293048624*^-8 + 0.*I, 3.271005688532114*^-9 + 0.*I, 1.162181462177614*^-10 + 0.*I, 3.419486915845482*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.32298268925019524 + 0.*I, 0.06730986511340742 + 0.*I, 0.05888599337819933 + 0.*I, 0.25852996006960893 + 0.*I, 0.052054045075400346 + 0.*I, 0.003822564731215117 + 0.*I, 0.0001485886342189602 + 0.*I, 3.59859879672797*^-6 + 0.*I, 5.911020561910618*^-8 + 0.*I, 1.0968603803007682*^-8 + 0.*I, 1.3679379851083698*^-7 + 0.*I, 6.472939961810199*^-7 + 0.*I, 2.67572008993966*^-7 + 0.*I, 4.246371920757497*^-7 + 0.*I, 2.5657620472685494*^-7 + 0.*I, 3.2369420477351696*^-7 + 0.*I, 5.5188609238143727*^-8 + 0.*I, 3.7047920287136553*^-9 + 0.*I, 1.3518075547835909*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
