{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.016962519922603118 + 0.*I, 0.12990938987700318 + 0.*I, 0.03334090122300015 + 0.*I, 0.15846577599059053 + 0.*I, 0.11864527334659591 + 0.*I, 0.09333712925261307 + 0.*I, 0.02281630626879139 + 0.*I, 0.0030031872516156355 + 0.*I, 0.00025148891740212065 + 0.*I, 7.940825819119368*^-6 + 0.*I, 8.485797597934665*^-6 + 0.*I, 6.006006003644871*^-6 + 0.*I, 7.5665864018859006*^-6 + 0.*I, 1.5030281463879194*^-7 + 0.*I, 1.1059379856348528*^-6 + 0.*I, 3.1922959831121034*^-7 + 0.*I, 4.022250998936273*^-6 + 0.*I, 2.0862656047171413*^-6 + 0.*I, 4.4103261043204617*^-7 + 0.*I, 5.298381733354063*^-8 + 0.*I, 4.179812052029774*^-9 + 0.*I, 2.367883666920534*^-10 + 0.*I, 1.1590728377086636*^-11 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.02405719422978736 + 0.*I, 0.13985058737879807 + 0.*I, 0.04016630475738303 + 0.*I, 0.16171845272059396 + 0.*I, 0.11568504457759589 + 0.*I, 0.09463408952259389 + 0.*I, 0.023584532688580854 + 0.*I, 0.0031540485833980725 + 0.*I, 0.0002680105873897887 + 0.*I, 8.851369215356898*^-6 + 0.*I, 8.506490800641588*^-6 + 0.*I, 6.479351410959566*^-6 + 0.*I, 7.530079404460821*^-6 + 0.*I, 1.8640839982708712*^-7 + 0.*I, 1.071124811069524*^-6 + 0.*I, 4.441431888935199*^-7 + 0.*I, 4.0860683947485654*^-6 + 0.*I, 2.1740593991737*^-6 + 0.*I, 4.6771220230112936*^-7 + 0.*I, 5.705220740281902*^-8 + 0.*I, 4.564992828193227*^-9 + 0.*I, 2.6159074906217944*^-10 + 0.*I, 1.261213355974178*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.03107405848679634 + 0.*I, 0.14963915726320387 + 0.*I, 0.04681791743761377 + 0.*I, 0.16476932742039987 + 0.*I, 0.11262724276679406 + 0.*I, 0.09590356954041201 + 0.*I, 0.024367942211389607 + 0.*I, 0.003310914088405781 + 0.*I, 0.0002854660569928669 + 0.*I, 9.841189596571098*^-6 + 0.*I, 8.510448790133296*^-6 + 0.*I, 6.965398391400868*^-6 + 0.*I, 7.483427788557152*^-6 + 0.*I, 2.2603918736763265*^-7 + 0.*I, 1.0331743904856694*^-6 + 0.*I, 5.724363871806304*^-7 + 0.*I, 4.147489396366666*^-6 + 0.*I, 2.264242393579252*^-6 + 0.*I, 4.95717400461615*^-7 + 0.*I, 6.139480035471934*^-8 + 0.*I, 4.9825921166757325*^-9 + 0.*I, 2.8959057374322583*^-10 + 0.*I, 1.4210854715202005*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.03800825654680651 + 0.*I, 0.1592649489869924 + 0.*I, 0.05328770536101591 + 0.*I, 0.167616236982604 + 0.*I, 0.10947401720620142 + 0.*I, 0.09714390761379478 + 0.*I, 0.02516641303480505 + 0.*I, 0.0034739445632148147 + 0.*I, 0.0003038986578163261 + 0.*I, 0.000010915842207914752 + 0.*I, 8.496492798215629*^-6 + 0.*I, 7.463911000371582*^-6 + 0.*I, 7.426497194984449*^-6 + 0.*I, 2.6928799190528707*^-7 + 0.*I, 9.92071802485839*^-7 + 0.*I, 7.039911986694847*^-7 + 0.*I, 4.2063287963856055*^-6 + 0.*I, 2.35681378857322*^-6 + 0.*I, 5.250963885927717*^-7 + 0.*I, 6.602698388036288*^-8 + 0.*I, 5.434808159066052*^-9 + 0.*I, 3.2021052476238765*^-10 + 0.*I, 1.578737141016973*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.044855041618196985 + 0.*I, 0.16871809542120528 + 0.*I, 0.05956796701860334 + 0.*I, 0.17025727812278735 + 0.*I, 0.10622763614220876 + 0.*I, 0.09835344130160185 + 0.*I, 0.025979803984399474 + 0.*I, 0.0036433016285863937 + 0.*I, 0.0003233532096080794 + 0.*I, 0.000012081194800117602 + 0.*I, 8.463398182279036*^-6 + 0.*I, 7.97462640367286*^-6 + 0.*I, 7.35917098371175*^-6 + 0.*I, 3.1624400875784886*^-7 + 0.*I, 9.478074103341784*^-7 + 0.*I, 8.386804140059212*^-7 + 0.*I, 4.262398589638394*^-6 + 0.*I, 2.451769609557175*^-6 + 0.*I, 5.558983939835116*^-7 + 0.*I, 7.096501164483017*^-8 + 0.*I, 5.923794788031957*^-9 + 0.*I, 3.5380587348754494*^-10 + 0.*I, 1.7608137170554983*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.05160978034219888 + 0.*I, 0.17798902182959433 + 0.*I, 0.0656513402581993 + 0.*I, 0.1726908086987944 + 0.*I, 0.10289048455278672 + 0.*I, 0.0995305093955956 + 0.*I, 0.026807954130791956 + 0.*I, 0.003819147567019066 + 0.*I, 0.0003438760459939516 + 0.*I, 0.00001334344019721101 + 0.*I, 8.409892782168527*^-6 + 0.*I, 8.497253611849942*^-6 + 0.*I, 7.2813503892987805*^-6 + 0.*I, 3.669917925108735*^-7 + 0.*I, 9.00377794543772*^-7 + 0.*I, 9.763677866203582*^-7 + 0.*I, 4.315509194441347*^-6 + 0.*I, 2.549101196791526*^-6 + 0.*I, 5.881733988744032*^-7 + 0.*I, 7.622540376672761*^-8 + 0.*I, 6.452416378976978*^-9 + 0.*I, 3.8999914409032504*^-10 + 0.*I, 1.920685832601521*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.058267956721208554 + 0.*I, 0.18706845442300057 + 0.*I, 0.07153080874640062 + 0.*I, 0.1749154486691884 + 0.*I, 0.09946506175919634 + 0.*I, 0.1006734539276133 + 0.*I, 0.02765068242400748 + 0.*I, 0.004001645156392897 + 0.*I, 0.0003655150364156867 + 0.*I, 0.000014709110995880794 + 0.*I, 8.334655987596307*^-6 + 0.*I, 9.031476189136358*^-6 + 0.*I, 7.1929574074758315*^-6 + 0.*I, 4.2161201196933007*^-7 + 0.*I, 8.497833992038296*^-7 + 0.*I, 1.1169076108430433*^-6 + 0.*I, 4.36546880866473*^-6 + 0.*I, 2.648796781912211*^-6 + 0.*I, 6.219720072309088*^-7 + 0.*I, 8.182639010811954*^-8 + 0.*I, 7.023404080541695*^-9 + 0.*I, 4.2998937743732313*^-10 + 0.*I, 2.0983215165415465*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.06482517588660142 + 0.*I, 0.1959474284862095 + 0.*I, 0.07719970792421371 + 0.*I, 0.17693008068540017 + 0.*I, 0.09595397887800507 + 0.*I, 0.10178062219881046 + 0.*I, 0.028507787344200786 + 0.*I, 0.004190957494798475 + 0.*I, 0.00038831961299834466 + 0.*I, 0.00001618509339884611 + 0.*I, 8.236316406673438*^-6 + 0.*I, 9.576950010803387*^-6 + 0.*I, 7.093932596902165*^-6 + 0.*I, 4.801812059085364*^-7 + 0.*I, 7.960315961952348*^-7 + 0.*I, 1.2601437893167147*^-6 + 0.*I, 4.412085807814492*^-6 + 0.*I, 2.7508405997522804*^-6 + 0.*I, 6.573465993753302*^-7 + 0.*I, 8.778699989164807*^-8 + 0.*I, 7.64039942424688*^-9 + 0.*I, 4.74198458277897*^-10 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.07127716770700122 + 0.*I, 0.20461729607019755 + 0.*I, 0.08265173044961217 + 0.*I, 0.17873385032658448 + 0.*I, 0.09235995611218686 + 0.*I, 0.10285036883079804 + 0.*I, 0.029379046570010562 + 0.*I, 0.0043872478167950035 + 0.*I, 0.0004123407886025277 + 0.*I, 0.000017778640182264382 + 0.*I, 8.11345239881689*^-6 + 0.*I, 0.000010133303196546706 + 0.*I, 6.984236788909471*^-6 + 0.*I, 5.427695848325698*^-7 + 0.*I, 7.391351974916915*^-7 + 0.*I, 1.4059131858701337*^-6 + 0.*I, 4.4551647926383*^-6 + 0.*I, 2.8552116004831873*^-6 + 0.*I, 6.943486008381683*^-7 + 0.*I, 9.41257960462849*^-8 + 0.*I, 8.306400012259019*^-9 + 0.*I, 5.219824572577636*^-10 + 0.*I, 2.600142323672117*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.07761979023359622 + 0.*I, 0.2130697332390019 + 0.*I, 0.08788093113141217 + 0.*I, 0.18032616596939113 + 0.*I, 0.08868581989101011 + 0.*I, 0.10388105783141201 + 0.*I, 0.03026421666920687 + 0.*I, 0.004590679308402734 + 0.*I, 0.00043763118218187463 + 0.*I, 0.00001949738679396518 + 0.*I, 7.964590209574853*^-6 + 0.*I, 0.000010700137198504935 + 0.*I, 6.863851997884752*^-6 + 0.*I, 6.094430071712509*^-7 + 0.*I, 6.791128104310929*^-7 + 0.*I, 1.5540425835069984*^-6 + 0.*I, 4.494511207653318*^-6 + 0.*I, 2.9618842045664455*^-6 + 0.*I, 7.330312135067629*^-7 + 0.*I, 1.0086320667568317*^-7 + 0.*I, 9.024203606600167*^-9 + 0.*I, 5.746070286249961*^-10 + 0.*I, 2.879918525877656*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.08384903297679047 + 0.*I, 0.2212967468712135 + 0.*I, 0.09288173134218704 + 0.*I, 0.18170669829959965 + 0.*I, 0.08493449986020087 + 0.*I, 0.10487106467880203 + 0.*I, 0.031163032807612904 + 0.*I, 0.004801414910193814 + 0.*I, 0.0004642450370129226 + 0.*I, 0.000021349366607914536 + 0.*I, 7.788199596348022*^-6 + 0.*I, 0.00001127702680125964 + 0.*I, 6.7327824204710404*^-6 + 0.*I, 6.80261402763449*^-7 + 0.*I, 6.159881937861655*^-7 + 0.*I, 1.7043495947888234*^-6 + 0.*I, 4.52993040855887*^-6 + 0.*I, 3.07082941297665*^-6 + 0.*I, 7.734471951792443*^-7 + 0.*I, 1.0802021499500825*^-7 + 0.*I, 9.798006850303409*^-9 + 0.*I, 6.320055589981166*^-10 + 0.*I, 3.199662756969701*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.08996102001579966 + 0.*I, 0.22929068100880912 + 0.*I, 0.09764892291219686 + 0.*I, 0.18287537947159208 + 0.*I, 0.08110902572198153 + 0.*I, 0.10581877841440157 + 0.*I, 0.03207520847761103 + 0.*I, 0.005019617116608367 + 0.*I, 0.0004922382397909431 + 0.*I, 0.000023343025001842932 + 0.*I, 7.582697203467604*^-6 + 0.*I, 0.000011863519411292602 + 0.*I, 6.591054013682651*^-6 + 0.*I, 7.552783953812536*^-7 + 0.*I, 5.497915900321004*^-7 + 0.*I, 1.8566439941025692*^-6 + 0.*I, 4.561225797061753*^-6 + 0.*I, 3.1820120094394615*^-6 + 0.*I, 8.156509911927401*^-7 + 0.*I, 1.156183815353984*^-7 + 0.*I, 1.0631606706112963*^-8 + 0.*I, 6.945999331264829*^-10 + 0.*I, 3.559375016948252*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.09595201293599587 + 0.*I, 0.2370442227493941 + 0.*I, 0.10217767150499935 + 0.*I, 0.1838324019076021 + 0.*I, 0.07721252393699807 + 0.*I, 0.10672260374560148 + 0.*I, 0.033000435250607474 + 0.*I, 0.005245447765012123 + 0.*I, 0.0005216683388153954 + 0.*I, 0.000025487236010590667 + 0.*I, 7.346441410760463*^-6 + 0.*I, 0.00001245913658909359 + 0.*I, 6.438715804968354*^-6 + 0.*I, 8.3454201327271*^-7 + 0.*I, 4.805583930789226*^-7 + 0.*I, 2.01072620775733*^-6 + 0.*I, 4.588202595634527*^-6 + 0.*I, 3.2953928030821098*^-6 + 0.*I, 8.596966027951681*^-7 + 0.*I, 1.2368079893576578*^-7 + 0.*I, 1.1528999976917476*^-8 + 0.*I, 7.627898312989602*^-10 + 0.*I, 3.9190872769268026*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.1018184135922029 + 0.*I, 0.2445504076753924 + 0.*I, 0.10646351947141142 + 0.*I, 0.1845782167522181 + 0.*I, 0.0732482142870028 + 0.*I, 0.10758096315599543 + 0.*I, 0.0339383825514128 + 0.*I, 0.005479067824798457 + 0.*I, 0.0005525945605988625 + 0.*I, 0.00002779131900165766 + 0.*I, 7.077731201121652*^-6 + 0.*I, 0.000013063373405231005 + 0.*I, 6.275840003233669*^-6 + 0.*I, 9.180938009833994*^-7 + 0.*I, 4.0832959236070115*^-7 + 0.*I, 2.166388601843039*^-6 + 0.*I, 4.6106662043854385*^-6 + 0.*I, 3.4109270075077806*^-6 + 0.*I, 9.056388083905631*^-7 + 0.*I, 1.3223098171977202*^-7 + 0.*I, 1.2494405510210527*^-8 + 0.*I, 8.373968185537706*^-10 + 0.*I, 4.3587355946783646*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.10755676669780279 + 0.*I, 0.2518026248230054 + 0.*I, 0.11050238818040016 + 0.*I, 0.1851135319776098 + 0.*I, 0.06921940630459922 + 0.*I, 0.10839229901680182 + 0.*I, 0.03488869745440493 + 0.*I, 0.00572063717241278 + 0.*I, 0.0005850778233895683 + 0.*I, 0.000030265053196920633 + 0.*I, 6.774805783038573*^-6 + 0.*I, 0.000013675699195303537 + 0.*I, 6.102521998840871*^-6 + 0.*I, 1.0059685973118349*^-6 + 0.*I, 3.3315259440058753*^-7 + 0.*I, 2.32341579309292*^-6 + 0.*I, 4.628422600738703*^-6 + 0.*I, 3.5285648181115903*^-6 + 0.*I, 9.535326084275653*^-7 + 0.*I, 1.4129279968244646*^-7 + 0.*I, 1.3532597264998005*^-8 + 0.*I, 9.185985305748546*^-10 + 0.*I, 4.8405723873656825*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.11316376223520219 + 0.*I, 0.25879462118061364 + 0.*I, 0.11429057983238788 + 0.*I, 0.18543931014900486 + 0.*I, 0.06512949557679894 + 0.*I, 0.10915507570079531 + 0.*I, 0.035851004505804696 + 0.*I, 0.005970314366798846 + 0.*I, 0.0006191807526034765 + 0.*I, 0.000032918696191153174 + 0.*I, 6.435841792828968*^-6 + 0.*I, 0.000014295558603549807 + 0.*I, 5.918882606259501*^-6 + 0.*I, 1.098193402881975*^-6 + 0.*I, 2.5507920220491087*^-7 + 0.*I, 2.4815843824299577*^-6 + 0.*I, 4.641278783523717*^-6 + 0.*I, 3.648251412080583*^-6 + 0.*I, 1.0034330033548144*^-6 + 0.*I, 1.508919877935*^-7 + 0.*I, 1.4648193769062345*^-8 + 0.*I, 1.006794647651077*^-9 + 0.*I, 5.3401727484470036*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.11863623768800237 + 0.*I, 0.2655205057232158 + 0.*I, 0.11782477875279529 + 0.*I, 0.18555676584999237 + 0.*I, 0.06098195992221279 + 0.*I, 0.10986778169139734 + 0.*I, 0.03682490557059826 + 0.*I, 0.006228256412588174 + 0.*I, 0.000654967690216779 + 0.*I, 0.00003576300040553093 + 0.*I, 6.058951207421615*^-6 + 0.*I, 0.0000149223710055324 + 0.*I, 5.725066598571971*^-6 + 0.*I, 1.1947892009089855*^-6 + 0.*I, 1.741671917798726*^-7 + 0.*I, 2.640662799535676*^-6 + 0.*I, 4.649044593740825*^-6 + 0.*I, 3.7699259936019307*^-6 + 0.*I, 1.055395193461095*^-6 + 0.*I, 1.6105541345012853*^-7 + 0.*I, 1.5846413070619292*^-8 + 0.*I, 1.1032064151095258*^-9 + 0.*I, 5.899725152858082*^-11 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.12397118009400133 + 0.*I, 0.2719747529730032 + 0.*I, 0.12110205216859794 + 0.*I, 0.18546736278000076 + 0.*I, 0.05678035545539917 + 0.*I, 0.11052893168779222 + 0.*I, 0.037809979702996266 + 0.*I, 0.006494618522800977 + 0.*I, 0.0006925047066008715 + 0.*I, 0.00003880922980759039 + 0.*I, 5.64218061160915*^-6 + 0.*I, 0.00001555553219567685 + 0.*I, 5.521243395811837*^-6 + 0.*I, 1.2957682038461371*^-6 + 0.*I, 9.048040094938871*^-8 + 0.*I, 2.800412612913306*^-6 + 0.*I, 4.651530982613394*^-6 + 0.*I, 3.89352219354322*^-6 + 0.*I, 1.1094748009199407*^-6 + 0.*I, 1.7180938893801567*^-7 + 0.*I, 1.7132206764358674*^-8 + 0.*I, 1.2078116284897078*^-9 + 0.*I, 6.521450046648171*^-11 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.1291657279167968 + 0.*I, 0.27815220609319624 + 0.*I, 0.12411985047100503 + 0.*I, 0.18517281052201628 + 0.*I, 0.052528312535993216 + 0.*I, 0.11113706870220508 + 0.*I, 0.03880578304620297 + 0.*I, 0.006769553871399658 + 0.*I, 0.000731859607583374 + 0.*I, 0.00004206917860738458 + 0.*I, 5.1835078007655974*^-6 + 0.*I, 0.00001619441438727165 + 0.*I, 5.307608597071578*^-6 + 0.*I, 1.401136406897763*^-6 + 0.*I, 4.086797567026679*^-9 + 0.*I, 2.960587996980735*^-6 + 0.*I, 4.648551388264366*^-6 + 0.*I, 4.018968802199652*^-6 + 0.*I, 1.16572720365582*^-6 + 0.*I, 1.831828022602622*^-7 + 0.*I, 1.851199193936282*^-8 + 0.*I, 1.3213874439088615*^-9 + 0.*I, 7.200906537718767*^-11 + 0.*I, 4.218847493575595*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.1342171727351904 + 0.*I, 0.2840480795092138 + 0.*I, 0.1268760069692121 + 0.*I, 0.18467506099340003 + 0.*I, 0.04822953161160993 + 0.*I, 0.11169076614159225 + 0.*I, 0.03981184875518906 + 0.*I, 0.007053213343199972 + 0.*I, 0.0007731019415979645 + 0.*I, 0.0000455551883993266 + 0.*I, 4.6808396048092504*^-6 + 0.*I, 0.000016838368188665246 + 0.*I, 5.084383403186622*^-6 + 0.*I, 1.510889990896658*^-6 + 0.*I, 8.493961090039193*^-8 + 0.*I, 3.120936598044466*^-6 + 0.*I, 4.639923001370506*^-6 + 0.*I, 4.146188192777345*^-6 + 0.*I, 1.2242078017976612*^-6 + 0.*I, 1.952045858288898*^-7 + 0.*I, 1.999140852859682*^-8 + 0.*I, 1.4451995156150588*^-9 + 0.*I, 7.958078640513123*^-11 + 0.*I, 4.796163466380677*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.13912296075160316 + 0.*I, 0.28965796106139585 + 0.*I, 0.12936873713680352 + 0.*I, 0.1839763045816012 + 0.*I, 0.043887778960605146 + 0.*I, 0.11218862988000566 + 0.*I, 0.040827686950795083 + 0.*I, 0.007345745275388894 + 0.*I, 0.0008163030021934857 + 0.*I, 0.00004928016581473572 + 0.*I, 4.132011399704539*^-6 + 0.*I, 0.00001748672160406528 + 0.*I, 4.851813995010446*^-6 + 0.*I, 1.6250177869991944*^-6 + 0.*I, 1.7651999861811876*^-7 + 0.*I, 3.2811998007531433*^-6 + 0.*I, 4.6254651886457054*^-6 + 0.*I, 4.2750968098914655*^-6 + 0.*I, 1.2849715957941044*^-6 + 0.*I, 2.0790500432354975*^-7 + 0.*I, 2.1576007647183815*^-8 + 0.*I, 1.5791812302268227*^-9 + 0.*I, 8.779643678735738*^-11 + 0.*I, 5.018208071305708*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.1438806941168103 + 0.*I, 0.2949778136868142 + 0.*I, 0.13159663735820004 + 0.*I, 0.18307896597440368 + 0.*I, 0.039506882341999734 + 0.*I, 0.11262930031059604 + 0.*I, 0.0418527847002137 + 0.*I, 0.007647295196999694 + 0.*I, 0.0008615358332075829 + 0.*I, 0.00005325760339403019 + 0.*I, 3.5347827997966874*^-6 + 0.*I, 0.000018138783408616636 + 0.*I, 4.610173798269556*^-6 + 0.*I, 1.7435007881871913*^-6 + 0.*I, 2.705711876771489*^-7 + 0.*I, 3.4411119953503544*^-6 + 0.*I, 4.605002001945024*^-6 + 0.*I, 4.4056054138152945*^-6 + 0.*I, 1.348073408458106*^-6 + 0.*I, 2.213157879182859*^-7 + 0.*I, 2.327400494550602*^-8 + 0.*I, 1.7249979222810907*^-9 + 0.*I, 9.698908343125368*^-11 + 0.*I, 5.795364188543318*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.14848813207239966 + 0.*I, 0.30000397663718653 + 0.*I, 0.1335586831771929 + 0.*I, 0.1819856996923885 + 0.*I, 0.035090726551589846 + 0.*I, 0.11301145437618842 + 0.*I, 0.04288660602500549 + 0.*I, 0.007958005559394188 + 0.*I, 0.0009088752256136702 + 0.*I, 0.00005750159479678275 + 0.*I, 2.8868361923173325*^-6 + 0.*I, 0.000018793842193609578 + 0.*I, 4.359762195704776*^-6 + 0.*I, 1.866310395115534*^-6 + 0.*I, 3.6700420480428875*^-7 + 0.*I, 3.6004029979608276*^-6 + 0.*I, 4.578360801588133*^-6 + 0.*I, 4.53761879182224*^-6 + 0.*I, 1.4135677961490956*^-6 + 0.*I, 2.354686001737605*^-7 + 0.*I, 2.5090995947607553*^-8 + 0.*I, 1.8829826586852505*^-9 + 0.*I, 1.0720313525780512*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.15294319191160868 + 0.*I, 0.30473316622918745 + 0.*I, 0.13525422706019974 + 0.*I, 0.18069938532940813 + 0.*I, 0.030643248901607304 + 0.*I, 0.11333380757758695 + 0.*I, 0.043928591940600725 + 0.*I, 0.00827801546419149 + 0.*I, 0.0009583977170102287 + 0.*I, 0.00006202685558509557 + 0.*I, 2.185775005436597*^-6 + 0.*I, 0.00001945116800960989 + 0.*I, 4.100904416048934*^-6 + 0.*I, 1.9934088157924634*^-6 + 0.*I, 4.657260133100749*^-7 + 0.*I, 3.758797406661074*^-6 + 0.*I, 4.545373810671549*^-6 + 0.*I, 4.671035003234182*^-6 + 0.*I, 1.4815082050034791*^-6 + 0.*I, 2.5039721407438265*^-7 + 0.*I, 2.703459678343734*^-8 + 0.*I, 2.0540014133985096*^-9 + 0.*I, 1.1799450305716164*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.1572439497550038 + 0.*I, 0.30916247613341774 + 0.*I, 0.13668299567299871 + 0.*I, 0.17922312250919784 + 0.*I, 0.026168434620399417 + 0.*I, 0.11359511595800954 + 0.*I, 0.0449781605253996 + 0.*I, 0.00860746038799931 + 0.*I, 0.0010101815878016398 + 0.*I, 0.00006684874380713524 + 0.*I, 1.4291182015568895*^-6 + 0.*I, 0.00002011001520862976 + 0.*I, 3.8339537988818515*^-6 + 0.*I, 2.1247505976873526*^-6 + 0.*I, 5.666400015869045*^-7 + 0.*I, 3.916013402438524*^-6 + 0.*I, 4.505879203087205*^-6 + 0.*I, 4.8057474000273714*^-6 + 0.*I, 1.5519491913806862*^-6 + 0.*I, 2.661360021249948*^-7 + 0.*I, 2.9113400579205972*^-8 + 0.*I, 2.2396084986553437*^-9 + 0.*I, 1.304067964724709*^-10 + 0.*I, 7.59392548843607*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.1613886411496013 + 0.*I, 0.31328937720800365 + 0.*I, 0.13784508668399642 + 0.*I, 0.17756022557480214 + 0.*I, 0.021670312182009436 + 0.*I, 0.11379417805039706 + 0.*I, 0.046034707016207044 + 0.*I, 0.008946471897997021 + 0.*I, 0.0010643068518056964 + 0.*I, 0.00007198327578450402 + 0.*I, 6.143012099002476*^-7 + 0.*I, 0.0000207696210008379 + 0.*I, 3.5592887970281595*^-6 + 0.*I, 2.26027978555976*^-6 + 0.*I, 6.696431853470132*^-7 + 0.*I, 4.071766590563187*^-6 + 0.*I, 4.459718416782722*^-6 + 0.*I, 4.941641007505382*^-6 + 0.*I, 1.6249420031755335*^-6 + 0.*I, 2.827200029642541*^-7 + 0.*I, 3.133460158011303*^-8 + 0.*I, 2.4402035947446166*^-9 + 0.*I, 1.4359624600501775*^-10 + 0.*I, 8.193445921733655*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.16537566148180363 + 0.*I, 0.3171117168708104 + 0.*I, 0.13874096510080314 + 0.*I, 0.17571421800159914 + 0.*I, 0.01715294857580485 + 0.*I, 0.11392983680120762 + 0.*I, 0.04709760394061568 + 0.*I, 0.009295177367607543 + 0.*I, 0.001120855248992747 + 0.*I, 0.00007744714838331392 + 0.*I, 2.613296024023271*^-7 + 0.*I, 0.000021429209806633768 + 0.*I, 3.277314997163217*^-6 + 0.*I, 2.3999318088385735*^-6 + 0.*I, 7.746307817413367*^-7 + 0.*I, 4.225767002985492*^-6 + 0.*I, 4.406740594653513*^-6 + 0.*I, 5.0785963878752236*^-6 + 0.*I, 1.7005389985058628*^-6 + 0.*I, 3.00186209223341*^-7 + 0.*I, 3.370679291236911*^-8 + 0.*I, 2.6572077871378497*^-9 + 0.*I, 1.5778489625972725*^-10 + 0.*I, 8.815170815523743*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.1692035662129998 + 0.*I, 0.3206277180299866 + 0.*I, 0.13937145914799667 + 0.*I, 0.17368882656598753 + 0.*I, 0.012620444515798468 + 0.*I, 0.11400098145339932 + 0.*I, 0.04816620127481298 + 0.*I, 0.009653699687217632 + 0.*I, 0.001179910232584902 + 0.*I, 0.0000832577581988403 + 0.*I, 1.200519594846128*^-6 + 0.*I, 0.000022087992612718214 + 0.*I, 2.9884648089506527*^-6 + 0.*I, 2.5436319939231566*^-6 + 0.*I, 8.814930119172004*^-7 + 0.*I, 4.377721807280466*^-6 + 0.*I, 4.346800208665513*^-6 + 0.*I, 5.216486798076403*^-6 + 0.*I, 1.7787912032218856*^-6 + 0.*I, 3.185718133735805*^-7 + 0.*I, 3.6239011791394666*^-8 + 0.*I, 2.8915980720967127*^-9 + 0.*I, 1.735944721303895*^-10 + 0.*I, 9.414691248821327*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
