{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.08785292151860524 + 0.*I, 0.600118550006007 + 0.*I, 0.5171813433259899 + 0.*I, 0.1607054958340015 + 0.*I, 0.009816485853186842 + 0.*I, 0.0002640752591931417 + 0.*I, 4.031176192853536*^-6 + 0.*I, 3.974141016271915*^-8 + 0.*I, 7.041034422172743*^-11 + 0.*I, 1.8114998390217352*^-8 + 0.*I, 5.530323976543627*^-7 + 0.*I, 7.398783807843757*^-6 + 0.*I, 0.000020929707189587535 + 0.*I, 0.000013503987000840212 + 0.*I, 0.00001153868620651366 + 0.*I, 3.626734401684928*^-6 + 0.*I, 2.2458819248782902*^-7 + 0.*I, 5.837397232255626*^-9 + 0.*I, 7.600586826583822*^-11 + 0.*I, 6.994405055138486*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I}
{0.08760899389179679 + 0.*I, 0.5926545608082091 + 0.*I, 0.5046291913175961 + 0.*I, 0.16485217932660223 + 0.*I, 0.01048380941439664 + 0.*I, 0.0002936560971944502 + 0.*I, 4.6701453815245495*^-6 + 0.*I, 4.798859087884467*^-8 + 0.*I, 8.99946783761152*^-11 + 0.*I, 2.2047408343439656*^-8 + 0.*I, 6.454991874349503*^-7 + 0.*I, 8.261858597258255*^-6 + 0.*I, 0.000022061575211118626 + 0.*I, 0.000014434393208473397 + 0.*I, 0.00001223699099828224 + 0.*I, 4.050676216671435*^-6 + 0.*I, 2.620770045425047*^-7 + 0.*I, 7.103806431985049*^-9 + 0.*I, 9.798828415341633*^-11 + 0.*I, 7.394085344003543*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.08720033208899913 + 0.*I, 0.5855082494065856 + 0.*I, 0.49226074231578654 + 0.*I, 0.1689408580551888 + 0.*I, 0.01117585207159877 + 0.*I, 0.0003256792070027714 + 0.*I, 5.391644397612084*^-6 + 0.*I, 5.770099953394947*^-8 + 0.*I, 1.1461942506230117*^-10 + 0.*I, 2.6723201429490473*^-8 + 0.*I, 7.509050048426503*^-7 + 0.*I, 9.201156614402352*^-6 + 0.*I, 0.000023194124199044097 + 0.*I, 0.000015398986202841414 + 0.*I, 0.000012948638206111697 + 0.*I, 4.512222795405307*^-6 + 0.*I, 3.0479838653008073*^-7 + 0.*I, 8.609601920284149*^-9 + 0.*I, 1.2538858840116518*^-10 + 0.*I, 7.01660951563099*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.08662971892658966 + 0.*I, 0.5786858731053945 + 0.*I, 0.48008811018638303 + 0.*I, 0.17296856130719632 + 0.*I, 0.011892382167411064 + 0.*I, 0.00036026485399354163 + 0.*I, 6.203812796812259*^-6 + 0.*I, 6.909559591150582*^-8 + 0.*I, 1.45417011765403*^-10 + 0.*I, 3.2262592597476214*^-8 + 0.*I, 8.707081944336892*^-7 + 0.*I, 0.000010221016211175994 + 0.*I, 0.000024321763980594824 + 0.*I, 0.000016397138002943734 + 0.*I, 0.000013671790610736425 + 0.*I, 5.0135444018550865*^-6 + 0.*I, 3.5333940218151843*^-7 + 0.*I, 1.0392997573660523*^-8 + 0.*I, 1.6000534230897759*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.08590048503420711 + 0.*I, 0.5721928304013968 + 0.*I, 0.46812288699320526 + 0.*I, 0.17693258200479622 + 0.*I, 0.012633114725413286 + 0.*I, 0.000397533241391912 + 0.*I, 7.115313405137159*^-6 + 0.*I, 8.241258786512162*^-8 + 0.*I, 1.8540724511240117*^-10 + 0.*I, 3.880300525338498*^-8 + 0.*I, 1.0064916011742753*^-6 + 0.*I, 0.000011325833804143315 + 0.*I, 0.000025438531614518926 + 0.*I, 0.000017428098003646756 + 0.*I, 0.000014404469617090855 + 0.*I, 5.556842608278601*^-6 + 0.*I, 4.0833501024906127*^-7 + 0.*I, 1.2497003432088151*^-8 + 0.*I, 2.014166611274959*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.08501648246379556 + 0.*I, 0.5660336902619967 + 0.*I, 0.4563761477051954 + 0.*I, 0.18083047439261257 + 0.*I, 0.01339771235340237 + 0.*I, 0.0004376041023990141 + 0.*I, 8.135342199899753*^-6 + 0.*I, 9.79220038388462*^-8 + 0.*I, 2.3501200985265314*^-10 + 0.*I, 4.649858276195573*^-8 + 0.*I, 1.1599654126115413*^-6 + 0.*I, 0.000012520046599462376 + 0.*I, 0.00002653809139108177 + 0.*I, 0.000018490988390462707 + 0.*I, 0.000015144558807023145 + 0.*I, 6.1443492072044145*^-6 + 0.*I, 4.704743927774757*^-7 + 0.*I, 1.497120205584679*^-8 + 0.*I, 2.5259794256271567*^-10 + 0.*I, 5.81756864903582*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.08398205741979581 + 0.*I, 0.5602122223238054 + 0.*I, 0.44485845571999866 + 0.*I, 0.18466005079218473 + 0.*I, 0.014185786293219317 + 0.*I, 0.0004805962786180729 + 0.*I, 9.273632217698946*^-6 + 0.*I, 1.1592180548802844*^-7 + 0.*I, 2.9740654383658693*^-10 + 0.*I, 5.5523408093449695*^-8 + 0.*I, 1.332977994650264*^-6 + 0.*I, 0.000013808122001357505 + 0.*I, 0.00002761374098270153 + 0.*I, 0.000019584804195060812 + 0.*I, 0.000015889806403990292 + 0.*I, 6.7783161972201356*^-6 + 0.*I, 5.404992009516719*^-7 + 0.*I, 1.7871792934442965*^-8 + 0.*I, 3.1459279625778436*^-10 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.08280202231900624 + 0.*I, 0.5547314276667992 + 0.*I, 0.4335798690686011 + 0.*I, 0.18841937747060558 + 0.*I, 0.0149968976100201 + 0.*I, 0.0005266272917969773 + 0.*I, 0.000010540459993713114 + 0.*I, 1.367429947052301*^-7 + 0.*I, 3.7461145296902037*^-10 + 0.*I, 6.607359104293665*^-8 + 0.*I, 1.5275205988984908*^-6 + 0.*I, 0.000015194540581298101 + 0.*I, 0.000028658416795224188 + 0.*I, 0.000020708411402337038 + 0.*I, 0.000016637828204046915 + 0.*I, 7.461011586329392*^-6 + 0.*I, 6.192088175538402*^-7 + 0.*I, 2.1260992966176673*^-8 + 0.*I, 3.901989842347575*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I}
{0.0814816274000041 + 0.*I, 0.5495935698382082 + 0.*I, 0.4225499471556038 + 0.*I, 0.192106769646605 + 0.*I, 0.015830558504004166 + 0.*I, 0.0005758129133948131 + 0.*I, 0.000011946646805149898 + 0.*I, 1.6074981346037023*^-7 + 0.*I, 4.702016553892463*^-10 + 0.*I, 7.836900017821337*^-8 + 0.*I, 1.7457334022807915*^-6 + 0.*I, 0.000016683780601489673 + 0.*I, 0.000029664700185172425 + 0.*I, 0.000021860547416707732 + 0.*I, 0.00001738611319357375 + 0.*I, 8.194709999465033*^-6 + 0.*I, 7.074623997738173*^-7 + 0.*I, 2.5209612175558508*^-8 + 0.*I, 4.822142685156906*^-10 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.08002653207739296 + 0.*I, 0.5448002058431989 + 0.*I, 0.4117777579144111 + 0.*I, 0.19572078568459442 + 0.*I, 0.016686233738405498 + 0.*I, 0.0006282667244006391 + 0.*I, 0.00001350355700591166 + 0.*I, 1.8834260817612858*^-7 + 0.*I, 5.888178833401981*^-10 + 0.*I, 9.265779254974404*^-8 + 0.*I, 1.989914988342889*^-6 + 0.*I, 0.000018280301983253366 + 0.*I, 0.00003062482700766367 + 0.*I, 0.000023039820806758374 + 0.*I, 0.000018132024393047175 + 0.*I, 8.981686816511571*^-6 + 0.*I, 8.06179589751821*^-7 + 0.*I, 2.9795210743088777*^-8 + 0.*I, 5.921929613350586*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.0784427762196005 + 0.*I, 0.5403522168301866 + 0.*I, 0.40127188526479785 + 0.*I, 0.1992602205135974 + 0.*I, 0.017563342172799423 + 0.*I, 0.0006840996796153577 + 0.*I, 0.000015223098603911467 + 0.*I, 2.1996158228176912*^-7 + 0.*I, 7.345901664734812*^-10 + 0.*I, 1.0921439308475557*^-7 + 0.*I, 2.262524789742315*^-6 + 0.*I, 0.000019988525590264317 + 0.*I, 0.00003153069298988953 + 0.*I, 0.000024244711416265833 + 0.*I, 0.00001887280798307245 + 0.*I, 9.824210400743993*^-6 + 0.*I, 9.163461989203371*^-7 + 0.*I, 3.51060069903042*^-8 + 0.*I, 7.246203637123472*^-10 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I}
{0.07673675152179982 + 0.*I, 0.5362498382372073 + 0.*I, 0.3910404367606146 + 0.*I, 0.2027240983111911 + 0.*I, 0.01846125838260715 + 0.*I, 0.0007434196650057956 + 0.*I, 0.00001711771380197291 + 0.*I, 2.560865963729953*^-7 + 0.*I, 9.14601727686204*^-10 + 0.*I, 1.2834739937517273*^-7 + 0.*I, 2.5661945901589438*^-6 + 0.*I, 0.000021812819794853052 + 0.*I, 0.00003237387100618605 + 0.*I, 0.00002547357000892703 + 0.*I, 0.000019605595591443148 + 0.*I, 0.000010724532994998983 + 0.*I, 1.0390138083238298*^-6 + 0.*I, 4.1238790160491596*^-8 + 0.*I, 8.820055796832094*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.07491517311359887 + 0.*I, 0.532492689197997 + 0.*I, 0.38109105135100135 + 0.*I, 0.20611166450379415 + 0.*I, 0.01937931436819529 + 0.*I, 0.000806331064007182 + 0.*I, 0.00001920037659974838 + 0.*I, 2.9724360750549295*^-7 + 0.*I, 1.13420384195706*^-9 + 0.*I, 1.5039738343602949*^-7 + 0.*I, 2.903729812153699*^-6 + 0.*I, 0.00002375747458760458 + 0.*I, 0.00003314561498601876 + 0.*I, 0.000026724621582374656 + 0.*I, 0.000020327413396969973 + 0.*I, 0.00001168488579228466 + 0.*I, 1.1753049866669585*^-6 + 0.*I, 4.830280619927407*^-8 + 0.*I, 1.0702105868176661*^-9 + 0.*I, 6.616929226765934*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.07298505154338386 + 0.*I, 0.5290798010301913 + 0.*I, 0.3714309071595867 + 0.*I, 0.20942237712200387 + 0.*I, 0.02031680132479341 + 0.*I, 0.000872934316209495 + 0.*I, 0.00002148457700634765 + 0.*I, 3.4400340354068254*^-7 + 0.*I, 1.4015899552077826*^-9 + 0.*I, 1.7574399713282673*^-7 + 0.*I, 3.278120197514056*^-6 + 0.*I, 0.00002582668738870808 + 0.*I, 0.000033836878587933945 + 0.*I, 0.000027995963991500616 + 0.*I, 0.000021035185415740898 + 0.*I, 0.000012707466789940726 + 0.*I, 1.3264142006974566*^-6 + 0.*I, 5.6418203442376587*^-8 + 0.*I, 1.29360966383274*^-9 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.0709536652411913 + 0.*I, 0.5260096446677993 + 0.*I, 0.36206672922878275 + 0.*I, 0.21265589756300773 + 0.*I, 0.021272971475405633 + 0.*I, 0.000943325491986613 + 0.*I, 0.000023984309804880862 + 0.*I, 3.969863993091849*^-7 + 0.*I, 1.7259971230032534*^-9 + 0.*I, 2.0480719342685918*^-7 + 0.*I, 3.692544203737214*^-6 + 0.*I, 0.00002802453979988684 + 0.*I, 0.00003443832721217177 + 0.*I, 0.000029285572211712466 + 0.*I, 0.00002172574258274551 + 0.*I, 0.00001379443399507352 + 0.*I, 1.4936090142469993*^-6 + 0.*I, 6.57179866081492*^-8 + 0.*I, 1.558619899810765*^-9 + 0.*I, 1.501021529293212*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.06882853356000584 + 0.*I, 0.5232801569273998 + 0.*I, 0.35300479716458005 + 0.*I, 0.21581208081200567 + 0.*I, 0.02224703995099553 + 0.*I, 0.0010175958637947957 + 0.*I, 0.000026714058409815777 + 0.*I, 4.5686339156247874*^-7 + 0.*I, 2.1193935495489313*^-9 + 0.*I, 2.3805200033422127*^-7 + 0.*I, 4.150375798595007*^-6 + 0.*I, 0.000030354977398339145 + 0.*I, 0.00003494035361040204 + 0.*I, 0.00003059129840554675 + 0.*I, 0.00002239582861385259 + 0.*I, 0.000014947895010664071 + 0.*I, 1.6782347955768275*^-6 + 0.*I, 7.634859411354*^-8 + 0.*I, 1.8708146143353588*^-9 + 0.*I, 2.0183854587685346*^-11 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.06661739046620598 + 0.*I, 0.5208887655300004 + 0.*I, 0.344250952644587 + 0.*I, 0.21889096516698459 + 0.*I, 0.02323818670739719 + 0.*I, 0.0010958314942133285 + 0.*I, 0.000029688777214431642 + 0.*I, 5.243603995452872*^-7 + 0.*I, 2.5932145319984556*^-9 + 0.*I, 2.7598918705962205*^-7 + 0.*I, 4.655189189683995*^-6 + 0.*I, 0.00003282178560048976 + 0.*I, 0.000035333093384437575 + 0.*I, 0.00003191087738496634 + 0.*I, 0.00002304210839909615 + 0.*I, 0.000016169900995954833 + 0.*I, 1.8817168045970334*^-6 + 0.*I, 8.84726070182751*^-8 + 0.*I, 2.2394086585109108*^-9 + 0.*I, 2.7000623958883807*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.06432815894481525 + 0.*I, 0.5188324128289985 + 0.*I, 0.33581060674419133 + 0.*I, 0.22189276151980408 + 0.*I, 0.024245558467006493 + 0.*I, 0.0011781128237853269 + 0.*I, 0.000032923865189715684 + 0.*I, 6.00259397742775*^-7 + 0.*I, 3.163003192696579*^-9 + 0.*I, 3.1918381271367485*^-7 + 0.*I, 5.210767417551665*^-6 + 0.*I, 0.000035428570988038643 + 0.*I, 0.000035606445414337884 + 0.*I, 0.00003324192681120053 + 0.*I, 0.000023661176218325863 + 0.*I, 0.000017462433810067072 + 0.*I, 2.1055597931862735*^-6 + 0.*I, 1.0226739455276858*^-7 + 0.*I, 2.671818322141917*^-9 + 0.*I, 3.519406988061746*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.06196892614780403 + 0.*I, 0.5171075782292035 + 0.*I, 0.3276887470739842 + 0.*I, 0.22481784225218962 + 0.*I, 0.02526827068118909 + 0.*I, 0.0012645142790201902 + 0.*I, 0.000036435146211211134 + 0.*I, 6.854008027801228*^-7 + 0.*I, 3.845812557301543*^-9 + 0.*I, 3.6825500426829194*^-7 + 0.*I, 5.821104998027237*^-6 + 0.*I, 0.000038178734418359284 + 0.*I, 0.000035750086180286196 + 0.*I, 0.000034581953012313704 + 0.*I, 0.00002424956260238531 + 0.*I, 0.000018827399594911757 + 0.*I, 2.3513525793106282*^-6 + 0.*I, 1.1792899989870875*^-7 + 0.*I, 3.1787905641067486*^-9 + 0.*I, 4.54081217071689*^-11 + 0.*I, 7.59392548843607*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.059547919319391525 + 0.*I, 0.5157102993000012 + 0.*I, 0.31988994469878135 + 0.*I, 0.22766672979199767 + 0.*I, 0.026305409496796273 + 0.*I, 0.001355103885014586 + 0.*I, 0.00004023883639625581 + 0.*I, 7.80686604251457*^-7 + 0.*I, 4.66180427594054*^-9 + 0.*I, 4.238829953706613*^-7 + 0.*I, 6.490415604964995*^-6 + 0.*I, 0.00004107545101827981 + 0.*I, 0.000035753493587975533 + 0.*I, 0.00003592835280397111 + 0.*I, 0.000024803744014256782 + 0.*I, 0.00002026661660714524 + 0.*I, 2.6207698011759817*^-6 + 0.*I, 1.356708079214286*^-7 + 0.*I, 3.770805889757867*^-9 + 0.*I, 5.7198690228688065*^-11 + 0.*I, 7.216449660063519*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I}
{0.057073482497593815 + 0.*I, 0.5146361916235964 + 0.*I, 0.3124183608433917 + 0.*I, 0.2304400848895938 + 0.*I, 0.027356033724212914 + 0.*I, 0.0014499428969916297 + 0.*I, 0.00004435151679249572 + 0.*I, 8.870814083294932*^-7 + 0.*I, 5.634803734722027*^-9 + 0.*I, 4.868129899193719*^-7 + 0.*I, 7.223136400114073*^-6 + 0.*I, 0.00004412164378297945 + 0.*I, 0.0000356059641992701 + 0.*I, 0.000037278419595665475 + 0.*I, 0.000025320151997298982 + 0.*I, 0.000021781807379994692 + 0.*I, 2.9155721836815474*^-6 + 0.*I, 1.5572678702113762*^-7 + 0.*I, 4.460387614813044*^-9 + 0.*I, 7.118750033896504*^-11 + 0.*I, 7.416289804496046*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.054554053988198355 + 0.*I, 0.5138804674309966 + 0.*I, 0.30527775338278224 + 0.*I, 0.2331386946681891 + 0.*I, 0.028419176795790868 + 0.*I, 0.0015490854459843109 + 0.*I, 0.000048790098405859794 + 0.*I, 1.005617211724541*^-6 + 0.*I, 6.7907901524222325*^-9 + 0.*I, 5.578584039156453*^-7 + 0.*I, 8.023931608036607*^-6 + 0.*I, 0.00004731996019469165 + 0.*I, 0.00003529663659129768 + 0.*I, 0.00003862934758736004 + 0.*I, 0.000025795181390897426 + 0.*I, 0.000023374589419589146 + 0.*I, 3.237610401995994*^-6 + 0.*I, 1.7835299903623536*^-7 + 0.*I, 5.262013047513392*^-9 + 0.*I, 8.779643678735738*^-11 + 0.*I, 7.416289804496046*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.05199814459020403 + 0.*I, 0.5134379531108013 + 0.*I, 0.2984714831262059 + 0.*I, 0.23576346050100394 + 0.*I, 0.029493848707207174 + 0.*I, 0.0016525781967979827 + 0.*I, 0.0000535717860072893 + 0.*I, 1.1373924024837836*^-6 + 0.*I, 8.16120504509854*^-9 + 0.*I, 6.379083927754438*^-7 + 0.*I, 8.897699799170768*^-6 + 0.*I, 0.00005067274779779752 + 0.*I, 0.00003481451300579863 + 0.*I, 0.0000399782361881762 + 0.*I, 0.000026225199789564616 + 0.*I, 0.00002504646359202667 + 0.*I, 3.5888249927396036*^-6 + 0.*I, 2.0382799892360024*^-7 + 0.*I, 6.191402945887603*^-9 + 0.*I, 1.0740297540223766*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.04941431653540107 + 0.*I, 0.5133031056836018 + 0.*I, 0.29200251991501336 + 0.*I, 0.2383153857757892 + 0.*I, 0.030579037936595558 + 0.*I, 0.00176046003119712 + 0.*I, 0.00005871403920831853 + 0.*I, 1.2835770002439517*^-6 + 0.*I, 9.780198872988421*^-9 + 0.*I, 7.279304048424252*^-7 + 0.*I, 9.849574000853069*^-6 + 0.*I, 0.00005418202679852158 + 0.*I, 0.00003414848219751577 + 0.*I, 0.000041322098409679604 + 0.*I, 0.000026606558001240902 + 0.*I, 0.000026798807595262986 + 0.*I, 3.9712511945566575*^-6 + 0.*I, 2.3245600999644014*^-7 + 0.*I, 7.267808577182678*^-9 + 0.*I, 1.3160583733906608*^-10 + 0.*I, 7.394085344003543*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.04681116310438772 + 0.*I, 0.5134700283649957 + 0.*I, 0.28587344854478225 + 0.*I, 0.24079556359339896 + 0.*I, 0.03167371333079317 + 0.*I, 0.0018727617385971844 + 0.*I, 0.0000642345287849011 + 0.*I, 1.4454107910566452*^-6 + 0.*I, 1.1688405798793156*^-8 + 0.*I, 8.289785968784713*^-7 + 0.*I, 0.00001088493060130702 + 0.*I, 0.00005784946879305864 + 0.*I, 0.00003328734619056917 + 0.*I, 0.00004265786222035217 + 0.*I, 0.000026935597796651223 + 0.*I, 0.000028632861592825524 + 0.*I, 4.387014795881328*^-6 + 0.*I, 2.6456661306184515*^-7 + 0.*I, 8.510592230948079*^-9 + 0.*I, 1.6058265828178267*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.044197288856606676 + 0.*I, 0.5139324853421973 + 0.*I, 0.2800864745494014 + 0.*I, 0.2432051644686073 + 0.*I, 0.03277682596278808 + 0.*I, 0.001989505736599284 + 0.*I, 0.00007015109260155583 + 0.*I, 1.624206591444022*^-6 + 0.*I, 1.3932810460914881*^-8 + 0.*I, 9.421988078628375*^-7 + 0.*I, 0.000012009389593892196 + 0.*I, 0.00006167636938947396 + 0.*I, 0.0000322198413948982 + 0.*I, 0.000043982380204532496 + 0.*I, 0.00002720866241201492 + 0.*I, 0.000030549720997363756 + 0.*I, 4.838337197554666*^-6 + 0.*I, 3.0051638955086446*^-7 + 0.*I, 9.942002776597293*^-9 + 0.*I, 1.944000516118649*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.04158129041780257 + 0.*I, 0.514683915904604 + 0.*I, 0.2746434298680045 + 0.*I, 0.24554542407739802 + 0.*I, 0.03388731094440267 + 0.*I, 0.002110705807178981 + 0.*I, 0.00007648169040308517 + 0.*I, 1.821353001751902*^-6 + 0.*I, 1.6566392702088706*^-8 + 0.*I, 1.0688328000441063*^-6 + 0.*I, 0.000013228818018795607 + 0.*I, 0.00006566362060755893 + 0.*I, 0.00003093466700576642 + 0.*I, 0.00004529243620154944 + 0.*I, 0.000027422106807506456 + 0.*I, 0.000032550327588865 + 0.*I, 5.3275357903004306*^-6 + 0.*I, 3.4069300713923667*^-7 + 0.*I, 1.1586998027723895*^-8 + 0.*I, 2.34212649274923*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.03897173775959662 + 0.*I, 0.5157174480815929 + 0.*I, 0.2695457784245958 + 0.*I, 0.24781763111099148 + 0.*I, 0.0350040892015846 + 0.*I, 0.0022363668565894557 + 0.*I, 0.00008324435298856515 + 0.*I, 2.0383150056701993*^-6 + 0.*I, 1.9647394822186474*^-8 + 0.*I, 1.2102260082968998*^-6 + 0.*I, 0.000014549331783797472 + 0.*I, 0.00006981168600983524 + 0.*I, 0.000029420509006783394 + 0.*I, 0.0000465847527886254 + 0.*I, 0.000027572306815493164 + 0.*I, 0.00003463545878990004 + 0.*I, 5.85702599753546*^-6 + 0.*I, 3.8551679626408486*^-7 + 0.*I, 1.3474599214191585*^-8 + 0.*I, 2.813971278214922*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
