{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.00014369171961181593 + 0.*I, 0.6352380686103942 + 0.*I, 0.2710808107807994 + 0.*I, 0.290076021141994 + 0.*I, 0.06591866005898339 + 0.*I, 0.007713899974004513 + 0.*I, 0.0005631488382062955 + 0.*I, 0.00002803468941436904 + 0.*I, 1.3067289916790514*^-6 + 0.*I, 0.00002545524699915092 + 0.*I, 0.00014137730799390624 + 0.*I, 0.0002466038864001874 + 0.*I, 0.00017088439521195653 + 0.*I, 0.00006091596678192702 + 0.*I, 0.000011775928787649548 + 0.*I, 0.00013109194298976948 + 0.*I, 0.00005631809658623866 + 0.*I, 7.916055388967891*^-6 + 0.*I, 5.539154024347681*^-7 + 0.*I, 2.2806201371849966*^-8 + 0.*I, 5.915934409017609*^-10 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.0010115102792029875 + 0.*I, 0.6406410745662035 + 0.*I, 0.275693127657406 + 0.*I, 0.29072417560620517 + 0.*I, 0.06668547327639551 + 0.*I, 0.007928625032405101 + 0.*I, 0.0005899109302154315 + 0.*I, 0.000029971903003911397 + 0.*I, 1.4665827885451677*^-6 + 0.*I, 0.000027672753799556915 + 0.*I, 0.0001501228994005288 + 0.*I, 0.000252443421611126 + 0.*I, 0.0001837864487930219 + 0.*I, 0.000060145171598691156 + 0.*I, 0.000014828893601936956 + 0.*I, 0.00013487364998177045 + 0.*I, 0.000059791526196839584 + 0.*I, 8.597833600632045*^-6 + 0.*I, 6.13769812751741*^-7 + 0.*I, 2.5735391595560486*^-8 + 0.*I, 6.79811762438476*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.0020388893714029526 + 0.*I, 0.6460439673200119 + 0.*I, 0.2805418874053834 + 0.*I, 0.29132209403379683 + 0.*I, 0.06742493871461086 + 0.*I, 0.008143134943017216 + 0.*I, 0.0006173681324161963 + 0.*I, 0.00003200773779354904 + 0.*I, 1.6438854055778052*^-6 + 0.*I, 0.00003005531019617536 + 0.*I, 0.0001592737264077826 + 0.*I, 0.00025808297261509244 + 0.*I, 0.0001971033890102447 + 0.*I, 0.00005928011739264605 + 0.*I, 0.000017994103207463755 + 0.*I, 0.00013862676861986503 + 0.*I, 0.00006342654459423613 + 0.*I, 9.32958581500998*^-6 + 0.*I, 6.793493989576406*^-7 + 0.*I, 2.9003599522070544*^-8 + 0.*I, 7.796208123522774*^-10 + 0.*I, 5.018208071305708*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.003223553544007274 + 0.*I, 0.6514403196781926 + 0.*I, 0.28562030086560775 + 0.*I, 0.2918689335316138 + 0.*I, 0.0681362540192021 + 0.*I, 0.008357169748185456 + 0.*I, 0.000645508868002409 + 0.*I, 0.00003414481539731896 + 0.*I, 1.840303998079662*^-6 + 0.*I, 0.00003261298839873916 + 0.*I, 0.00016884020621610318 + 0.*I, 0.0002634956858038607 + 0.*I, 0.00021082941241701292 + 0.*I, 0.00005832159639673762 + 0.*I, 0.000021269395000800273 + 0.*I, 0.00014234221958897567 + 0.*I, 0.00006722755800936399 + 0.*I, 0.000010114301596253485 + 0.*I, 7.511310018415429*^-7 + 0.*I, 3.26455973365114*^-8 + 0.*I, 8.923972671937009*^-10 + 0.*I, 7.01660951563099*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.414691248821327*^-12 + 0.*I}
{0.004562644347405609 + 0.*I, 0.656824141036802 + 0.*I, 0.2909214754249989 + 0.*I, 0.2923637841133919 + 0.*I, 0.06881864489700629 + 0.*I, 0.008570467179791486 + 0.*I, 0.0006743199889802655 + 0.*I, 0.00003638568260022623 + 0.*I, 2.057639192365457*^-6 + 0.*I, 0.00003535632000506439 + 0.*I, 0.0001788325182161543 + 0.*I, 0.00026865363660366626 + 0.*I, 0.00022495764520069628 + 0.*I, 0.000057270742215287385 + 0.*I, 0.000024652292207605342 + 0.*I, 0.00014601054860730045 + 0.*I, 0.00007119892380114123 + 0.*I, 0.000010955104601251266 + 0.*I, 8.296243914074354*^-7 + 0.*I, 3.6701419681151044*^-8 + 0.*I, 1.021005502366279*^-9 + 0.*I, 9.814371537686385*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I}
{0.006052717394999797 + 0.*I, 0.6621898962553969 + 0.*I, 0.2964384236235907 + 0.*I, 0.2928056742570018 + 0.*I, 0.06947136632060592 + 0.*I, 0.008782763222203727 + 0.*I, 0.0007037867761905403 + 0.*I, 0.00003873279779131878 + 0.*I, 2.297837586873186*^-6 + 0.*I, 0.00003829630961238451 + 0.*I, 0.0001892605646203194 + 0.*I, 0.00027352783680267834 + 0.*I, 0.0002394801135841007 + 0.*I, 0.00005612903799523396 + 0.*I, 0.000028139997798604103 + 0.*I, 0.00014962192338430214 + 0.*I, 0.0000753449314050414 + 0.*I, 0.000011855253401193979 + 0.*I, 9.153739988221333*^-7 + 0.*I, 4.121099017595498*^-8 + 0.*I, 1.166200469526757*^-9 + 0.*I, 1.318944953254686*^-11 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.007689741643801541 + 0.*I, 0.6675325222802009 + 0.*I, 0.302164071499611 + 0.*I, 0.29319357668999846 + 0.*I, 0.07009370372939028 + 0.*I, 0.008993792696010416 + 0.*I, 0.0007338929473910128 + 0.*I, 0.00004118852541257212 + 0.*I, 2.5629969924167995*^-6 + 0.*I, 0.00004144444201159559 + 0.*I, 0.00020013392558748677 + 0.*I, 0.0002780882381925309 + 0.*I, 0.0002543877188010413 + 0.*I, 0.00005489833241334452 + 0.*I, 0.00003172938678464022 + 0.*I, 0.00015316613959370784 + 0.*I, 0.00007966979398421616 + 0.*I, 0.000012818147188120578 + 0.*I, 1.0089616031550008*^-6 + 0.*I, 4.622038307644516*^-8 + 0.*I, 1.3300027745799527*^-9 + 0.*I, 1.70086167372574*^-11 + 0.*I, 7.815970093361104*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.009469101025194606 + 0.*I, 0.6728474423105979 + 0.*I, 0.3080912666288072 + 0.*I, 0.293526414354206 + 0.*I, 0.07068497422799692 + 0.*I, 0.00920328984199692 + 0.*I, 0.0007646206682032642 + 0.*I, 0.00004375512259180426 + 0.*I, 2.855378800070696*^-6 + 0.*I, 0.000044812694599549736 + 0.*I, 0.00021146181341524797 + 0.*I, 0.0002823037482002633 + 0.*I, 0.00026967020940738 + 0.*I, 0.00005358084680384679 + 0.*I, 0.00003541699900022621 + 0.*I, 0.0001566326212065761 + 0.*I, 0.00008417763139867418 + 0.*I, 0.000013847325597282637 + 0.*I, 1.1110071973519098*^-6 + 0.*I, 5.177720474591753*^-8 + 0.*I, 1.5137890940764011*^-9 + 0.*I, 2.0405899192610377*^-11 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.011385598534996433 + 0.*I, 0.6781305773222002 + 0.*I, 0.31421278583438905 + 0.*I, 0.2938030665269986 + 0.*I, 0.0712445277774032 + 0.*I, 0.00941098892019987 + 0.*I, 0.0007959505720078752 + 0.*I, 0.00004643473321408465 + 0.*I, 3.17741419841866*^-6 + 0.*I, 0.00004841354299678358 + 0.*I, 0.00022325302380110656 + 0.*I, 0.00028614223919198883 + 0.*I, 0.0002853161601867882 + 0.*I, 0.000052179190013212924 + 0.*I, 0.000039199030599235136 + 0.*I, 0.00016001042759672401 + 0.*I, 0.00008887245941391342 + 0.*I, 0.000014946476989408097 + 0.*I, 1.2221748058038886*^-6 + 0.*I, 5.7936810904379854*^-8 + 0.*I, 1.7208012792480078*^-9 + 0.*I, 2.4802382370126*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.013433462899592465 + 0.*I, 0.6833783547621987 + 0.*I, 0.32052134252220643 + 0.*I, 0.29402237504201345 + 0.*I, 0.07177174836541234 + 0.*I, 0.009616624807984309 + 0.*I, 0.0008278617773971321 + 0.*I, 0.00004922937320017695 + 0.*I, 3.531717585048*^-6 + 0.*I, 0.00005225997341540278 + 0.*I, 0.0002355158883915465 + 0.*I, 0.0002895705695893369 + 0.*I, 0.0003013129457940522 + 0.*I, 0.00005069636321852755 + 0.*I, 0.000043071329614008384 + 0.*I, 0.00016328825400702132 + 0.*I, 0.0000937581705828805 + 0.*I, 0.00001611943500900992 + 0.*I, 1.3431695977672577*^-6 + 0.*I, 6.475620040191643*^-8 + 0.*I, 1.9533930029069783*^-9 + 0.*I, 2.97983859809392*^-11 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.01560635789139564 + 0.*I, 0.6885877142560116 + 0.*I, 0.3270095936255935 + 0.*I, 0.29418315059739353 + 0.*I, 0.07226605516781337 + 0.*I, 0.00981993360680278 + 0.*I, 0.0008603319191946568 + 0.*I, 0.000052140923201271505 + 0.*I, 3.9210954039248244*^-6 + 0.*I, 0.000056365488587672985 + 0.*I, 0.0002482582208029882 + 0.*I, 0.0002925546040088989 + 0.*I, 0.0003176467224141888 + 0.*I, 0.00004913577300591498 + 0.*I, 0.000047029387206798397 + 0.*I, 0.0001664544412083302 + 0.*I, 0.00009883851999070715 + 0.*I, 0.000017370184979270675 + 0.*I, 1.4747433940698331*^-6 + 0.*I, 7.22991888579827*^-8 + 0.*I, 2.2148061162852177*^-9 + 0.*I, 3.5793590313915053*^-11 + 0.*I, 7.793765632868599*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.017897394388599608 + 0.*I, 0.6937561101763912 + 0.*I, 0.3336701461180036 + 0.*I, 0.29428417909720395 + 0.*I, 0.0727269036788103 + 0.*I, 0.010020653247599931 + 0.*I, 0.0008933371771879806 + 0.*I, 0.000055171116208896365 + 0.*I, 4.348559201616808*^-6 + 0.*I, 0.00006074411640355493 + 0.*I, 0.0002614872658179835 + 0.*I, 0.00029505923881956164 + 0.*I, 0.0003343024080004753 + 0.*I, 0.00004750123598906698 + 0.*I, 0.000051068334383508336 + 0.*I, 0.00016949697858592574 + 0.*I, 0.00010411710680280349 + 0.*I, 0.000018702863213704294 + 0.*I, 1.6176950001778325*^-6 + 0.*I, 8.063221201837223*^-8 + 0.*I, 2.507194452050499*^-9 + 0.*I, 4.17887946468909*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.02029914522660992 + 0.*I, 0.6988815109472025 + 0.*I, 0.3404955630738061 + 0.*I, 0.2943242280098124 + 0.*I, 0.0731537868204013 + 0.*I, 0.010218524103788875 + 0.*I, 0.0009268523182059951 + 0.*I, 0.00005832153080476133 + 0.*I, 4.817332399653652*^-6 + 0.*I, 0.0000654104135966449 + 0.*I, 0.00027520963921112696 + 0.*I, 0.0002970484294095854 + 0.*I, 0.0003512636659985801 + 0.*I, 0.00004579699079965138 + 0.*I, 0.000055182932201525155 + 0.*I, 0.0001724035165961979 + 0.*I, 0.00010959736018723021 + 0.*I, 0.000020121761790115045 + 0.*I, 1.772875002359342*^-6 + 0.*I, 8.983078725322004*^-8 + 0.*I, 2.834998902301323*^-9 + 0.*I, 4.9205084451386944*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.02280366289799662 + 0.*I, 0.7039623949689933 + 0.*I, 0.34747836924420294 + 0.*I, 0.2943020527022 + 0.*I, 0.07354623601099065 + 0.*I, 0.010413289594191077 + 0.*I, 0.0009608507339997631 + 0.*I, 0.00006159357861523773 + 0.*I, 5.330866992281358*^-6 + 0.*I, 0.00007037947298282889 + 0.*I, 0.0002894312737922178 + 0.*I, 0.0002984852242038372 + 0.*I, 0.00036851289180184216 + 0.*I, 0.00004402770141798129 + 0.*I, 0.00005936756899416196 + 0.*I, 0.00017516137340578553 + 0.*I, 0.00011528251859793671 + 0.*I, 0.000021631328994686786 + 0.*I, 1.9411861895690663*^-6 + 0.*I, 9.997380701065596*^-8 + 0.*I, 3.2015945450325493*^-9 + 0.*I, 5.7198690228688065*^-11 + 0.*I, 7.793765632868599*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.02540250012361689 + 0.*I, 0.7089977430857819 + 0.*I, 0.35461105613019406 + 0.*I, 0.29421640272440097 + 0.*I, 0.0739038221982069 + 0.*I, 0.01060469678821896 + 0.*I, 0.0009953044916022336 + 0.*I, 0.00006498849460800926 + 0.*I, 5.892851606681405*^-6 + 0.*I, 0.00007566692619143112 + 0.*I, 0.00030415735898792207 + 0.*I, 0.0002993318015898083 + 0.*I, 0.0003860311979853037 + 0.*I, 0.00004219846498898505 + 0.*I, 0.00006361625399797788 + 0.*I, 0.00017775754621585096 + 0.*I, 0.00012117561138946799 + 0.*I, 0.000023236169810481048 + 0.*I, 2.123585995938981*^-6 + 0.*I, 1.1114760223307486*^-7 + 0.*I, 3.6112002277377546*^-9 + 0.*I, 6.681322162194192*^-11 + 0.*I, 7.59392548843607*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.028086733304588662 + 0.*I, 0.7139870275215899 + 0.*I, 0.3618860865314044 + 0.*I, 0.2940660280219997 + 0.*I, 0.07422615684800071 + 0.*I, 0.010792497004596948 + 0.*I, 0.001030184383399302 + 0.*I, 0.0000685073283879234 + 0.*I, 6.507226202323579*^-6 + 0.*I, 0.00008128894821712862 + 0.*I, 0.00031939227860267044 + 0.*I, 0.0002995495124169523 + 0.*I, 0.00040379840859916527 + 0.*I, 0.00004031481519728431 + 0.*I, 0.0000679226126010235 + 0.*I, 0.00018017872340791993 + 0.*I, 0.00012727944000978653 + 0.*I, 0.0000249410482044965 + 0.*I, 2.3210900090830937*^-6 + 0.*I, 1.2344458788504653*^-7 + 0.*I, 4.068412273738886*^-9 + 0.*I, 7.760458942129844*^-11 + 0.*I, 7.394085344003543*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.030846988847388346 + 0.*I, 0.718930197253398 + 0.*I, 0.36929589855241307 + 0.*I, 0.2938496850461991 + 0.*I, 0.07451289288080698 + 0.*I, 0.010976446402799489 + 0.*I, 0.0010654599850168367 + 0.*I, 0.00007215093360546378 + 0.*I, 7.17819339524084*^-6 + 0.*I, 0.00008726225719790648 + 0.*I, 0.00033513954940112006 + 0.*I, 0.00029909892440560526 + 0.*I, 0.0004217930497985023 + 0.*I, 0.00003838272739642434 + 0.*I, 0.00007227988281233166 + 0.*I, 0.00018241129799978495 + 0.*I, 0.0001335965581938936 + 0.*I, 0.00002675088779380275 + 0.*I, 2.5347738130676593*^-6 + 0.*I, 1.3696439538080088*^-7 + 0.*I, 4.577382917148043*^-9 + 0.*I, 8.881784197001254*^-11 + 0.*I, 7.793765632868599*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.033673472330586485 + 0.*I, 0.7238276598009908 + 0.*I, 0.3768329090539924 + 0.*I, 0.29356614274620446 + 0.*I, 0.07476372555899058 + 0.*I, 0.011156306569004572 + 0.*I, 0.0011010997180038729 + 0.*I, 0.00007591996200595476 + 0.*I, 7.91022938262387*^-6 + 0.*I, 0.00009360411419301329 + 0.*I, 0.00035140175418391095 + 0.*I, 0.0002979398713964798 + 0.*I, 0.00043999235099789763 + 0.*I, 0.0000364086230053573 + 0.*I, 0.00007668090860057931 + 0.*I, 0.00018444138418782788 + 0.*I, 0.00014012925220185937 + 0.*I, 0.00002867077379953287 + 0.*I, 2.7657780066192576*^-6 + 0.*I, 1.5181640389272388*^-7 + 0.*I, 5.1449955407179004*^-9 + 0.*I, 1.0258460747536448*^-10 + 0.*I, 7.194245199571015*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.036556000471588135 + 0.*I, 0.7286802594512032 + 0.*I, 0.38448951653220487 + 0.*I, 0.2932141884124162 + 0.*I, 0.07497839330279366 + 0.*I, 0.011331845083395464 + 0.*I, 0.0011370709113833757 + 0.*I, 0.00007981484879682199 + 0.*I, 8.70810159536717*^-6 + 0.*I, 0.00010033232440420649 + 0.*I, 0.00036818047879361165 + 0.*I, 0.0002960315139910463 + 0.*I, 0.000458372238787419 + 0.*I, 0.000034399366799497955 + 0.*I, 0.00008111814140399076 + 0.*I, 0.000186254830403243 + 0.*I, 0.00014687951739311703 + 0.*I, 0.000030705949005671584 + 0.*I, 3.015305805043056*^-6 + 0.*I, 1.681153882771014*^-7 + 0.*I, 5.775802058849423*^-9 + 0.*I, 1.1759482276829658*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.03948403580940063 + 0.*I, 0.7334892519515968 + 0.*I, 0.39225810343219714 + 0.*I, 0.2927926333701869 + 0.*I, 0.0751566784528146 + 0.*I, 0.01150283608220004 + 0.*I, 0.001173339874993573 + 0.*I, 0.00008383580920590106 + 0.*I, 9.57687760205772*^-6 + 0.*I, 0.00010746523280147359 + 0.*I, 0.0003854762437915938 + 0.*I, 0.0002933323941967103 + 0.*I, 0.000476907346413924 + 0.*I, 0.000032362272195385344 + 0.*I, 0.00008558363440158702 + 0.*I, 0.00018783724160531534 + 0.*I, 0.0001538490385977198 + 0.*I, 0.00003286181780026709 + 0.*I, 3.2846316111445617*^-6 + 0.*I, 1.859861820108222*^-7 + 0.*I, 6.476796876597746*^-9 + 0.*I, 1.3440359936112145*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.04244672402380356 + 0.*I, 0.7382562757433875 + 0.*I, 0.4001310378837886 + 0.*I, 0.292300318496408 + 0.*I, 0.0752984079568142 + 0.*I, 0.011669060803010112 + 0.*I, 0.0012098719716080455 + 0.*I, 0.00008798282760125176 + 0.*I, 0.000010521940008167975 + 0.*I, 0.00011502171879396172 + 0.*I, 0.0004032884344029597 + 0.*I, 0.0002898005028173501 + 0.*I, 0.0004955710174003869 + 0.*I, 0.00003030509798662706 + 0.*I, 0.00009006904120312242 + 0.*I, 0.00018917399720042027 + 0.*I, 0.00016103916820053854 + 0.*I, 0.00003514394399939391 + 0.*I, 3.5751007931850162*^-6 + 0.*I, 2.0556358837353628*^-7 + 0.*I, 7.255596123911801*^-9 + 0.*I, 1.5358825322664416*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.04543293377641256 + 0.*I, 0.7429833198306035 + 0.*I, 0.4081006748643868 + 0.*I, 0.2917361195450052 + 0.*I, 0.07540345398040495 + 0.*I, 0.011830308110583056 + 0.*I, 0.0012466316932080448 + 0.*I, 0.00009225564781001339 + 0.*I, 0.000011549001999178188 + 0.*I, 0.00012302119318796656 + 0.*I, 0.00042161523459149924 + 0.*I, 0.0002853933515956087 + 0.*I, 0.0005143353172032405 + 0.*I, 0.0000282360457903863 + 0.*I, 0.00009456561740339708 + 0.*I, 0.00019025027060415314 + 0.*I, 0.00016845090080597203 + 0.*I, 0.000037558047405461537 + 0.*I, 3.88813139462485*^-6 + 0.*I, 2.2699040425067096*^-7 + 0.*I, 8.118195005124562*^-9 + 0.*I, 1.750155576019097*^-10 + 0.*I, 5.795364188543318*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I}
{0.048431298933193645 + 0.*I, 0.7476726884102058 + 0.*I, 0.41615935680259236 + 0.*I, 0.2910989522847851 + 0.*I, 0.07547173444519828 + 0.*I, 0.011986375008987693 + 0.*I, 0.001283582742606093 + 0.*I, 0.00009665377040946056 + 0.*I, 0.000012664117199356896 + 0.*I, 0.00013148358599668344 + 0.*I, 0.00044045355258592883 + 0.*I, 0.0002800680444003945 + 0.*I, 0.0005331710499989484 + 0.*I, 0.000026163760002972936 + 0.*I, 0.00009906421740701887 + 0.*I, 0.00019105105721894944 + 0.*I, 0.00017608485438636026 + 0.*I, 0.00004011000658277197 + 0.*I, 4.22521999610126*^-6 + 0.*I, 2.504215945720034*^-7 + 0.*I, 9.07398600702436*^-9 + 0.*I, 1.9861889910544053*^-10 + 0.*I, 5.018208071305708*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.051430263026985834 + 0.*I, 0.7523269624085949 + 0.*I, 0.4242994136268053 + 0.*I, 0.2903877774236064 + 0.*I, 0.07550321347820077 + 0.*I, 0.012137067128792369 + 0.*I, 0.001320688116202007 + 0.*I, 0.00010117643980400716 + 0.*I, 0.000013873697990440803 + 0.*I, 0.00014042934080027436 + 0.*I, 0.0004597989549992576 + 0.*I, 0.00027378136160383093 + 0.*I, 0.000552047775004283 + 0.*I, 0.00002409731840735674 + 0.*I, 0.00010355529778127705 + 0.*I, 0.00019156119541730018 + 0.*I, 0.0001839412434145871 + 0.*I, 0.00004280585219618161 + 0.*I, 4.5879430032869095*^-6 + 0.*I, 2.760215833674806*^-7 + 0.*I, 1.0130984939848988*^-8 + 0.*I, 2.247979580261017*^-10 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.0544181257717824 + 0.*I, 0.7569489581199963 + 0.*I, 0.43251316228700715 + 0.*I, 0.2896016053258066 + 0.*I, 0.07549790178160709 + 0.*I, 0.012282199197799494 + 0.*I, 0.0013579101920013772 + 0.*I, 0.00010582264180492018 + 0.*I, 0.000015184524615463602 + 0.*I, 0.00014987939860322544 + 0.*I, 0.00047964559080071467 + 0.*I, 0.0002664898424153961 + 0.*I, 0.0005709338338100168 + 0.*I, 0.00002204623119617111 + 0.*I, 0.00010802891738936894 + 0.*I, 0.0001917653952077103 + 0.*I, 0.0001920198575922072 + 0.*I, 0.00004565176801030191 + 0.*I, 4.9779599997634705*^-6 + 0.*I, 3.039679841165821*^-7 + 0.*I, 1.129980553571386*^-8 + 0.*I, 2.5439650386260837*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.057383091450202706 + 0.*I, 0.761541683141409 + 0.*I, 0.44079290576699576 + 0.*I, 0.2887395005115812 + 0.*I, 0.07545585690680312 + 0.*I, 0.012421595482203786 + 0.*I, 0.001395210815191561 + 0.*I, 0.00011059109379374377 + 0.*I, 0.00001660376380829831 + 0.*I, 0.00015985518859729098 + 0.*I, 0.0004999861237919845 + 0.*I, 0.00025814987820727003 + 0.*I, 0.0005897963751833046 + 0.*I, 0.00002002042820414829 + 0.*I, 0.00011247474338560438 + 0.*I, 0.0001916482668118391 + 0.*I, 0.0002003200362032942 + 0.*I, 0.00004865408518295311 + 0.*I, 5.397016189512272*^-6 + 0.*I, 3.3444980118702006*^-7 + 0.*I, 1.259039539291962*^-8 + 0.*I, 2.86815016181663*^-10 + 0.*I, 4.39648317751562*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.06031331894420511 + 0.*I, 0.7661082898505978 + 0.*I, 0.44913093162302076 + 0.*I, 0.2878005859388022 + 0.*I, 0.07537718344279298 + 0.*I, 0.012555090207988506 + 0.*I, 0.0014325513919999369 + 0.*I, 0.00011548024141383452 + 0.*I, 0.000018138979607229547 + 0.*I, 0.00017037860720048317 + 0.*I, 0.0005208116582000599 + 0.*I, 0.0002487178059951134 + 0.*I, 0.0006086013902173448 + 0.*I, 0.000018030253601253324 + 0.*I, 0.0001168820520147662 + 0.*I, 0.00019119435139547394 + 0.*I, 0.00020884064679815853 + 0.*I, 0.00005181928000030923 + 0.*I, 5.846946393717191*^-6 + 0.*I, 3.676697835075516*^-7 + 0.*I, 1.4014611693369263*^-8 + 0.*I, 3.237854429016807*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.06319697319838724 + 0.*I, 0.7706520266810014 + 0.*I, 0.45751951008081715 + 0.*I, 0.28678404706399263 + 0.*I, 0.07526203310639357 + 0.*I, 0.012682527951013434 + 0.*I, 0.001469892979799603 + 0.*I, 0.0001204882501992799 + 0.*I, 0.000019798149586414127 + 0.*I, 0.00018147200420148837 + 0.*I, 0.0005421116705983665 + 0.*I, 0.00023815001060079058 + 0.*I, 0.0006273137484136272 + 0.*I, 0.000016086451215535646 + 0.*I, 0.00012123973740507667 + 0.*I, 0.00019038815182170768 + 0.*I, 0.00021758005641636657 + 0.*I, 0.00005515396719335541 + 0.*I, 6.32967640523674*^-6 + 0.*I, 4.0384320332265133*^-7 + 0.*I, 1.5584200596663322*^-8 + 0.*I, 3.645972412869014*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.06602227784699988 + 0.*I, 0.7751761874889962 + 0.*I, 0.4659508917365996 + 0.*I, 0.2856891356857849 + 0.*I, 0.07511060474019172 + 0.*I, 0.012803764002611295 + 0.*I, 0.0015071963835877613 + 0.*I, 0.00012561300239966045 + 0.*I, 0.0000215896766020407 + 0.*I, 0.00019315815960041507 + 0.*I, 0.000563873937586834 + 0.*I, 0.00022640303098953043 + 0.*I, 0.0006458972410028352 + 0.*I, 0.000014200156606136717 + 0.*I, 0.00012553631600908946 + 0.*I, 0.00018921416919948086 + 0.*I, 0.00022653611180256664 + 0.*I, 0.00005866489800609998 + 0.*I, 6.847227385087251*^-6 + 0.*I, 4.4320060954561324*^-7 + 0.*I, 1.7312595801399766*^-8 + 0.*I, 4.0958347824471275*^-10 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
