{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.10925470553799776 + 0.*I, 0.13376481914939567 + 0.*I, 0.10180263681178747 + 0.*I, 0.17150947883819434 + 0.*I, 0.1303938839349872 + 0.*I, 0.09278811209159078 + 0.*I, 0.022358497278185396 + 0.*I, 0.002981889398601112 + 0.*I, 0.0002433894416009608 + 0.*I, 0.00003572039040111719 + 0.*I, 0.00006218656181111726 + 0.*I, 0.00004615645139427471 + 0.*I, 0.00005036193719831772 + 0.*I, 1.4435745931962174*^-6 + 0.*I, 6.797803808744618*^-6 + 0.*I, 3.7056773871668724*^-6 + 0.*I, 0.00002783326380484397 + 0.*I, 0.000015124511221209502 + 0.*I, 3.285424399201986*^-6 + 0.*I, 4.0145360369336913*^-7 + 0.*I, 3.18695958512194*^-8 + 0.*I, 1.7819967723653467*^-9 + 0.*I, 7.458478279431803*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.10656692263080192 + 0.*I, 0.13004183408900083 + 0.*I, 0.0955113474790048 + 0.*I, 0.17650669877220526 + 0.*I, 0.12792081983441506 + 0.*I, 0.09411130735881292 + 0.*I, 0.023086944915395872 + 0.*I, 0.00312634109298493 + 0.*I, 0.0002588899261857236 + 0.*I, 0.00003660630520929687 + 0.*I, 0.00006255414901623624 + 0.*I, 0.00004946802760752434 + 0.*I, 0.000049976479599145314 + 0.*I, 1.734290200339217*^-6 + 0.*I, 6.52307219350945*^-6 + 0.*I, 4.582015589171817*^-6 + 0.*I, 0.000028228775383887242 + 0.*I, 0.000015741693393245274 + 0.*I, 3.479555799046352*^-6 + 0.*I, 4.3160459650692934*^-7 + 0.*I, 3.474120990887286*^-8 + 0.*I, 1.968003537911045*^-9 + 0.*I, 8.300027332097672*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.1039547094286053 + 0.*I, 0.12637904121721721 + 0.*I, 0.08923953831159183 + 0.*I, 0.1813773833329924 + 0.*I, 0.12535607511441338 + 0.*I, 0.09541403552979501 + 0.*I, 0.02382935516580531 + 0.*I, 0.0032762886241988203 + 0.*I, 0.00027523569079424 + 0.*I, 0.00003745925518661153 + 0.*I, 0.00006283265918671788 + 0.*I, 0.0000528592042137177 + 0.*I, 0.00004952132799385112 + 0.*I, 2.050060010638788*^-6 + 0.*I, 6.2274819967456105*^-6 + 0.*I, 5.479193387891712*^-6 + 0.*I, 0.00002860601198140245 + 0.*I, 0.00001637481079619363 + 0.*I, 3.683071181370679*^-6 + 0.*I, 4.637371819882219*^-7 + 0.*I, 3.7846592526591394*^-8 + 0.*I, 2.1721957566001038*^-9 + 0.*I, 9.281464485866309*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.10141900434819662 + 0.*I, 0.1227788886738024 + 0.*I, 0.08299109071918664 + 0.*I, 0.18611928610621223 + 0.*I, 0.12270096858000291 + 0.*I, 0.09669500733140436 + 0.*I, 0.024585638962615345 + 0.*I, 0.00343186996920597 + 0.*I, 0.0002924643036195107 + 0.*I, 0.00003827344861040416 + 0.*I, 0.0000630165596149368 + 0.*I, 0.000056327904984776474 + 0.*I, 0.00004899583661011065 + 0.*I, 2.391450215633029*^-6 + 0.*I, 5.9110093930669905*^-6 + 0.*I, 6.396313190215609*^-6 + 0.*I, 0.000028963722797925584 + 0.*I, 0.000017023820997330574 + 0.*I, 3.896300615480186*^-6 + 0.*I, 4.979606060828702*^-7 + 0.*I, 4.120199736945551*^-8 + 0.*I, 2.3956170380756703*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.0989606314580005 + 0.*I, 0.11924362696060788 + 0.*I, 0.07676973898520513 + 0.*I, 0.19073029325220595 + 0.*I, 0.11995689835320178 + 0.*I, 0.09795293518239934 + 0.*I, 0.02535569282300365 + 0.*I, 0.0035932235993962895 + 0.*I, 0.00031061455041392355 + 0.*I, 0.00003904269059162857 + 0.*I, 0.00006310019200483907 + 0.*I, 0.00005987186380007615 + 0.*I, 0.000048399487795336433 + 0.*I, 2.758996986429452*^-6 + 0.*I, 5.573665196045852*^-6 + 0.*I, 7.332417806260594*^-6 + 0.*I, 0.000029300646398056074 + 0.*I, 0.00001768865600659808 + 0.*I, 4.119580609973639*^-6 + 0.*I, 5.343897990783831*^-7 + 0.*I, 4.4825809730753015*^-8 + 0.*I, 2.6399993302561597*^-9 + 0.*I, 1.1539658117953877*^-10 + 0.*I, 4.418687638008124*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.09658030184999668 + 0.*I, 0.11577531186461876 + 0.*I, 0.07057907158320997 + 0.*I, 0.1952084232700102 + 0.*I, 0.11712534033720969 + 0.*I, 0.09918653456220117 + 0.*I, 0.026139398642799353 + 0.*I, 0.0037604883541986216 + 0.*I, 0.0003297264544066536 + 0.*I, 0.00003976036340169742 + 0.*I, 0.00006307777240532886 + 0.*I, 0.00006348862418015246 + 0.*I, 0.000047731895191915896 + 0.*I, 3.1532046085303023*^-6 + 0.*I, 5.215496012844767*^-6 + 0.*I, 8.286489006081865*^-6 + 0.*I, 0.00002961551119895489 + 0.*I, 0.000018369221410630132 + 0.*I, 4.353253002520319*^-6 + 0.*I, 5.731447982881832*^-7 + 0.*I, 4.8736992219744486*^-8 + 0.*I, 2.9078073282562404*^-9 + 0.*I, 1.2880807531701066*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.09427861516141389 + 0.*I, 0.11237580764720258 + 0.*I, 0.06442253269460796 + 0.*I, 0.19955182663520254 + 0.*I, 0.114207846599812 + 0.*I, 0.10039452538681548 + 0.*I, 0.026936623505413596 + 0.*I, 0.003933803306388484 + 0.*I, 0.0003498412908031767 + 0.*I, 0.00004041941219501411 + 0.*I, 0.00006294339900403402 + 0.*I, 0.00006717553440171997 + 0.*I, 0.00004699280660158678 + 0.*I, 3.5745403970111056*^-6 + 0.*I, 4.836586420253752*^-6 + 0.*I, 9.257451405453311*^-6 + 0.*I, 0.000029907036602772052 + 0.*I, 0.00001906539399687546 + 0.*I, 4.597662806027359*^-6 + 0.*I, 6.143499930999496*^-7 + 0.*I, 5.295539562411023*^-8 + 0.*I, 3.200395504165954*^-9 + 0.*I, 1.4359624600501775*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.09205606123420806 + 0.*I, 0.10904679049459355 + 0.*I, 0.05830342389878674 + 0.*I, 0.2037587853032097 + 0.*I, 0.11120604368959343 + 0.*I, 0.10157563339181497 + 0.*I, 0.027747219509799418 + 0.*I, 0.004113307627617858 + 0.*I, 0.0003710016073910083 + 0.*I, 0.00004101232460307358 + 0.*I, 0.00006269105039535816 + 0.*I, 0.00007092975118361267 + 0.*I, 0.00004618211020268603 + 0.*I, 4.0234373832603865*^-6 + 0.*I, 4.437055012296298*^-6 + 0.*I, 0.000010244170001172392 + 0.*I, 0.00003017393719328965 + 0.*I, 0.000019777022597367026 + 0.*I, 4.85316038467687*^-6 + 0.*I, 6.581349909495772*^-7 + 0.*I, 5.7502180794699604*^-8 + 0.*I, 3.5198066683506113*^-9 + 0.*I, 1.596056620201125*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.08991302191060925 + 0.*I, 0.10578975220580934 + 0.*I, 0.05222490604239738 + 0.*I, 0.20782771209859613 + 0.*I, 0.10812163087658977 + 0.*I, 0.10272859151341243 + 0.*I, 0.028571023606582816 + 0.*I, 0.0042991404481940165 + 0.*I, 0.0003932512391946475 + 0.*I, 0.000041531112393577985 + 0.*I, 0.00006231459179772969 + 0.*I, 0.00007474823802144927 + 0.*I, 0.000045299836815004824 + 0.*I, 4.5002890081136115*^-6 + 0.*I, 4.017058197192114*^-6 + 0.*I, 0.000011245452191666063 + 0.*I, 0.000030414924001576086 + 0.*I, 0.00002050392520214217 + 0.*I, 5.120100188271692*^-6 + 0.*I, 7.046353944772933*^-7 + 0.*I, 6.24001961213594*^-8 + 0.*I, 3.867994813333553*^-9 + 0.*I, 1.773914348746075*^-10 + 0.*I, 7.216449660063519*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.08784977295479558 + 0.*I, 0.10260600411320375 + 0.*I, 0.04619000126440121 + 0.*I, 0.21175714998280523 + 0.*I, 0.10495637832441673 + 0.*I, 0.1038521412745963 + 0.*I, 0.02940785745519925 + 0.*I, 0.0044914407115959065 + 0.*I, 0.00041663532259761393 + 0.*I, 0.000041967293618050405 + 0.*I, 0.00006180777620823363 + 0.*I, 0.00007862776441047714 + 0.*I, 0.000044346165206654575 + 0.*I, 5.005448788786283*^-6 + 0.*I, 3.5767877992753942*^-6 + 0.*I, 0.000012260048998236073 + 0.*I, 0.000030628705216528835 + 0.*I, 0.000021245890402532556 + 0.*I, 5.398840619008639*^-6 + 0.*I, 7.539922020072255*^-7 + 0.*I, 6.767360005710545*^-8 + 0.*I, 4.248201790346684*^-9 + 0.*I, 1.971978136339203*^-10 + 0.*I, 8.193445921733655*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.0858664860980074 + 0.*I, 0.09949668121420618 + 0.*I, 0.040201595176192484 + 0.*I, 0.2155457712111897 + 0.*I, 0.10171212519838325 + 0.*I, 0.1049450341660041 + 0.*I, 0.030257527294219603 + 0.*I, 0.004690347025393394 + 0.*I, 0.00044120031139627264 + 0.*I, 0.00004231187220593569 + 0.*I, 0.00006116425039781603 + 0.*I, 0.00008256490779956493 + 0.*I, 0.00004332142358176583 + 0.*I, 5.539227609929753*^-6 + 0.*I, 3.116471813946475*^-6 + 0.*I, 0.000013286656419531086 + 0.*I, 0.00003081399060356205 + 0.*I, 0.00002200267379404153 + 0.*I, 5.68974258818855*^-6 + 0.*I, 8.063516077072564*^-7 + 0.*I, 7.334739482445231*^-8 + 0.*I, 4.662803476662703*^-9 + 0.*I, 2.1898038937706588*^-10 + 0.*I, 8.992806499463768*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.083963231198797 + 0.*I, 0.09646274650541022 + 0.*I, 0.03426243917439287 + 0.*I, 0.21919237637999525 + 0.*I, 0.0983907777091897 + 0.*I, 0.10600603302619582 + 0.*I, 0.031119823827996385 + 0.*I, 0.004895997510190321 + 0.*I, 0.00046699398998928393 + 0.*I, 0.00004255532080055247 + 0.*I, 0.000060377557198343375 + 0.*I, 0.0000865560533913623 + 0.*I, 0.00004222609299997515 + 0.*I, 6.101891791843173*^-6 + 0.*I, 2.6363747851476664*^-6 + 0.*I, 0.000014323915786818023 + 0.*I, 0.00003096949241498948 + 0.*I, 0.000022773999597269785 + 0.*I, 5.9931702045545884*^-6 + 0.*I, 8.618656011094573*^-7 + 0.*I, 7.944880309196378*^-8 + 0.*I, 5.1141979540147994*^-9 + 0.*I, 2.4280577548552174*^-10 + 0.*I, 9.992007221626409*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.0821399785119914 + 0.*I, 0.0935049955042011 + 0.*I, 0.028375152886006564 + 0.*I, 0.22269589337240436 + 0.*I, 0.09499430709700718 + 0.*I, 0.10703391341839733 + 0.*I, 0.031994522132383636 + 0.*I, 0.005108529642394721 + 0.*I, 0.0004940654855900561 + 0.*I, 0.000042687557999521175 + 0.*I, 0.000059441140010108036 + 0.*I, 0.00009059739600747464 + 0.*I, 0.00004106081259447336 + 0.*I, 6.693661802614771*^-6 + 0.*I, 2.136796206642089*^-6 + 0.*I, 0.00001537041540711215 + 0.*I, 0.00003109392840983105 + 0.*I, 0.000023559557993380057 + 0.*I, 6.309490796496676*^-6 + 0.*I, 9.206924111992977*^-7 + 0.*I, 8.600600232000488*^-8 + 0.*I, 5.605582664713893*^-9 + 0.*I, 2.6940671915554054*^-10 + 0.*I, 1.0991207943789048*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.08039660106140546 + 0.*I, 0.09062406093780508 + 0.*I, 0.022542226729416193 + 0.*I, 0.22605537620219443 + 0.*I, 0.09152474755560469 + 0.*I, 0.10802746499680717 + 0.*I, 0.0328813815737794 + 0.*I, 0.005328080093214283 + 0.*I, 0.0005224652793955898 + 0.*I, 0.00004269793099087593 + 0.*I, 0.000058348347198311515 + 0.*I, 0.00009468494179820652 + 0.*I, 0.000039826379394369844 + 0.*I, 7.314709993266889*^-6 + 0.*I, 1.618071210351957*^-6 + 0.*I, 0.000016424692583782985 + 0.*I, 0.00003118602280860472 + 0.*I, 0.000024359005212915008 + 0.*I, 6.639073002467911*^-6 + 0.*I, 9.829953961926208*^-7 + 0.*I, 9.304879089455655*^-8 + 0.*I, 6.139999619847459*^-9 + 0.*I, 2.9820590441431705*^-10 + 0.*I, 1.2212453270876724*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.07873287710840061 + 0.*I, 0.08782041759640703 + 0.*I, 0.01676602457920673 + 0.*I, 0.22927000376560258 + 0.*I, 0.0879841941072046 + 0.*I, 0.10898549287079451 + 0.*I, 0.033780145748796286 + 0.*I, 0.0055547845672077045 + 0.*I, 0.0005522452175998893 + 0.*I, 0.00004257519319317283 + 0.*I, 0.000057092435201688836 + 0.*I, 0.0000988145104185989 + 0.*I, 0.00003852375360935412 + 0.*I, 7.96515999823555*^-6 + 0.*I, 1.0805686123660507*^-6 + 0.*I, 0.000017485234615755022 + 0.*I, 0.00003124451180003263 + 0.*I, 0.000025171963002890155 + 0.*I, 6.982287614754058*^-6 + 0.*I, 1.0489453972084564*^-6 + 0.*I, 1.0060901001196498*^-7 + 0.*I, 6.7212013732387285*^-9 + 0.*I, 3.302025319840141*^-10 + 0.*I, 1.3589129821411918*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.07714849270980541 + 0.*I, 0.08509438732440257 + 0.*I, 0.011048786530798438 + 0.*I, 0.23233907850199745 + 0.*I, 0.0843748004184075 + 0.*I, 0.10990681895239884 + 0.*I, 0.03469054244000792 + 0.*I, 0.005788777632997899 + 0.*I, 0.000583458520608815 + 0.*I, 0.00004230748480438251 + 0.*I, 0.00005566657519384677 + 0.*I, 0.00010298173780398656 + 0.*I, 0.000037154058607491436 + 0.*I, 8.645082982816632*^-6 + 0.*I, 5.246924006385711*^-7 + 0.*I, 0.000018550480396228863 + 0.*I, 0.00003126814238640919 + 0.*I, 0.000025998017005868235 + 0.*I, 7.339506802317431*^-6 + 0.*I, 1.118718606640812*^-6 + 0.*I, 1.0872001077188997*^-7 + 0.*I, 7.352984887631919*^-9 + 0.*I, 3.6539660186463157*^-10 + 0.*I, 1.5210055437364645*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.07564304435979108 + 0.*I, 0.08244614414321116 + 0.*I, 0.005392631748191158 + 0.*I, 0.23526202496819695 + 0.*I, 0.08069877657139735 + 0.*I, 0.11079028329838982 + 0.*I, 0.03561228358921476 + 0.*I, 0.006030192553008186 + 0.*I, 0.0006161597904119631 + 0.*I, 0.0000418823125958312 + 0.*I, 0.00005406385659156854 + 0.*I, 0.00010718207741344798 + 0.*I, 0.000035718584001642746 + 0.*I, 9.35449759875695*^-6 + 0.*I, 4.9120596479212963*^-8 + 0.*I, 0.000019618823809963715 + 0.*I, 0.000031255677002128834 + 0.*I, 0.00002683671600500759 + 0.*I, 7.711101779328544*^-6 + 0.*I, 1.192496790203279*^-6 + 0.*I, 1.1741698724421214*^-7 + 0.*I, 8.03859201425894*^-9 + 0.*I, 4.0358827391173696*^-10 + 0.*I, 1.6209256159527285*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.07421604170819163 + 0.*I, 0.07987571949339412 + 0.*I, 0.00020043861501672922 + 0.*I, 0.23803838832980873 + 0.*I, 0.07695838678940527 + 0.*I, 0.11163474543558483 + 0.*I, 0.036545065291804235 + 0.*I, 0.006279161112399123 + 0.*I, 0.0006504050185984767 + 0.*I, 0.000041286525798156504 + 0.*I, 0.00005227728980816693 + 0.*I, 0.00011141080720200593 + 0.*I, 0.00003421878880249807 + 0.*I, 0.000010093368585373241 + 0.*I, 6.40401198737095*^-7 + 0.*I, 0.000020688612401009724 + 0.*I, 0.00003120589660010609 + 0.*I, 0.000027687572989876234 + 0.*I, 8.097447201649288*^-6 + 0.*I, 1.270470995073936*^-6 + 0.*I, 1.2673759819392674*^-7 + 0.*I, 8.783196392414538*^-9 + 0.*I, 4.464206782017755*^-10 + 0.*I, 1.8185453143360064*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.07286691035000013 + 0.*I, 0.07738300756900962 + 0.*I, 0.00572853842519816 + 0.*I, 0.24066783278180462 + 0.*I, 0.0731559471155885 + 0.*I, 0.1124390856698021 + 0.*I, 0.0374885678042114 + 0.*I, 0.006535813437991146 + 0.*I, 0.0006862515896211009 + 0.*I, 0.000040506299403553214 + 0.*I, 0.000050299816400922743 + 0.*I, 0.00011566302839938203 + 0.*I, 0.000032656298998290374 + 0.*I, 0.000010861603993994608 + 0.*I, 1.2486470080119718*^-6 + 0.*I, 0.000021758153789797063 + 0.*I, 0.000031117600407526425 + 0.*I, 0.000028550061403898045 + 0.*I, 8.498913595111901*^-6 + 0.*I, 1.3528351994196444*^-6 + 0.*I, 1.3672019072430433*^-7 + 0.*I, 9.590395144698505*^-9 + 0.*I, 4.92605956026182*^-10 + 0.*I, 2.0006218903745324*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.07159499467480068 + 0.*I, 0.07496777075119976 + 0.*I, 0.011189893529395256 + 0.*I, 0.24315013988460701 + 0.*I, 0.06929382305480569 + 0.*I, 0.11320220638479928 + 0.*I, 0.038442455578802104 + 0.*I, 0.006800277822582856 + 0.*I, 0.0007237582880126325 + 0.*I, 0.00003952710778687418 + 0.*I, 0.000048124308404950966 + 0.*I, 0.0001199336749913016 + 0.*I, 0.00003103291399408903 + 0.*I, 0.000011659055187962508 + 0.*I, 1.8733265827464154*^-6 + 0.*I, 0.000022825713985596963 + 0.*I, 0.000030989612986864756 + 0.*I, 0.000029423618408408462 + 0.*I, 8.915873195292079*^-6 + 0.*I, 1.4397931957788046*^-6 + 0.*I, 1.4740699771920163*^-7 + 0.*I, 1.0466005839759873*^-8 + 0.*I, 5.436096017774618*^-10 + 0.*I, 2.238209617644316*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.07039956077959376 + 0.*I, 0.07262964510499348 + 0.*I, 0.016582838662992927 + 0.*I, 0.24548520684499756 + 0.*I, 0.0653744271750023 + 0.*I, 0.11392303331321241 + 0.*I, 0.039406377305595264 + 0.*I, 0.0070726805397880455 + 0.*I, 0.0007629852972090846 + 0.*I, 0.00003833370740835562 + 0.*I, 0.00004574357821418574 + 0.*I, 0.0001242175140081514 + 0.*I, 0.00002935060241515686 + 0.*I, 0.000012485513600779541 + 0.*I, 2.5138766179821914*^-6 + 0.*I, 0.00002388952280441004 + 0.*I, 0.0000308207819932349 + 0.*I, 0.000030307640197513315 + 0.*I, 9.348694818278602*^-6 + 0.*I, 1.531552995537311*^-6 + 0.*I, 1.5884018544909398*^-7 + 0.*I, 1.141380323588237*^-8 + 0.*I, 5.993872065346295*^-10 + 0.*I, 2.4402702081260944*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.0692797994257921 + 0.*I, 0.07036814594780783 + 0.*I, 0.02190581433059169 + 0.*I, 0.24767304471879917 + 0.*I, 0.06140021667739859 + 0.*I, 0.11460051679801354 + 0.*I, 0.040379965986403484 + 0.*I, 0.0073531456619813085 + 0.*I, 0.0008039942053894579 + 0.*I, 0.000036910110812193864 + 0.*I, 0.00004315037960278545 + 0.*I, 0.00012850915418471942 + 0.*I, 0.000027611506991931378 + 0.*I, 0.00001334071260128411 + 0.*I, 3.1697066082969623*^-6 + 0.*I, 0.000024947773402672627 + 0.*I, 0.00003060998459147868 + 0.*I, 0.000031201485395371265 + 0.*I, 9.79774679166212*^-6 + 0.*I, 1.628332002567845*^-6 + 0.*I, 1.7106700500590935*^-7 + 0.*I, 1.2440803942581626*^-8 + 0.*I, 6.608047442568933*^-10 + 0.*I, 2.7200464103316335*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.06823482904559364 + 0.*I, 0.06818267345460871 + 0.*I, 0.027157363650798242 + 0.*I, 0.24971377656279886 + 0.*I, 0.05737369093039569 + 0.*I, 0.11523363302181622 + 0.*I, 0.04136283901721161 + 0.*I, 0.007641794870383301 + 0.*I, 0.0008468479997914003 + 0.*I, 0.00003523956879636359 + 0.*I, 0.000040337417805957905 + 0.*I, 0.00013280304840268542 + 0.*I, 0.00002581794258382786 + 0.*I, 0.000014224323408029704 + 0.*I, 3.840196605153778*^-6 + 0.*I, 0.000025998627184442572 + 0.*I, 0.00003035612821111755 + 0.*I, 0.000032104470992777585 + 0.*I, 0.000010263393002141186 + 0.*I, 1.7303529942225282*^-6 + 0.*I, 1.8413399693884003*^-7 + 0.*I, 1.355200396346845*^-8 + 0.*I, 7.278178060232677*^-10 + 0.*I, 3.019806626980426*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.0672636987824049 + 0.*I, 0.06607251830699212 + 0.*I, 0.0323361291904023 + 0.*I, 0.2516076355229879 + 0.*I, 0.05329738898041114 + 0.*I, 0.11582138522399091 + 0.*I, 0.04235459829700084 + 0.*I, 0.007938747267188797 + 0.*I, 0.0008916110691981061 + 0.*I, 0.00003330454481087486 + 0.*I, 0.00003729735160717951 + 0.*I, 0.0001370935015954089 + 0.*I, 0.000023972396001603613 + 0.*I, 0.000015135954800626905 + 0.*I, 4.524701191499504*^-6 + 0.*I, 0.000027040215599960504 + 0.*I, 0.000030058154187884156 + 0.*I, 0.00003301587518933503 + 0.*I, 0.000010745994782901393 + 0.*I, 1.837846008712063*^-6 + 0.*I, 1.9809240914270276*^-7 + 0.*I, 1.4753798183164694*^-8 + 0.*I, 8.012035479509905*^-10 + 0.*I, 3.339550858072471*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.06636539156659182 + 0.*I, 0.06403686735900749 + 0.*I, 0.037440849784187165 + 0.*I, 0.25335496287279824 + 0.*I, 0.049173887030207204 + 0.*I, 0.11636280488260821 + 0.*I, 0.04335483035260435 + 0.*I, 0.008244119184186438 + 0.*I, 0.000938349198409405 + 0.*I, 0.00003108669479612303 + 0.*I, 0.00003402279959985322 + 0.*I, 0.00014137467700958695 + 0.*I, 0.00002207752740623903 + 0.*I, 0.000016075153386196916 + 0.*I, 5.222549392946974*^-6 + 0.*I, 0.000028070642388300374 + 0.*I, 0.000029715039806532676 + 0.*I, 0.00003393493481773646 + 0.*I, 0.00001124590920387192 + 0.*I, 1.9510487891949424*^-6 + 0.*I, 2.1299539909591658*^-7 + 0.*I, 1.6052581486292183*^-8 + 0.*I, 8.812062191054794*^-10 + 0.*I, 3.6992631180510216*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.06553882721300752 + 0.*I, 0.06207480931481602 + 0.*I, 0.04247035735740479 + 0.*I, 0.25495620599960134 + 0.*I, 0.04500579590078768 + 0.*I, 0.1168569528791963 + 0.*I, 0.04436310648519015 + 0.*I, 0.00855802398960215 + 0.*I, 0.0009871295632013501 + 0.*I, 0.000028566843801591805 + 0.*I, 0.000030506346004877116 + 0.*I, 0.00014564060240029875 + 0.*I, 0.00002013616879903424 + 0.*I, 0.000017041401800810266 + 0.*I, 5.933045810202487*^-6 + 0.*I, 0.000029087986619380505 + 0.*I, 0.000029325801409463285 + 0.*I, 0.000034860846187534385 + 0.*I, 0.000011763488205751571 + 0.*I, 2.0702060066213335*^-6 + 0.*I, 2.2889861117647572*^-7 + 0.*I, 1.7456014411720844*^-8 + 0.*I, 9.690026558928368*^-10 + 0.*I, 4.121147867408581*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.06478286554179592 + 0.*I, 0.06018534040299617 + 0.*I, 0.04742357375038254 + 0.*I, 0.25641191634619975 + 0.*I, 0.04079575846678285 + 0.*I, 0.11730292062919201 + 0.*I, 0.04537898293299758 + 0.*I, 0.008880571892211366 + 0.*I, 0.0010380207228211093 + 0.*I, 0.000025724965002638104 + 0.*I, 0.000026740548397796715 + 0.*I, 0.00014988517760272657 + 0.*I, 0.00001815132140148279 + 0.*I, 0.000018034117199583477 + 0.*I, 6.655472595262779*^-6 + 0.*I, 0.000030090306801788817 + 0.*I, 0.000028889496594963763 + 0.*I, 0.00003579276321996617 + 0.*I, 0.000012299077201127774 + 0.*I, 2.195569592799984*^-6 + 0.*I, 2.458597991861211*^-7 + 0.*I, 1.8971002546663843*^-8 + 0.*I, 1.0646150627735551*^-9 + 0.*I, 4.5807801996033965*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.06409630950918732 + 0.*I, 0.05836737003839243 + 0.*I, 0.05229950756300284 + 0.*I, 0.2577227473081978 + 0.*I, 0.03654644707999921 + 0.*I, 0.11769983118681272 + 0.*I, 0.04640200105880954 + 0.*I, 0.00921186974740529 + 0.*I, 0.0010910926119933606 + 0.*I, 0.00002254015640801299 + 0.*I, 0.00002271793959618407 + 0.*I, 0.00015410218279221513 + 0.*I, 0.00001612615840862475 + 0.*I, 0.00001905265258894673 + 0.*I, 7.389090805887121*^-6 + 0.*I, 0.00003107564219284598 + 0.*I, 0.00002840522781433208 + 0.*I, 0.00003672979980162694 + 0.*I, 0.000012853016784220019 + 0.*I, 2.3273987848071442*^-6 + 0.*I, 2.6394080254732444*^-7 + 0.*I, 2.060600579056882*^-8 + 0.*I, 1.16879839140438*^-9 + 0.*I, 5.040412531798211*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I}
{0.06347790834939639 + 0.*I, 0.056619726456408344 + 0.*I, 0.057097251015014734 + 0.*I, 0.2588894520918039 + 0.*I, 0.032260560974206605 + 0.*I, 0.1180468403201962 + 0.*I, 0.047431687552590425 + 0.*I, 0.00955202085779483 + 0.*I, 0.001146416530217742 + 0.*I, 0.00001899061858878781 + 0.*I, 0.000018431036985511184 + 0.*I, 0.00015828528538985864 + 0.*I, 0.000014064018993842355 + 0.*I, 0.000020096293784632735 + 0.*I, 8.133141382593578*^-6 + 0.*I, 0.00003204201659556816 + 0.*I, 0.00002787214419264217 + 0.*I, 0.000037671027608432446 + 0.*I, 0.00001342563900053051 + 0.*I, 2.465960391440092*^-6 + 0.*I, 2.8320559231076464*^-7 + 0.*I, 2.2368995544752576*^-8 + 0.*I, 1.282396411284026*^-9 + 0.*I, 5.540012892879531*^-11 + 0.*I, 2.62012633811537*^-12 + 0.*I}
