{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.19414495912040144 + 0.*I, 0.38525020471900095 + 0.*I, 0.38108590129739556 + 0.*I, 0.18429247060560708 + 0.*I, 0.01359468222479343 + 0.*I, 0.00041507134860285794 + 0.*I, 6.963818588445747*^-6 + 0.*I, 7.400420276582055*^-8 + 0.*I, 5.088152121857092*^-10 + 0.*I, 1.7029933019330201*^-9 + 0.*I, 4.742379822175735*^-8 + 0.*I, 5.7773339445788*^-7 + 0.*I, 1.4512773871544484*^-6 + 0.*I, 9.602753814341727*^-7 + 0.*I, 8.142419849477277*^-7 + 0.*I, 2.838607793265169*^-7 + 0.*I, 1.9246204630007927*^-8 + 0.*I, 5.496048061104376*^-10 + 0.*I, 9.414691248821327*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.19948480313161096 + 0.*I, 0.3668018104376003 + 0.*I, 0.36234476862959664 + 0.*I, 0.18890517137040158 + 0.*I, 0.014565145391998158 + 0.*I, 0.0004633462278080813 + 0.*I, 8.09179760974388*^-6 + 0.*I, 8.947180774043774*^-8 + 0.*I, 6.401990049198504*^-10 + 0.*I, 2.0573986958538626*^-9 + 0.*I, 5.501521460615777*^-8 + 0.*I, 6.419087927866941*^-7 + 0.*I, 1.521854597896777*^-6 + 0.*I, 1.0223720037227935*^-6 + 0.*I, 8.600104184353087*^-7 + 0.*I, 3.155137928700924*^-7 + 0.*I, 2.2322388382178818*^-8 + 0.*I, 6.640021865678137*^-10 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.20477140632959578 + 0.*I, 0.34839294018720324 + 0.*I, 0.34363070229301856 + 0.*I, 0.19342905604138316 + 0.*I, 0.015579082237615617 + 0.*I, 0.0005160235772017075 + 0.*I, 9.373751197472304*^-6 + 0.*I, 1.077635980450964*^-7 + 0.*I, 8.012035479509905*^-10 + 0.*I, 2.4766189099523217*^-9 + 0.*I, 6.362401716586419*^-8 + 0.*I, 7.114485889303523*^-7 + 0.*I, 1.5917364093454014*^-6 + 0.*I, 1.0864887933781375*^-6 + 0.*I, 9.064118122736886*^-7 + 0.*I, 3.498339840035669*^-7 + 0.*I, 2.5809598902526435*^-8 + 0.*I, 7.988054662178002*^-10 + 0.*I, 1.4788170688007085*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.209998585681781 + 0.*I, 0.33003973793199753 + 0.*I, 0.3249597987884157 + 0.*I, 0.19785721426399674 + 0.*I, 0.016636962847016434 + 0.*I, 0.0005733905104055027 + 0.*I, 0.000010826815799447331 + 0.*I, 1.2932239723539854*^-7 + 0.*I, 9.982015214404785*^-10 + 0.*I, 2.9706015425290393*^-9 + 0.*I, 7.336020679815648*^-8 + 0.*I, 7.86634379856821*^-7 + 0.*I, 1.6605216091036825*^-6 + 0.*I, 1.1525687959590416*^-6 + 0.*I, 9.533115852278229*^-7 + 0.*I, 3.869656151067602*^-7 + 0.*I, 2.9752200703114798*^-8 + 0.*I, 9.574119275157502*^-10 + 0.*I, 1.800781745942004*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2151602707930023 + 0.*I, 0.3117581092008104 + 0.*I, 0.3063479427368066 + 0.*I, 0.20218287361100096 + 0.*I, 0.017739193707599913 + 0.*I, 0.0006357443665949704 + 0.*I, 0.000012469596399888871 + 0.*I, 1.5465020375415864*^-7 + 0.*I, 1.2390088954816747*^-9 + 0.*I, 3.5504044149092806*^-9 + 0.*I, 8.43420000506967*^-8 + 0.*I, 8.677492058239978*^-7 + 0.*I, 1.7277850039576494*^-6 + 0.*I, 1.2205465971248941*^-6 + 0.*I, 1.0005678063862435*^-6 + 0.*I, 4.270535924888464*^-7 + 0.*I, 3.419780014723983*^-8 + 0.*I, 1.1433964886009562*^-9 + 0.*I, 2.2204460492503134*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.22025051184659805 + 0.*I, 0.293563702256594 + 0.*I, 0.28781078895001594 + 0.*I, 0.20639940866400422 + 0.*I, 0.018886115706018284 + 0.*I, 0.0007033925790045359 + 0.*I, 0.000014322252006593317 + 0.*I, 1.8431201009860845*^-7 + 0.*I, 1.5315970713913885*^-9 + 0.*I, 4.228395411587371*^-9 + 0.*I, 9.669680611779086*^-8 + 0.*I, 9.550765955879115*^-7 + 0.*I, 1.7930781970321166*^-6 + 0.*I, 1.290348800031538*^-6 + 0.*I, 1.0480285972391814*^-6 + 0.*I, 4.702445988158388*^-7 + 0.*I, 3.919820024123056*^-8 + 0.*I, 1.361399881716352*^-9 + 0.*I, 2.7200464103316335*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.22526348730500526 + 0.*I, 0.2754718898285935 + 0.*I, 0.2693637450236208 + 0.*I, 0.2105003498052094 + 0.*I, 0.02007800223979839 + 0.*I, 0.0007766525136121417 + 0.*I, 0.00001640658380264171 + 0.*I, 2.1894519530718529*^-7 + 0.*I, 1.8860024653122313*^-9 + 0.*I, 5.019606952316736*^-9 + 0.*I, 1.1056260351693936*^-7 + 0.*I, 1.0489005886071825*^-6 + 0.*I, 1.8559302095155772*^-6 + 0.*I, 1.3618945970961251*^-6 + 0.*I, 1.0955335971729596*^-6 + 0.*I, 5.166848060511597*^-7 + 0.*I, 4.4808401433726885*^-8 + 0.*I, 1.6152190696061555*^-9 + 0.*I, 3.3217872896784684*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.23019351136039923 + 0.*I, 0.2574977514238075 + 0.*I, 0.25102195447359593 + 0.*I, 0.21447939170440303 + 0.*I, 0.021315057451198882 + 0.*I, 0.0008558512814005327 + 0.*I, 0.000018746123808810466 + 0.*I, 2.592648096211292*^-7 + 0.*I, 2.3135937610163637*^-9 + 0.*I, 5.93980420404705*^-9 + 0.*I, 1.2608658561674702*^-7 + 0.*I, 1.1495028040542365*^-6 + 0.*I, 1.9158480135672566*^-6 + 0.*I, 1.4350943988716836*^-6 + 0.*I, 1.142913386154021*^-6 + 0.*I, 5.66521185518809*^-7 + 0.*I, 5.108760081640185*^-8 + 0.*I, 1.9103829629329994*^-9 + 0.*I, 4.04121180963557*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2350350411231883 + 0.*I, 0.2396560562549999 + 0.*I, 0.2328002804447893 + 0.*I, 0.2183304014903964 + 0.*I, 0.022597414585590062 + 0.*I, 0.0009413255180001913 + 0.*I, 0.000021366227787034123 + 0.*I, 3.060720121794703*^-7 + 0.*I, 2.8282043373906167*^-9 + 0.*I, 7.006795144093303*^-9 + 0.*I, 1.434270036071439*^-7 + 0.*I, 1.2571619967260972*^-6 + 0.*I, 1.972316199250202*^-6 + 0.*I, 1.509850600101004*^-6 + 0.*I, 1.189991594152673*^-6 + 0.*I, 6.199001978401952*^-7 + 0.*I, 5.8099414168566454*^-8 + 0.*I, 2.252598108043458*^-9 + 0.*I, 4.9205084451386944*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.23978268354101218 + 0.*I, 0.2219612467990073 + 0.*I, 0.21471329000459782 + 0.*I, 0.22204742659539536 + 0.*I, 0.023925134473401496 + 0.*I, 0.001033421133200818 + 0.*I, 0.000024294165812399626 + 0.*I, 3.6026299721214633*^-7 + 0.*I, 3.4449998409513687*^-9 + 0.*I, 8.240985671648104*^-9 + 0.*I, 1.627523893432681*^-7 + 0.*I, 1.3721530134347406*^-6 + 0.*I, 2.02479901734165*^-6 + 0.*I, 1.5860577962101276*^-6 + 0.*I, 1.2365830137639477*^-6 + 0.*I, 6.769667937334134*^-7 + 0.*I, 6.59119869794722*^-8 + 0.*I, 2.648392616322326*^-9 + 0.*I, 5.979661210631094*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.24443120203558877 + 0.*I, 0.20442742301198805 + 0.*I, 0.19677523904961802 + 0.*I, 0.22562470226321632 + 0.*I, 0.025298204147405915 + 0.*I, 0.0011324930317968551 + 0.*I, 0.00002755921839625586 + 0.*I, 4.228360106495188*^-7 + 0.*I, 4.1819880891580405*^-9 + 0.*I, 9.664402611520018*^-9 + 0.*I, 1.842439978361199*^-7 + 0.*I, 1.494745593966229*^-6 + 0.*I, 2.0727400018571984*^-6 + 0.*I, 1.6636024113836358*^-6 + 0.*I, 1.2824949990886127*^-6 + 0.*I, 7.378641919686402*^-7 + 0.*I, 7.459719508773333*^-8 + 0.*I, 3.1046054616012952*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.24897552284659513 + 0.*I, 0.18706832721939737 + 0.*I, 0.1790000578393958 + 0.*I, 0.22905665870920358 + 0.*I, 0.02671653558881104 + 0.*I, 0.0012389048036132166 + 0.*I, 0.0000311927711882376 + 0.*I, 4.949034071444203*^-7 + 0.*I, 5.0599968659525985*^-9 + 0.*I, 1.1302003777302614*^-8 + 0.*I, 2.0809318712622374*^-7 + 0.*I, 1.6252023948837293*^-6 + 0.*I, 2.1155638130210264*^-6 + 0.*I, 1.74236278738249*^-6 + 0.*I, 1.3275281984803655*^-6 + 0.*I, 8.027342124350412*^-7 + 0.*I, 8.42323988337057*^-8 + 0.*I, 3.6292080451971746*^-9 + 0.*I, 8.699707620962727*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2534107410824049 + 0.*I, 0.16989732970278396 + 0.*I, 0.16140133717619246 + 0.*I, 0.23233792792580757 + 0.*I, 0.02817996461199624 + 0.*I, 0.0013530283818008473 + 0.*I, 0.00003522841161007762 + 0.*I, 5.776999989492993*^-7 + 0.*I, 6.1029847842064555*^-9 + 0.*I, 1.3180811997415278*^-8 + 0.*I, 2.3450459352147845*^-7 + 0.*I, 1.7637773908063537*^-6 + 0.*I, 2.1526764149015776*^-6 + 0.*I, 1.8222106046295041*^-6 + 0.*I, 1.3714761992744686*^-6 + 0.*I, 8.717152111259453*^-7 + 0.*I, 9.489939944984373*^-8 + 0.*I, 4.2311931736094274*^-9 + 0.*I, 1.0460521338018225*^-10 + 0.*I, 3.0198066269804258*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.25773212645960886 + 0.*I, 0.1529274150013915 + 0.*I, 0.14399231524540035 + 0.*I, 0.2354633501220116 + 0.*I, 0.029688249883785822 + 0.*I, 0.001475243674398108 + 0.*I, 0.000039702026999322015 + 0.*I, 6.725942025553877*^-7 + 0.*I, 7.33799687679948*^-9 + 0.*I, 1.5332002334389472*^-8 + 0.*I, 2.63694799329528*^-7 + 0.*I, 1.9107150084352047*^-6 + 0.*I, 2.1834671848353086*^-6 + 0.*I, 1.9030081954696245*^-6 + 0.*I, 1.4141262161260215*^-6 + 0.*I, 9.449415916407133*^-7 + 0.*I, 1.0668519401235699*^-7 + 0.*I, 4.919398222114069*^-9 + 0.*I, 1.2521095271722515*^-10 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I}
{0.26193512872900726 + 0.*I, 0.13617116893880346 + 0.*I, 0.12678586513319437 + 0.*I, 0.23842797979338748 + 0.*I, 0.031241072084609023 + 0.*I, 0.0016059381618083182 + 0.*I, 0.00004465190119873342 + 0.*I, 7.811000068969065*^-7 + 0.*I, 8.796585682091518*^-9 + 0.*I, 1.7788392980833126*^-8 + 0.*I, 2.958933986718648*^-7 + 0.*I, 2.0662481947653077*^-6 + 0.*I, 2.20730860256424*^-6 + 0.*I, 1.9846125853817402*^-6 + 0.*I, 1.4552606009132776*^-6 + 0.*I, 1.022544204865028*^-6 + 0.*I, 1.1968142032969808*^-7 + 0.*I, 5.7056137592326195*^-9 + 0.*I, 1.4979129048242612*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2660153827827916 + 0.*I, 0.11964076639978673 + 0.*I, 0.10979448303340968 + 0.*I, 0.2412270914118109 + 0.*I, 0.03283803321079137 + 0.*I, 0.0017455064685867328 + 0.*I, 0.000050118814787225574 + 0.*I, 9.048896076890857*^-7 + 0.*I, 1.0514789039461904*^-8 + 0.*I, 2.05867989322428*^-8 + 0.*I, 3.3134279764368557*^-7 + 0.*I, 2.2305965963198564*^-6 + 0.*I, 2.2235586039087707*^-6 + 0.*I, 2.066872406558673*^-6 + 0.*I, 1.4946555992878534*^-6 + 0.*I, 1.1046489944988027*^-6 + 0.*I, 1.3398540055220567*^-7 + 0.*I, 6.6009864241323166*^-9 + 0.*I, 1.7859047574120268*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2699687134337881 + 0.*I, 0.10334795985980083 + 0.*I, 0.09303027715461543 + 0.*I, 0.2438561847327936 + 0.*I, 0.03447865601660106 + 0.*I, 0.0018943499020096508 + 0.*I, 0.00005614614260185392 + 0.*I, 1.0458047983163965*^-6 + 0.*I, 1.2532996862546499*^-8 + 0.*I, 2.3767787737938306*^-8 + 0.*I, 3.702995909904417*^-7 + 0.*I, 2.4039660040386934*^-6 + 0.*I, 2.2315622016932934*^-6 + 0.*I, 2.149629008130205*^-6 + 0.*I, 1.5320831936449508*^-6 + 0.*I, 1.191375798015315*^-6 + 0.*I, 1.496996082650526*^-7 + 0.*I, 7.61839480389881*^-9 + 0.*I, 2.1260770921571748*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.27379113986139014 + 0.*I, 0.0873040686879989 + 0.*I, 0.07650495733959596 + 0.*I, 0.2463109897130167 + 0.*I, 0.036162383603399746 + 0.*I, 0.0020528759663962504 + 0.*I, 0.00006277995321379849 + 0.*I, 1.2058730014530283*^-6 + 0.*I, 1.4897616473774635*^-8 + 0.*I, 2.7375990363509576*^-8 + 0.*I, 4.1303320763574897*^-7 + 0.*I, 2.586544600724494*^-6 + 0.*I, 2.2306511970882075*^-6 + 0.*I, 2.2327185877912825*^-6 + 0.*I, 1.567312013506239*^-6 + 0.*I, 1.2828383910701293*^-6 + 0.*I, 1.669324012354423*^-7 + 0.*I, 8.772182980010257*^-9 + 0.*I, 2.5239810241828314*^-10 + 0.*I, 5.795364188543318*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.27747887972360274 + 0.*I, 0.07151996922860616 + 0.*I, 0.060229825404611866 + 0.*I, 0.24858747103200243 + 0.*I, 0.03788857914979183 + 0.*I, 0.0022214978427914644 + 0.*I, 0.00007006910560658498 + 0.*I, 1.3873189930180276*^-6 + 0.*I, 1.7661205831132065*^-8 + 0.*I, 3.1459990168514196*^-8 + 0.*I, 4.598283975809636*^-7 + 0.*I, 2.7785044043326934*^-6 + 0.*I, 2.220148398457411*^-6 + 0.*I, 2.3159695938801406*^-6 + 0.*I, 1.6001060032522219*^-6 + 0.*I, 1.3791431996423853*^-6 + 0.*I, 1.8579620064684832*^-7 + 0.*I, 1.0077405576680576*^-8 + 0.*I, 2.986055847031821*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2810283529227853 + 0.*I, 0.05600608566900256 + 0.*I, 0.04421576620681212 + 0.*I, 0.25068183222101137 + 0.*I, 0.039656525789610875 + 0.*I, 0.002400633848997913 + 0.*I, 0.0000780653500065398 + 0.*I, 1.5925837981711768*^-6 + 0.*I, 2.0883583751185597*^-8 + 0.*I, 3.607261156446384*^-8 + 0.*I, 5.109822120985542*^-7 + 0.*I, 2.9799954059939178*^-6 + 0.*I, 2.1993664001129787*^-6 + 0.*I, 2.3992049902332724*^-6 + 0.*I, 1.63022759736009*^-6 + 0.*I, 1.4803895886927876*^-6 + 0.*I, 2.0641139908406106*^-7 + 0.*I, 1.1551803957843278*^-8 + 0.*I, 3.5258462816045727*^-10 + 0.*I, 8.01581023779363*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.28443618503199986 + 0.*I, 0.04077238170818731 + 0.*I, 0.02847323944281666 + 0.*I, 0.2525905193867973 + 0.*I, 0.041465426631193125 + 0.*I, 0.00259070686241536 + 0.*I, 0.00008682342220733831 + 0.*I, 1.8243370147885685*^-6 + 0.*I, 2.4631607864478156*^-8 + 0.*I, 4.127180819324394*^-8 + 0.*I, 5.668076008547018*^-7 + 0.*I, 3.1911475906198916*^-6 + 0.*I, 2.167611401482361*^-6 + 0.*I, 2.4822421895720485*^-6 + 0.*I, 1.6574368100208403*^-6 + 0.*I, 1.5866671976283442*^-6 + 0.*I, 2.2890198625447058*^-7 + 0.*I, 1.3213186100813347*^-8 + 0.*I, 4.154010468937486*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.28769921037079543 + 0.*I, 0.02582835302298303 + 0.*I, 0.013012272190415787 + 0.*I, 0.25431022453761276 + 0.*I, 0.04331440492419958 + 0.*I, 0.0027921437255828967 + 0.*I, 0.00009640114000397659 + 0.*I, 2.0854971971573377*^-6 + 0.*I, 2.8981417266038537*^-8 + 0.*I, 4.7120995994021087*^-8 + 0.*I, 6.276315911435404*^-7 + 0.*I, 3.412066806873782*^-6 + 0.*I, 2.124183406948532*^-6 + 0.*I, 2.5648931867294777*^-6 + 0.*I, 1.6814921899310775*^-6 + 0.*I, 1.698057205956616*^-6 + 0.*I, 2.533985909991543*^-7 + 0.*I, 1.5081980109243887*^-8 + 0.*I, 4.882094728486664*^-10 + 0.*I, 1.1213252548714081*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.29081447473100486 + 0.*I, 0.011183020541793988 + 0.*I, 0.002157547813386174 + 0.*I, 0.2558378885036072 + 0.*I, 0.045202504369412644 + 0.*I, 0.003005374619391432 + 0.*I, 0.00010685949900501868 + 0.*I, 2.37924759893815*^-6 + 0.*I, 3.4017788586027116*^-8 + 0.*I, 5.3688609114033177*^-8 + 0.*I, 6.937959984298915*^-7 + 0.*I, 3.642834212058688*^-6 + 0.*I, 2.0683794010878387*^-6 + 0.*I, 2.646964980534961*^-6 + 0.*I, 1.7021523968097085*^-6 + 0.*I, 1.814630201657508*^-6 + 0.*I, 2.800373932743128*^-7 + 0.*I, 1.717939124290524*^-8 + 0.*I, 5.720091067473733*^-10 + 0.*I, 1.3211653993039363*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2937792377541993 + 0.*I, 0.0031550754726161756 + 0.*I, 0.01702707814921212 + 0.*I, 0.2571707034523918 + 0.*I, 0.04712868957241767 + 0.*I, 0.003230832415601625 + 0.*I, 0.0001182627640039513 + 0.*I, 2.7090556020681338*^-6 + 0.*I, 3.983660068485051*^-8 + 0.*I, 6.104918792715353*^-8 + 0.*I, 7.656572043046596*^-7 + 0.*I, 3.883503985058212*^-6 + 0.*I, 1.9994946143242487*^-6 + 0.*I, 2.72825979585889*^-6 + 0.*I, 1.719175402037365*^-6 + 0.*I, 1.936445803707443*^-6 + 0.*I, 3.08960412809256*^-7 + 0.*I, 1.952960015927374*^-8 + 0.*I, 6.685985098897618*^-10 + 0.*I, 1.5210055437364645*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29659097495120523 + 0.*I, 0.01717788053499092 + 0.*I, 0.03158762694721596 + 0.*I, 0.2583061150048138 + 0.*I, 0.049091846641013966 + 0.*I, 0.0034689520017838764 + 0.*I, 0.0001306785616161932 + 0.*I, 3.0786938109983453*^-6 + 0.*I, 4.65457894449628*^-8 + 0.*I, 6.928240203762925*^-8 + 0.*I, 8.435856013733201*^-7 + 0.*I, 4.134099995667385*^-6 + 0.*I, 1.9168232112676264*^-6 + 0.*I, 2.8085771930363994*^-6 + 0.*I, 1.7323217971210172*^-6 + 0.*I, 2.063552795306123*^-6 + 0.*I, 3.403163972848234*^-7 + 0.*I, 2.215820860129725*^-8 + 0.*I, 7.805978086139477*^-10 + 0.*I, 1.8407497748285095*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I}
{0.2992473793766104 + 0.*I, 0.03087783023238977 + 0.*I, 0.04583095738239784 + 0.*I, 0.25924182394301276 + 0.*I, 0.05109078392080413 + 0.*I, 0.003720169585208488 + 0.*I, 0.0001441779665878329 + 0.*I, 3.4922574165818787*^-6 + 0.*I, 5.426499249949757*^-8 + 0.*I, 7.84764031536156*^-8 + 0.*I, 9.279672141815355*^-7 + 0.*I, 4.3946175809495*^-6 + 0.*I, 1.8196633977396461*^-6 + 0.*I, 2.88771120349196*^-6 + 0.*I, 1.7413521957720945*^-6 + 0.*I, 2.1959865925680333*^-6 + 0.*I, 3.7425820220704514*^-7 + 0.*I, 2.5093194189196314*^-8 + 0.*I, 9.092060437865259*^-10 + 0.*I, 2.1804780203638078*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3017463629439998 + 0.*I, 0.04424785372081353 + 0.*I, 0.059749291422206426 + 0.*I, 0.2599757875228148 + 0.*I, 0.053124232874779416 + 0.*I, 0.003984921974797828 + 0.*I, 0.00015883559061347086 + 0.*I, 3.954188998456232*^-6 + 0.*I, 6.312881328796038*^-8 + 0.*I, 8.872420576011564*^-8 + 0.*I, 1.0192021893118408*^-6 + 0.*I, 4.665017994121001*^-6 + 0.*I, 1.7073165992087525*^-6 + 0.*I, 2.965454792835942*^-6 + 0.*I, 1.7460316081852056*^-6 + 0.*I, 2.3337701993142446*^-6 + 0.*I, 4.1094561087362536*^-7 + 0.*I, 2.836439971787286*^-8 + 0.*I, 1.0565992525357615*^-9 + 0.*I, 2.600142323672117*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
