{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11479606790080754 + 0.*I, 0.07814605238939955 + 0.*I, 0.018155690779786404 + 0.*I, 0.01477938309879523 + 0.*I, 0.014987734258986586 + 0.*I, 0.0053830769005891455 + 0.*I, 0.08554297091338814 + 0.*I, 0.1915436493486078 + 0.*I, 0.09950266395120089 + 0.*I, 0.09322570917718599 + 0.*I, 0.1364647573829869 + 0.*I, 0.04512756085619518 + 0.*I, 0.02306978493300527 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11512385889758671 + 0.*I, 0.07815399015618785 + 0.*I, 0.018158537174395306 + 0.*I, 0.014817733682792602 + 0.*I, 0.015420367679408468 + 0.*I, 0.005049792756395278 + 0.*I, 0.08338990451339791 + 0.*I, 0.19094694812679672 + 0.*I, 0.1027526788671962 + 0.*I, 0.0904889123530095 + 0.*I, 0.13737150508219553 + 0.*I, 0.04707488040400776 + 0.*I, 0.022279777695999318 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11545150226900946 + 0.*I, 0.07816261097681187 + 0.*I, 0.01815772403679361 + 0.*I, 0.014847336246792688 + 0.*I, 0.015853477159999407 + 0.*I, 0.004735666677602169 + 0.*I, 0.08125144724140389 + 0.*I, 0.19029124504079678 + 0.*I, 0.10595777669039075 + 0.*I, 0.08770096302838093 + 0.*I, 0.13822192186360716 + 0.*I, 0.049031836895996335 + 0.*I, 0.02146714324720023 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11577892448640936 + 0.*I, 0.07817210058000401 + 0.*I, 0.018153097925788234 + 0.*I, 0.014868090440001149 + 0.*I, 0.016287074315401995 + 0.*I, 0.004442025752582347 + 0.*I, 0.07912560394898184 + 0.*I, 0.18957783940539155 + 0.*I, 0.10911897408660279 + 0.*I, 0.08486560154440936 + 0.*I, 0.13901458138079748 + 0.*I, 0.05099581410339393 + 0.*I, 0.020630629782592003 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11610604156438997 + 0.*I, 0.07818262355260841 + 0.*I, 0.01814448699479776 + 0.*I, 0.014879929823385929 + 0.*I, 0.016720990561003294 + 0.*I, 0.004170456392604827 + 0.*I, 0.0770104541645944 + 0.*I, 0.18880782189699133 + 0.*I, 0.11223724983540073 + 0.*I, 0.08198639964359102 + 0.*I, 0.13974816050819627 + 0.*I, 0.0529641663558067 + 0.*I, 0.019768944919595913 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11643276005979254 + 0.*I, 0.07819432216439326 + 0.*I, 0.01813170447619861 + 0.*I, 0.014882833070806178 + 0.*I, 0.01715487499860391 + 0.*I, 0.003922741932194107 + 0.*I, 0.07490423916260981 + 0.*I, 0.1879820685684042 + 0.*I, 0.11531347180980256 + 0.*I, 0.07906668599200195 + 0.*I, 0.14042145735340128 + 0.*I, 0.05493427272880158 + 0.*I, 0.0188807964905946 + 0.*I}
{0.11675897817440274 + 0.*I, 0.07820731550000626 + 0.*I, 0.018114552691606004 + 0.*I, 0.014876833827015545 + 0.*I, 0.017588197718798604 + 0.*I, 0.0037007956745993553 + 0.*I, 0.07280544385579459 + 0.*I, 0.18710123951579674 + 0.*I, 0.11834833025740621 + 0.*I, 0.07610947945260182 + 0.*I, 0.1410334082514009 + 0.*I, 0.05690358972201271 + 0.*I, 0.01796493420260781 + 0.*I}
{0.11675897817440274 + 0.*I, 0.07820731550000626 + 0.*I, 0.018114552691606004 + 0.*I, 0.014876833827015545 + 0.*I, 0.017588197718798604 + 0.*I, 0.0037007956745993553 + 0.*I, 0.07280544385579459 + 0.*I, 0.18710123951579674 + 0.*I, 0.11834833025740621 + 0.*I, 0.07610947945260182 + 0.*I, 0.1410334082514009 + 0.*I, 0.05690358972201271 + 0.*I, 0.01796493420260781 + 0.*I}
{0.11675897817440274 + 0.*I, 0.07820731550000626 + 0.*I, 0.018114552691606004 + 0.*I, 0.014876833827015545 + 0.*I, 0.017588197718798604 + 0.*I, 0.0037007956745993553 + 0.*I, 0.07280544385579459 + 0.*I, 0.18710123951579674 + 0.*I, 0.11834833025740621 + 0.*I, 0.07610947945260182 + 0.*I, 0.1410334082514009 + 0.*I, 0.05690358972201271 + 0.*I, 0.01796493420260781 + 0.*I}
