{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.02363878649658258 + 0.*I, 0.8113239020062002 + 0.*I, 0.5848974435869847 + 0.*I, 0.46156908825859266 + 0.*I, 0.45152497259319807 + 0.*I, 0.18054686939119605 + 0.*I, 0.02957949887700817 + 0.*I, 0.0025637779137888117 + 0.*I, 0.0001365926932006545 + 0.*I, 4.917370199919446*^-6 + 0.*I, 1.2742380484098703*^-7 + 0.*I, 2.345212912757688*^-9 + 0.*I, 1.1519674103510624*^-10 + 0.*I, 1.5301093725383907*^-10 + 0.*I, 1.5341061754270413*^-10 + 0.*I}
{0.02363878649658258 + 0.*I, 0.8113239020062002 + 0.*I, 0.5848974435869847 + 0.*I, 0.46156908825859266 + 0.*I, 0.45152497259319807 + 0.*I, 0.18054686939119605 + 0.*I, 0.02957949887700817 + 0.*I, 0.0025637779137888117 + 0.*I, 0.0001365926932006545 + 0.*I, 4.917370199919446*^-6 + 0.*I, 1.2742380484098703*^-7 + 0.*I, 2.345212912757688*^-9 + 0.*I, 1.1519674103510624*^-10 + 0.*I, 1.5301093725383907*^-10 + 0.*I, 1.5341061754270413*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.02453882182900102 + 0.*I, 0.8091873411848028 + 0.*I, 0.5776911886343994 + 0.*I, 0.46233435102280285 + 0.*I, 0.45101122489878964 + 0.*I, 0.18452520923359916 + 0.*I, 0.03087135323820434 + 0.*I, 0.0027299734814079106 + 0.*I, 0.0001483285213987884 + 0.*I, 5.444230799511729*^-6 + 0.*I, 1.438262176023386*^-7 + 0.*I, 2.7191804363724263*^-9 + 0.*I, 1.1000089727986051*^-10 + 0.*I, 1.5420997812043424*^-10 + 0.*I, 1.5500933869816438*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.025445227778009286 + 0.*I, 0.8071240879182041 + 0.*I, 0.5705447507786011 + 0.*I, 0.4629696271697931 + 0.*I, 0.4503308149422125 + 0.*I, 0.1885000540132076 + 0.*I, 0.03220091046418627 + 0.*I, 0.0029048381749996466 + 0.*I, 0.00016093078560874832 + 0.*I, 6.021249410181896*^-6 + 0.*I, 1.621413892038959*^-7 + 0.*I, 3.1453950555260235*^-9 + 0.*I, 1.0358380819752712*^-10 + 0.*I, 1.553868145265369*^-10 + 0.*I, 1.5618617510426705*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.026369920789215403 + 0.*I, 0.8051248351388096 + 0.*I, 0.5634333852831964 + 0.*I, 0.4634913686602071 + 0.*I, 0.44950595787720543 + 0.*I, 0.19246847894180963 + 0.*I, 0.03356846681861204 + 0.*I, 0.0030887011132074704 + 0.*I, 0.00017445254418824163 + 0.*I, 6.6525934094840986*^-6 + 0.*I, 1.8256940403915678*^-7 + 0.*I, 3.6296077254860393*^-9 + 0.*I, 9.64117674584486*^-11 + 0.*I, 1.5700774014248964*^-10 + 0.*I, 1.5760726057578722*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.027325878506800908 + 0.*I, 0.8031807998843954 + 0.*I, 0.5563321933719889 + 0.*I, 0.46391772651179775 + 0.*I, 0.44856005136599825 + 0.*I, 0.19642771277519344 + 0.*I, 0.0349742893672067 + 0.*I, 0.003281897735396555 + 0.*I, 0.00018894937479085883 + 0.*I, 7.3427270042003565*^-6 + 0.*I, 2.0532919808857747*^-7 + 0.*I, 4.179789847569283*^-9 + 0.*I, 8.739675649849234*^-11 + 0.*I, 1.580069408646523*^-10 + 0.*I, 1.5898393712632242*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
{0.028326858122817992 + 0.*I, 0.8012839587058007 + 0.*I, 0.5492167545132043 + 0.*I, 0.46426818412339815 + 0.*I, 0.44751717309878813 + 0.*I, 0.20037515860478194 + 0.*I, 0.036418615816002926 + 0.*I, 0.00348476964600053 + 0.*I, 0.00020447945221491182 + 0.*I, 8.096423997905333*^-6 + 0.*I, 2.3065960252921516*^-7 + 0.*I, 4.803801800790097*^-9 + 0.*I, 7.698286452750837*^-11 + 0.*I, 1.5920598173124747*^-10 + 0.*I, 1.6040502259784264*^-10 + 0.*I}
