{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.002388564021194029 + 0.*I, 0.9929878771621993 + 0.*I, 0.9929884131028023 + 0.*I, 0.0022807996330016012 + 0.*I, 0.00010718371878937206 + 0.*I, 4.469380421312508*^-8 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I, 6.59472476627343*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.00337093772599939 + 0.*I, 0.9901098138625887 + 0.*I, 0.9901109372294049 + 0.*I, 0.0031495151175976567 + 0.*I, 0.0002201666311929529 + 0.*I, 1.3254199959789048*^-7 + 0.*I, 2.799982468104645*^-11 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I, 8.01581023779363*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.004479962965597829 + 0.*I, 0.986860070072415 + 0.*I, 0.9868621751057959 + 0.*I, 0.004074163244408187 + 0.*I, 0.0004033630264022037 + 0.*I, 3.3150100442469466*^-7 + 0.*I, 1.1299849944634845*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.005691826049813996 + 0.*I, 0.9833082745765998 + 0.*I, 0.983311907029405 + 0.*I, 0.005008126559406975 + 0.*I, 0.0006793349347944401 + 0.*I, 7.31705984691189*^-7 + 0.*I, 3.4339198151656097*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.0613732115416498*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 1.0813572259849026*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
{0.006980635351783172 + 0.*I, 0.9795302405823936 + 0.*I, 0.9795361228563949 + 0.*I, 0.005900826808001407 + 0.*I, 0.0010724577145904137 + 0.*I, 1.4676049930884005*^-6 + 0.*I, 8.889999847383478*^-10 + 0.*I, 1.1812772982011667*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.2190248810384219*^-11 + 0.*I}
