{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0019945098924001314 + 0.*I, 0.000509681205196344 + 0.*I, 0.00431789773300273 + 0.*I, 0.005156660783400825 + 0.*I, 0.0011628041532041333 + 0.*I, 0.008965248082404287 + 0.*I, 0.0024621579792050157 + 0.*I, 0.002923651879604972 + 0.*I, 0.006084435233599805 + 0.*I, 0.010695813544003842 + 0.*I, 0.0028828996941898666 + 0.*I, 0.007946625349997127 + 0.*I, 0.001917279346397294 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.0021241171946018156 + 0.*I, 0.0006903647463973872 + 0.*I, 0.0043386947611967494 + 0.*I, 0.005557165278596844 + 0.*I, 0.000991221769597317 + 0.*I, 0.008936943942816635 + 0.*I, 0.0022592103946006414 + 0.*I, 0.0025752799408085285 + 0.*I, 0.005748587073584056 + 0.*I, 0.010635176652590285 + 0.*I, 0.0028167119082045393 + 0.*I, 0.008113290751587954 + 0.*I, 0.0021492321793825653 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.002252560183185759 + 0.*I, 0.0008630860521940953 + 0.*I, 0.0043626073287950096 + 0.*I, 0.005937729146593407 + 0.*I, 0.0008232403649943709 + 0.*I, 0.008899102177806206 + 0.*I, 0.0020614424849907387 + 0.*I, 0.0022102701299930865 + 0.*I, 0.005400370201202875 + 0.*I, 0.010563968147003779 + 0.*I, 0.002752113516590882 + 0.*I, 0.008269268310012734 + 0.*I, 0.0023740055030030405 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0023798710374001164 + 0.*I, 0.0010276441325951513 + 0.*I, 0.00439003101559976 + 0.*I, 0.006297510832192765 + 0.*I, 0.0006585449261964361 + 0.*I, 0.008851461188807974 + 0.*I, 0.0018687808587936061 + 0.*I, 0.0018297135530143116 + 0.*I, 0.005041573066599803 + 0.*I, 0.010482254651994484 + 0.*I, 0.002688534247208274 + 0.*I, 0.00841413386620804 + 0.*I, 0.002591275465002596 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0025060851015945573 + 0.*I, 0.0011838662041963042 + 0.*I, 0.0044212948814070785 + 0.*I, 0.006635735426191448 + 0.*I, 0.0004967862957949709 + 0.*I, 0.008793778171400923 + 0.*I, 0.0016810590709959163 + 0.*I, 0.0014347643068013396 + 0.*I, 0.004674041489982627 + 0.*I, 0.010390084750006025 + 0.*I, 0.00262543757578726 + 0.*I, 0.008547494748190056 + 0.*I, 0.0028007397129936606 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.0026312407788109398 + 0.*I, 0.001331607963006576 + 0.*I, 0.004456657811596766 + 0.*I, 0.0069516982041939466 + 0.*I, 0.00033758629040536725 + 0.*I, 0.00872583158639806 + 0.*I, 0.0014980199101899407 + 0.*I, 0.0010266338635933625 + 0.*I, 0.004299667505813787 + 0.*I, 0.010287488396198974 + 0.*I, 0.0025623262621898846 + 0.*I, 0.008668992008398213 + 0.*I, 0.003002117223815937 + 0.*I}
{0.002755379269597791 + 0.*I, 0.0014707537014047034 + 0.*I, 0.00449630556539904 + 0.*I, 0.007244767692604626 + 0.*I, 0.00018054323778771145 + 0.*I, 0.008647423480789842 + 0.*I, 0.0013193191778004822 + 0.*I, 0.0006065847445946293 + 0.*I, 0.003920377819799371 + 0.*I, 0.010174477015606476 + 0.*I, 0.002498747231394205 + 0.*I, 0.008778302571399443 + 0.*I, 0.003195148173795737 + 0.*I}
{0.002755379269597791 + 0.*I, 0.0014707537014047034 + 0.*I, 0.00449630556539904 + 0.*I, 0.007244767692604626 + 0.*I, 0.00018054323778771145 + 0.*I, 0.008647423480789842 + 0.*I, 0.0013193191778004822 + 0.*I, 0.0006065847445946293 + 0.*I, 0.003920377819799371 + 0.*I, 0.010174477015606476 + 0.*I, 0.002498747231394205 + 0.*I, 0.008778302571399443 + 0.*I, 0.003195148173795737 + 0.*I}
{0.002755379269597791 + 0.*I, 0.0014707537014047034 + 0.*I, 0.00449630556539904 + 0.*I, 0.007244767692604626 + 0.*I, 0.00018054323778771145 + 0.*I, 0.008647423480789842 + 0.*I, 0.0013193191778004822 + 0.*I, 0.0006065847445946293 + 0.*I, 0.003920377819799371 + 0.*I, 0.010174477015606476 + 0.*I, 0.002498747231394205 + 0.*I, 0.008778302571399443 + 0.*I, 0.003195148173795737 + 0.*I}
