t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14,mx_15
5.300000000000001,-0.12736663361584455,-0.15323258740754966,-0.1294800654784888,-0.1831173615572895,-0.23349236462358802,-0.22098938596543385,-0.19115469550184747,-0.1588604949851246,-0.20894549227384626,-0.20978309437794973,-0.18985545124974576,-0.18552999591475802,-0.15043724041750295,-0.002989355177209836,-0.059561267173316806,-0.13541935104495395
5.4,-0.11874743592542783,-0.1650208348143505,-0.14461993977895532,-0.17911337162610574,-0.2339386926231327,-0.22279062407280215,-0.1947348985366186,-0.16581495283757375,-0.20945153623877275,-0.2149207302424076,-0.18549407184829453,-0.19038915090654157,-0.14168191448442274,-0.013297086723685035,-0.06255307627135796,-0.12736754924593416
5.5,-0.11272962241753014,-0.17997003166786538,-0.16390258228587723,-0.17845887500851684,-0.2344905748715693,-0.22443696029559773,-0.1972952220994258,-0.1749683383920579,-0.20938371932198394,-0.21977367302435613,-0.183433296392923,-0.19332083821936408,-0.13803068819803835,-0.022757225606821967,-0.07389379382821222,-0.11874594962475657
5.6000000000000005,-0.10944929777727026,-0.19499173878724685,-0.18434611529645367,-0.18172961207227303,-0.23561300492372128,-0.22612683932695438,-0.1993870458938019,-0.18496676286601255,-0.2087182427229174,-0.22427092900065945,-0.18356683588966008,-0.19479117513973224,-0.14114129677081605,-0.029904655592300468,-0.09172290227907438,-0.11049749794225946
5.7,-0.10879309063430978,-0.20674838433661624,-0.20290213360476167,-0.188452609544993,-0.2373611349418025,-0.2277694528786577,-0.20134215046693102,-0.19408301760656524,-0.20724499767926086,-0.2280963941652031,-0.18524011662987117,-0.19538953476008358,-0.15110811518343717,-0.03421165947126102,-0.1127696953940848,-0.10334330802168537
5.800000000000001,-0.11050257671926036,-0.21256869672660392,-0.21700297986270273,-0.19726696131036894,-0.23940199418161962,-0.22899844684048404,-0.20306818805035026,-0.20051205887854132,-0.20457167981357327,-0.2306564616352574,-0.18748185894585323,-0.19546883189010208,-0.1661023733728601,-0.036070800406787513,-0.13331837856313736,-0.09782020618385698
5.9,-0.11422801069339289,-0.2111628165504975,-0.22501932382076267,-0.2064587021635572,-0.24117274227791446,-0.22931188502655436,-0.20418889611462956,-0.20290174934957395,-0.20032163988846938,-0.23112835117196048,-0.18909582192909852,-0.19474693340719473,-0.18271068033661578,-0.03655748998562331,-0.1501289733963709,-0.09427522877142305
6.0,-0.11949559821346,-0.20290320553559188,-0.2264694597335692,-0.21443667867988575,-0.2420585234106435,-0.22832493288187225,-0.2044159358448376,-0.20096507357468057,-0.19455349963094365,-0.2287833347352866,-0.1889269067323351,-0.1923205514469748,-0.19697866733601022,-0.03720051744569938,-0.16109850308243495,-0.09283097634001167
6.1000000000000005,-0.12568271058264593,-0.18960853499672697,-0.22189993300788052,-0.21997927795068578,-0.2415674944039312,-0.2260184323778843,-0.20387327487033036,-0.19582873942949017,-0.18809836081063305,-0.22347504407080507,-0.18647202916034075,-0.18733247168389547,-0.2057076475783541,-0.03970699367255473,-0.1655333823317568,-0.09336474262143796
6.2,-0.1321065297683689,-0.17399785079464822,-0.2125303579803974,-0.2223900041416956,-0.23950122925627862,-0.22279639150216204,-0.20309364408498,-0.18972836547597613,-0.18239438987221107,-0.21587241937842688,-0.18239426231407488,-0.17983274842306812,-0.20740385412854515,-0.04549921112536987,-0.16397196953487003,-0.09551120515120382
